0,"\xe3\x82\xa2\xe3\x82\xa4\xe3\x83\x86\xe3\x83\xa0\xe6\x9c\xaa\xe6\x89\x80\xe6\x8c\x81","\xe3\x83\xac\xe3\x83\xbc\xe3\x82\xb9\xe3\x82\xa2\xe3\x82\xa4\xe3\x83\x86\xe3\x83\xa0\xe3\x82\x92\xe6\x89\x80\xe6\x8c\x81\xe3\x81\x97\xe3\x81\xa6\xe3\x81\x84\xe3\x81\xaa\xe3\x81\x84\xe7\x8a\xb6\xe6\x85\x8b\xe3\x80\x82\x02\x10\x01\x03\xe5\xae\x9d\xe7\xae\xb1\xe3\x81\xab\xe8\xa7\xa6\xe3\x82\x8c\xe3\x82\x8b\xe3\x81\xa8\xe3\x80\x81\xe3\x83\xac\xe3\x83\xbc\xe3\x82\xb9\xe3\x82\xa2\xe3\x82\xa4\xe3\x83\x86\xe3\x83\xa0\xe3\x82\x92\xe5\x8f\x96\xe5\xbe\x97\xe3\x81\xa7\xe3\x81\x8d\xe3\x82\x8b\xe3\x80\x82",70101
1,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x83\x9d\xe3\x83\xbc\xe3\x82\xb7\xe3\x83\xa7\xe3\x83\xb3","\xe4\xbd\x93\xe5\x8a\x9b\xe3\x82\x92\xe6\x9c\x80\xe5\xa4\xa7\xe4\xbd\x93\xe5\x8a\x9b\xe3\x81\xae10\xef\xbc\x85\xe5\x88\x86\xe5\x9b\x9e\xe5\xbe\xa9\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70102
2,"\xe4\xbd\x93\xe5\x8a\x9b\xe3\x81\xae\xe8\x96\xac","10\xe7\xa7\x92\xe9\x96\x93\xe3\x80\x81\xe4\xbd\x93\xe5\x8a\x9b\xe6\xb6\x88\xe8\x80\x97\xe5\x8a\xb9\xe6\x9e\x9c\xe3\x82\x92\xe7\x84\xa1\xe5\x8a\xb9\xe5\x8c\x96\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70104
3,"\xe3\x83\x80\xe3\x83\x83\xe3\x82\xb7\xe3\x83\xa5\xe3\x83\xbc\xe3\x82\xba","\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x83\x9c\xe3\x81\x8c\xe5\x85\xa8\xe5\x8a\x9b\xe3\x81\xa7\xe3\x83\x80\xe3\x83\x83\xe3\x82\xb7\xe3\x83\xa5\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70105
4,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x82\xa8\xe3\x83\xbc\xe3\x83\x86\xe3\x83\xa","\xe4\xbd\xbf\xe7\x94\xa8\xe6\xb8\x88\xe3\x81\xbf\xe3\x81\xae\xe3\x82\xa2\xe3\x83\x93\xe3\x83\xaa\xe3\x83\x86\xe3\x82\xa3\xe3\x80\x81\xe3\x81\x84\xe3\x81\x9a\xe3\x82\x8c\xe3\x81\x8b\xe3\x81\xb2\xe3\x81\xa8\xe3\x81\xa4\xe3\x81\x8c\xe4\xbd\xbf\xe7\x94\xa8\xe5\x8f\xaf\xe8\x83\xbd\xe3\x81\xab\xe3\x81\xaa\xe3\x82\x8b\xe3\x80\x82",70108
5,"\xe3\x83\x90\xe3\x83\x83\xe3\x82\xab\xe3\x82\xb9\xe3\x81\xae\xe6\xb0\xb4","\xe8\x87\xaa\xe5\x88\x86\xe3\x81\xae\xe5\x89\x8d\xe3\x82\x92\xe8\xb5\xb0\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x84\xe3\x82\x8b\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x83\x9c\xe3\x82\x92\xe3\x80\x81\xe8\x88\x88\xe5\xa5\xae\xe7\x8a\xb6\xe6\x85\x8b\xe3\x81\xab\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70107
6,"\xe9\x87\x8d\xe5\x8a\x9b\xe7\x90\x83","\xe8\x87\xaa\xe5\x88\x86\xe3\x81\xae\xe5\x89\x8d\xe3\x82\x92\xe8\xb5\xb0\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x84\xe3\x82\x8b\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x83\x9c\xe3\x82\x92\xe3\x80\x81\xe3\x83\x98\xe3\x83\xb4\xe3\x82\xa3\xe7\x8a\xb6\xe6\x85\x8b\xe3\x81\xab\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70109
7,"\xe8\x8c\xa8\xe3\x81\xae\xe7\xa8\xae","\xe4\xbd\x93\xe5\x8a\x9b\xe6\xb6\x88\xe8\x80\x97\xe3\x83\x95\xe3\x82\xa3\xe3\x83\xbc\xe3\x83\xab\xe3\x83\x89\xe3\x82\x92\xe7\x94\x9f\xe6\x88\x90\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82\xe7\xaf\x84\xe5\x9b\xb2\xe5\x86\x85\xe3\x81\xab\xe5\x85\xa5\xe3\x81\xa3\xe3\x81\x9f\xe5\xaf\xbe\xe8\xb1\xa1\xe3\x81\xae\xe4\xbd\x93\xe5\x8a\x9b\xe3\x82\x92\xe6\xb6\x88\xe8\x80\x97\xe3\x81\x95\xe3\x81\x9b\xe3\x82\x8b\xe3\x80\x82",70103
8,"\xe8\x8b\xb1\xe9\x9b\x84\xe3\x81\xae\xe8\x96\xac","15\xe7\xa7\x92\xe9\x96\x93\xe3\x80\x81\xe8\x87\xaa\xe8\xba\xab\xe3\x81\xae\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x83\x9c\xe3\x81\x8c\xe5\x85\xa8\xe4\xbd\x93\xe7\x9a\x84\xe3\x81\xab\xe3\x83\x91\xe3\x83\xaf\xe3\x83\xbc\xe3\x82\xa2\xe3\x83\x83\xe3\x83\x97\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82\xe3\x81\xbe\xe3\x81\x9f\xe3\x80\x81\xe3\x81\x99\xe3\x81\xb9\xe3\x81\xa6\xe3\x81\xae\xe5\xbc\xb1\xe4\xbd\x93\xe5\x8a\xb9\xe6\x9e\x9c\xe3\x82\x92\xe7\x84\xa1\xe5\x8a\xb9\xe5\x8c\x96\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70106
9,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x83\xa1\xe3\x83\x86\xe3\x82\xaa","\xe8\x87\xaa\xe5\x88\x86\xe3\x82\x88\xe3\x82\x8a\xe5\x89\x8d\xe3\x82\x92\xe8\xb5\xb0\xe3\x82\x8b\xe3\x81\x99\xe3\x81\xb9\xe3\x81\xa6\xe3\x81\xae\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x83\x9c\xe3\x81\xab\xe5\xaf\xbe\xe3\x81\x97\xe3\x80\x81\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x83\xa1\xe3\x83\x86\xe3\x82\xaa\xe3\x81\x8c\xe9\x99\x8d\xe3\x82\x8a\xe6\xb3\xa8\xe3\x81\x90\xe3\x80\x82",70110
10,,,0
