0,,,0,0,0
1,"Sibyllinischer Singsang",,0,1,109
2,"Der Schatz im Meer",,1,2,109
3,"Llymlaens Legende",,2,3,109
4,"Duell an Deck",,3,4,109
5,"Der Himmel brennt",,4,5,109
6,"Der Fluch des Waldes",,5,6,109
7,"Der Groll der Gebieter",,6,7,109
8,"Der Wald ruft",,7,8,109
9,"Ein bewegtes Fest",,8,9,109
10,"Die goldene Stadt",,9,10,109
11,"Kollateralschaden",,10,11,109
12,"Die latente Gefahr",,11,12,109
13,"Beginn einer Freundschaft",,12,13,109
14,"Rettung der Sylphen",,13,14,109
15,"Zwischen den Fronten",,14,15,109
16,"Ein k\xc3\xbchner Plan",,15,16,109
17,"Der Gott der Flammen",,16,17,109
18,"Befreiung der Befreier",,17,18,109
19,"In eine unsichere Zukunft",,18,19,109
20,"Die Macht des Geldes",,59,20,111
21,"Die Falschgeldaff\xc3\xa4re",,60,21,111
22,"Die Kehrseite der M\xc3\xbcnze",,61,22,111
23,"Das Deb\xc3\xbct",,79,23,111
24,"Der Preis der Freiheit",,80,24,111
25,"Das gro\xc3\x9fe Turnier",,81,25,111
26,"Blutiger Baptismus",,99,26,111
27,"Der Piratenball",,100,27,111
28,"Befehl des Kapit\xc3\xa4ns",,101,28,111
29,"Tipps f\xc3\xbcr Abenteurer",,139,29,111
30,"Tipps f\xc3\xbcr Abenteurer",,140,30,111
31,"Tipps f\xc3\xbcr Abenteurer",,141,31,111
32,"Auswahl eines neuen Partners",,143,32,111
33,"Gemeinsam stark",,159,33,111
34,"Der finstere Wald",,160,34,111
35,"Schatten der Vergangenheit",,161,35,111
36,"Kein Grund zum Klagen",,179,36,111
37,"Lockruf des Goldes",,180,37,111
38,"Sicheres Geleit",,181,38,111
39,"Bestellte Blutrache",,239,39,111
40,"Die Rivalin",,240,40,111
41,"Die Lehre Nald'thals",,241,41,111
42,"Im Dienste der Gebieter",,259,42,111
43,"Des Ritters Traum",,260,43,111
44,"Stimmen im Wind",,261,44,111
45,"Kleine Lehrer",,299,45,111
46,"Kleine Teufel",,300,46,111
47,"Ausflug ins Gr\xc3\xbcne",,301,47,111
48,"Auf einem Ohr tau",,319,48,111
49,"Sirenengesang",,320,49,111
50,"Insel der Versuchungen",,321,50,111
51,"Von herrlicher Gestalt",,359,51,111
52,"F'lhaminns Blume",,360,52,111
53,"Die Kordialklinge",,361,53,111
54,"Lebensrettendes Leder",,379,54,111
55,"Markenschutz muss sein",,380,55,111
56,"Reparatur-Abitur",,381,56,111
57,"Akt I: Rot",,399,57,111
58,"Akt II: Asche",,400,58,111
59,"Akt III: Schnee",,401,59,111
60,"Abgrundtiefer Schlaf",,419,60,111
61,"Der J\xc3\xbcngling und der Drache",,420,61,111
62,"Tr\xc3\xa4um ich oder wach ich",,421,62,111
63,"Showdown",,439,63,111
64,"Der verschwundene Kunde",,440,64,111
65,"Die Suppe versalzen",,441,65,111
66,"Ein Fragment vergangener Zeiten",,459,66,111
67,"Sabotage",,460,67,111
68,"Die Ausrei\xc3\x9ferin",,461,68,111
69,"Die Wurzeln Gridanias",,479,69,111
70,"Fernweh",,480,70,111
