0,"Ung\xc3\xbcltige Kategorie",0,0
1,"Hauptszenario - A Realm Reborn",2,1
2,"Hauptszenario - Heavensward",2,1
3,"Chroniken der neuen \xc3\x84ra",2,1
4,"Auftr\xc3\xa4ge der Amalj'aa",2,1
5,"Auftr\xc3\xa4ge der Sylphen",2,1
6,"Auftr\xc3\xa4ge der Kobolde",2,1
7,"Auftr\xc3\xa4ge der Sahagin",2,1
8,"Auftr\xc3\xa4ge der Ixal",2,1
9,"Szenario-Nebenauftr\xc3\xa4ge",2,1
10,"Auftr\xc3\xa4ge La Noscea",3,1
11,"Auftr\xc3\xa4ge Finsterwald",3,1
12,"Auftr\xc3\xa4ge Thanalan",3,1
13,"Auftr\xc3\xa4ge Coerthas",3,1
14,"Auftr\xc3\xa4ge Mor Dhona",3,1
15,"Auftr\xc3\xa4ge Ishgard",3,1
16,"Auftr\xc3\xa4ge Abalathia",3,1
17,"Auftr\xc3\xa4ge Dravania",3,1
18,"Auftr\xc3\xa4ge Azys Lla",3,1
19,"Gildenauftr\xc3\xa4ge",2,1
20,"Jobauftr\xc3\xa4ge",2,1
21,"Staatliche Gesellschaften",2,1
22,"Saisonale Auftr\xc3\xa4ge",1,1
23,"Sonstige Auftr\xc3\xa4ge",2,1
24,"Gefechtserlasse",3,2
25,"Minenarbeiter-Freibriefe",3,2
26,"G\xc3\xa4rtner-Freibriefe",3,2
27,"Fischer-Freibriefe",3,2
28,"Zimmerer-Freibriefe",3,2
29,"Grobschmied-Freibriefe",3,2
30,"Plattner-Freibriefe",3,2
31,"Goldschmied-Freibriefe",3,2
32,"Gerber-Freibriefe",3,2
33,"Weber-Freibriefe",3,2
34,"Alchemisten-Freibriefe",3,2
35,"Gourmet-Freibriefe",3,2
36,"Ishgarder Gefechtserlasse",3,2
37,"Ishgarder Minenarbeiter-Freibriefe",3,2
38,"Ishgarder G\xc3\xa4rtner-Freibriefe",3,2
39,"Ishgarder Fischer-Freibriefe",3,2
40,"Ishgarder Zimmerer-Freibriefe",3,2
41,"Ishgarder Grobschmied-Freibriefe",3,2
42,"Ishgarder Plattner-Freibriefe",3,2
43,"Ishgarder Goldschmied-Freibriefe",3,2
44,"Ishgarder Gerber-Freibriefe",3,2
45,"Ishgarder Weber-Freibriefe",3,2
46,"Ishgarder Alchemisten-Freibriefe",3,2
47,"Ishgarder Gourmet-Freibriefe",3,2
48,"Fraktionserlasse",2,2
49,"Staatserlasse",2,2
50,"Missionen",2,3
51,"6. \xc3\x84ra des Lichts",2,4
