0,,0,False
1,"S\xc3\xb6ldner",62501,False
2,"Minenarbeiter",62510,False
3,"G\xc3\xa4rtner",62511,False
4,"Fischer",62512,False
5,"Zimmerer",62502,False
6,"Grobschmied",62503,False
7,"Plattner",62504,False
8,"Goldschmied",62505,False
9,"Gerber",62506,False
10,"Weber",62507,False
11,"Alchemist",62508,False
12,"Gourmet",62509,False
13,"Bruderschaft der gebrochenen Klinge",61451,True
14,"Azeymas Schilde",61452,True
15,"Ruhmreicher H\xc3\xb6rnerschall",61453,True
16,"Der Mahlstrom",61461,False
17,"Bruderschaft der Morgenviper",61462,False
18,"Legion der Unsterblichen",61463,False
