0,,0
1,"\xe6\x94\xbb\xe6\x92\x831",61201
2,"\xe6\x94\xbb\xe6\x92\x832",61202
3,"\xe6\x94\xbb\xe6\x92\x833",61203
4,"\xe6\x94\xbb\xe6\x92\x834",61204
5,"\xe6\x94\xbb\xe6\x92\x835",61205
6,"\xe8\xb6\xb3\xe6\xad\xa2\xe3\x82\x811",61211
7,"\xe8\xb6\xb3\xe6\xad\xa2\xe3\x82\x812",61212
8,"\xe8\xb6\xb3\xe6\xad\xa2\xe3\x82\x813",61213
9,"\xe7\xa6\x81\xe6\xad\xa21",61221
10,"\xe7\xa6\x81\xe6\xad\xa22",61222
11,"\xe6\xb1\x8e\xe7\x94\xa8\xe3\x82\xb7\xe3\x82\xab\xe3\x82\xaf",61231
12,"\xe6\xb1\x8e\xe7\x94\xa8\xe3\x83\x9e\xe3\x83\xa",61232
13,"\xe6\xb1\x8e\xe7\x94\xa8\xe3\x83\x90\xe3\x83\x84",61233
14,"\xe6\xb1\x8e\xe7\x94\xa8\xe3\x82\xb5\xe3\x83\xb3\xe3\x82\xab\xe3\x82\xaf",61234
