0,0,0,0,0,0,0,0,0,0,0
1,0,60436,153,0,256,0,128,3,0,0
2,0,60436,151,0,256,0,128,1,0,0
3,0,60436,548,0,1078,4,198,2,0,0
4,0,60442,564,0,1350,3,5,2,0,0
5,0,60441,52,2,1151,2,213,2,0,1
6,0,60441,54,4,511,5,34,2,0,1
7,0,60441,54,4,656,3,12,4,0,1
8,0,0,83,0,1305,5,0,4,1,0
9,0,60442,535,0,994,3,208,2,0,0
10,0,60442,534,0,861,2,73,0,0,0
11,0,60442,608,0,1024,4,0,4,0,0
12,0,60442,602,0,1192,4,0,2,0,0
13,0,60442,609,0,1024,4,0,2,0,0
14,0,60442,876,0,782,4,0,4,0,0
15,0,60442,871,0,1422,2,226,4,0,0
16,0,60442,872,0,1014,4,0,4,0,0
17,0,60442,608,0,1024,4,0,4,0,0
18,0,60442,602,0,1192,4,0,2,0,0
19,0,60442,609,0,1024,4,0,2,0,0
20,0,0,0,0,0,0,0,0,0,0
21,0,0,520,0,600,4,232,4,0,0
22,0,60442,1308,0,482,4,64,4,0,0
23,0,0,1309,0,124,4,0,4,0,0
24,0,60447,1353,149,124,4,32,4,0,1
25,0,0,1315,0,1024,2,88,4,0,0
26,0,0,1314,0,1024,2,88,4,0,0
27,0,0,1313,0,1024,2,88,4,0,0
28,0,0,1304,0,1024,3,132,4,0,0
29,0,60441,52,2,1024,4,86,3,0,1
30,0,60441,53,3,1210,4,200,3,0,1
31,0,60441,29,12,1025,4,88,3,0,1
32,0,60441,0,0,0,0,0,0,0,0
33,0,60441,0,0,0,0,0,0,0,0
34,0,60441,698,73,1024,4,48,3,0,1
35,0,60441,0,0,0,0,0,0,0,0
36,0,60441,42,20,950,3,255,1,0,1
37,0,60441,42,20,950,3,255,1,0,1
38,0,60441,42,20,950,3,255,1,0,1
39,0,0,247,0,1140,5,208,3,1,0
40,0,0,243,0,1095,4,204,4,1,0
41,0,0,250,0,798,4,164,4,1,0
42,0,0,254,0,893,1,232,4,1,0
43,0,0,258,0,1082,4,145,4,1,0
44,0,60447,850,40,653,2,93,2,0,1
45,0,0,674,0,779,2,159,4,0,0
46,0,60446,850,40,1145,4,13,4,0,1
47,0,60442,692,0,1094,5,12,4,0,0
48,0,60447,855,43,793,4,58,3,0,1
49,0,60446,854,42,793,4,53,2,0,1
50,0,60446,855,43,1202,3,100,4,0,1
51,0,60442,428,0,823,3,187,2,0,0
52,0,60442,447,0,1167,3,255,1,0,0
53,0,60442,441,56,1412,4,9,1,0,1
54,0,0,449,0,1335,3,112,1,0,0
