0,,0,0,0
1,"\xe6\xa0\xbc\xe9\x97\x98\xe6\xad\xa6\xe5\x99\xa8",60101,1,1
2,"\xe7\x89\x87\xe6\x89\x8b\xe5\x89\xa3",60102,0,1
3,"\xe4\xb8\xa1\xe6\x89\x8b\xe6\x96\xa7",60103,2,1
4,"\xe5\xbc\x93",60105,4,1
5,"\xe4\xb8\xa1\xe6\x89\x8b\xe6\xa7\x8d",60104,3,1
6,"\xe7\x89\x87\xe6\x89\x8b\xe5\x91\xaa\xe5\x85\xb7",60108,10,1
7,"\xe4\xb8\xa1\xe6\x89\x8b\xe5\x91\xaa\xe5\x85\xb7",60108,11,1
8,"\xe7\x89\x87\xe6\x89\x8b\xe5\xb9\xbb\xe5\x85\xb7",60107,8,1
9,"\xe4\xb8\xa1\xe6\x89\x8b\xe5\xb9\xbb\xe5\x85\xb7",60107,9,1
10,"\xe9\xad\x94\xe9\x81\x93\xe6\x9b\xb8",60109,12,1
11,"\xe7\x9b\xbe",60110,0,3
12,"\xe6\x9c\xa8\xe5\xb7\xa5\xe9\x81\x93\xe5\x85\xb7(\xe4\xb8\xbb\xe9\x81\x93\xe5\x85\xb7)",60112,0,2
13,"\xe6\x9c\xa8\xe5\xb7\xa5\xe9\x81\x93\xe5\x85\xb7(\xe5\x89\xaf\xe9\x81\x93\xe5\x85\xb7)",60112,1,2
14,"\xe9\x8d\x9b\xe5\x86\xb6\xe9\x81\x93\xe5\x85\xb7(\xe4\xb8\xbb\xe9\x81\x93\xe5\x85\xb7)",60113,2,2
15,"\xe9\x8d\x9b\xe5\x86\xb6\xe9\x81\x93\xe5\x85\xb7(\xe5\x89\xaf\xe9\x81\x93\xe5\x85\xb7)",60113,3,2
16,"\xe7\x94\xb2\xe5\x86\x91\xe9\x81\x93\xe5\x85\xb7(\xe4\xb8\xbb\xe9\x81\x93\xe5\x85\xb7)",60114,4,2
17,"\xe7\x94\xb2\xe5\x86\x91\xe9\x81\x93\xe5\x85\xb7(\xe5\x89\xaf\xe9\x81\x93\xe5\x85\xb7)",60114,5,2
18,"\xe5\xbd\xab\xe9\x87\x91\xe9\x81\x93\xe5\x85\xb7(\xe4\xb8\xbb\xe9\x81\x93\xe5\x85\xb7)",60115,6,2
19,"\xe5\xbd\xab\xe9\x87\x91\xe9\x81\x93\xe5\x85\xb7(\xe5\x89\xaf\xe9\x81\x93\xe5\x85\xb7)",60115,7,2
20,"\xe9\x9d\xa9\xe7\xb4\xb0\xe5\xb7\xa5\xe9\x81\x93\xe5\x85\xb7(\xe4\xb8\xbb\xe9\x81\x93\xe5\x85\xb7)",60116,8,2
21,"\xe9\x9d\xa9\xe7\xb4\xb0\xe5\xb7\xa5\xe9\x81\x93\xe5\x85\xb7(\xe5\x89\xaf\xe9\x81\x93\xe5\x85\xb7)",60116,9,2
22,"\xe8\xa3\x81\xe7\xb8\xab\xe9\x81\x93\xe5\x85\xb7(\xe4\xb8\xbb\xe9\x81\x93\xe5\x85\xb7)",60117,10,2
23,"\xe8\xa3\x81\xe7\xb8\xab\xe9\x81\x93\xe5\x85\xb7(\xe5\x89\xaf\xe9\x81\x93\xe5\x85\xb7)",60117,11,2
24,"\xe9\x8c\xac\xe9\x87\x91\xe9\x81\x93\xe5\x85\xb7(\xe4\xb8\xbb\xe9\x81\x93\xe5\x85\xb7)",60118,12,2
25,"\xe9\x8c\xac\xe9\x87\x91\xe9\x81\x93\xe5\x85\xb7(\xe5\x89\xaf\xe9\x81\x93\xe5\x85\xb7)",60118,13,2
26,"\xe8\xaa\xbf\xe7\x90\x86\xe9\x81\x93\xe5\x85\xb7(\xe4\xb8\xbb\xe9\x81\x93\xe5\x85\xb7)",60119,14,2
27,"\xe8\xaa\xbf\xe7\x90\x86\xe9\x81\x93\xe5\x85\xb7(\xe5\x89\xaf\xe9\x81\x93\xe5\x85\xb7)",60119,15,2
28,"\xe6\x8e\xa1\xe6\x8e\x98\xe9\x81\x93\xe5\x85\xb7(\xe4\xb8\xbb\xe9\x81\x93\xe5\x85\xb7)",60120,16,2
29,"\xe6\x8e\xa1\xe6\x8e\x98\xe9\x81\x93\xe5\x85\xb7(\xe5\x89\xaf\xe9\x81\x93\xe5\x85\xb7)",60120,17,2
30,"\xe5\x9c\x92\xe8\x8a\xb8\xe9\x81\x93\xe5\x85\xb7(\xe4\xb8\xbb\xe9\x81\x93\xe5\x85\xb7)",60121,18,2
31,"\xe5\x9c\x92\xe8\x8a\xb8\xe9\x81\x93\xe5\x85\xb7(\xe5\x89\xaf\xe9\x81\x93\xe5\x85\xb7)",60121,19,2
32,"\xe6\xbc\x81\xe9\x81\x93\xe5\x85\xb7(\xe4\xb8\xbb\xe9\x81\x93\xe5\x85\xb7)",60122,20,2
33,"\xe9\x87\xa3\xe3\x82\x8a\xe9\xa4\x8c",60123,28,7
34,"\xe9\xa0\xad\xe9\x98\xb2\xe5\x85\xb7",60124,1,3
35,"\xe8\x83\xb4\xe9\x98\xb2\xe5\x85\xb7",60126,2,3
36,"\xe8\x84\x9a\xe9\x98\xb2\xe5\x85\xb7",60128,5,3
37,"\xe6\x89\x8b\xe9\x98\xb2\xe5\x85\xb7",60129,3,3
38,"\xe8\xb6\xb3\xe9\x98\xb2\xe5\x85\xb7",60130,6,3
39,"\xe5\xb8\xaf\xe9\x98\xb2\xe5\x85\xb7",60131,4,3
40,"\xe9\xa6\x96\xe9\xa3\xbe\xe3\x82\x8a",60132,0,4
41,"\xe8\x80\xb3\xe9\xa3\xbe\xe3\x82\x8a",60133,1,4
42,"\xe8\x85\x95\xe8\xbc\xaa",60134,2,4
43,"\xe6\x8c\x87\xe8\xbc\xaa",60135,3,4
44,"\xe8\x96\xac\xe5\x93\x81",60136,0,5
45,"\xe9\xa3\x9f\xe6\x9d\x90",60137,0,6
46,"\xe8\xaa\xbf\xe7\x90\x86\xe5\x93\x81",60146,1,5
47,"\xe6\xb0\xb4\xe7\x94\xa3\xe7\x89\xa9",60138,1,6
48,"\xe7\x9f\xb3\xe6\x9d\x90",60139,2,6
49,"\xe9\x87\x91\xe5\xb1\x9e\xe6\x9d\x90",60140,3,6
50,"\xe6\x9c\xa8\xe6\x9d\x90",60141,4,6
51,"\xe5\xb8\x83\xe6\x9d\x90",60142,5,6
52,"\xe7\x9a\xae\xe9\x9d\xa9\xe6\x9d\x90",60143,6,6
53,"\xe9\xaa\xa8\xe6\x9d\x90",60144,7,6
54,"\xe9\x8c\xac\xe9\x87\x91\xe8\xa1\x93\xe6\x9d\x90",60145,8,6
55,"\xe6\x9f\x93\xe6\x96\x99",60147,10,6
56,"\xe9\x83\xa8\xe5\x93\x81",60148,9,6
57,"\xe8\xaa\xbf\xe5\xba\xa6\xe5\x93\x81",60164,20,7
58,"\xe3\x83\x9e\xe3\x83\x86\xe3\x83\xaa\xe3\x82\xa2",60150,0,7
59,"\xe3\x82\xaf\xe3\x83\xaa\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xa",60151,1,7
60,"\xe8\xa7\xa6\xe5\xaa\x92",60152,2,7
61,"\xe9\x9b\x91\xe8\xb2\xa8",60153,3,7
62,"\xe3\x82\xbd\xe3\x82\xa6\xe3\x83\xab\xe3\x82\xaf\xe3\x83\xaa\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xa",60157,4,4
63,"\xe3\x81\x9d\xe3\x81\xae\xe4\xbb\x96",60159,6,7
64,"\xe5\xbb\xba\xe7\xaf\x89\xe7\x89\xa9\xe6\xa8\xa9\xe5\x88\xa9\xe8\xa8\xbc\xe6\x9b\xb8",60160,7,7
65,"\xe5\xa4\x96\xe8\xa3\x85\xe5\xbb\xba\xe6\x9d\x90(\xe5\xb1\x8b\xe6\xa0\xb9)",60160,8,7
66,"\xe5\xa4\x96\xe8\xa3\x85\xe5\xbb\xba\xe6\x9d\x90(\xe5\xa4\x96\xe5\xa3\x81)",60160,9,7
67,"\xe5\xa4\x96\xe8\xa3\x85\xe5\xbb\xba\xe6\x9d\x90(\xe7\xaa\x93)",60160,10,7
68,"\xe5\xa4\x96\xe8\xa3\x85\xe5\xbb\xba\xe6\x9d\x90(\xe6\x89\x89)",60160,11,7
69,"\xe5\xa4\x96\xe8\xa3\x85\xe5\xbb\xba\xe6\x9d\x90(\xe5\xb1\x8b\xe6\xa0\xb9\xe8\xa3\x85\xe9\xa3\xbe)",60160,12,7
70,"\xe5\xa4\x96\xe8\xa3\x85\xe5\xbb\xba\xe6\x9d\x90(\xe5\xa4\x96\xe5\xa3\x81\xe8\xa3\x85\xe9\xa3\xbe)",60160,13,7
71,"\xe5\xa4\x96\xe8\xa3\x85\xe5\xbb\xba\xe6\x9d\x90(\xe7\x9c\x8b\xe6\x9d\xbf)",60160,14,7
72,"\xe5\xa4\x96\xe8\xa3\x85\xe5\xbb\xba\xe6\x9d\x90(\xe5\xa1\x80)",60160,15,7
73,"\xe5\x86\x85\xe8\xa3\x85\xe5\xbb\xba\xe6\x9d\x90(\xe5\x86\x85\xe5\xa3\x81)",60161,16,7
74,"\xe5\x86\x85\xe8\xa3\x85\xe5\xbb\xba\xe6\x9d\x90(\xe5\xba\x8a)",60161,17,7
75,"\xe5\x86\x85\xe8\xa3\x85\xe5\xbb\xba\xe6\x9d\x90(\xe5\xa4\xa9\xe4\xba\x95\xe7\x85\xa7\xe6\x98\x8e)",60161,18,7
76,"\xe5\xba\xad\xe5\x85\xb7",60168,19,7
77,"\xe8\xaa\xbf\xe5\xba\xa6\xe5\x93\x81(\xe5\x8f\xb0\xe5\xba\xa7)",60162,21,7
78,"\xe8\xaa\xbf\xe5\xba\xa6\xe5\x93\x81(\xe5\x8d\x93\xe4\xb8\x8a)",60163,22,7
79,"\xe8\xaa\xbf\xe5\xba\xa6\xe5\x93\x81(\xe5\xa3\x81\xe6\x8e\x9b)",60166,23,7
80,"\xe8\xaa\xbf\xe5\xba\xa6\xe5\x93\x81(\xe6\x95\xb7\xe7\x89\xa9)",60167,24,7
81,"\xe3\x83\x9f\xe3\x83\x8b\xe3\x82\xaa\xe3\x83\xb3",60155,5,7
82,"\xe6\xa0\xbd\xe5\x9f\xb9\xe7\x94\xa8\xe5\x93\x81",60153,25,7
