0,"GM\xe3\x83\x86\xe3\x82\xb9\xe3\x83\x88\xe7\x94\xa8","Zvahl",0,0,False
1,"\xe9\x9d\x9e\xe5\x85\xac\xe9\x96\x8bC\xe7\xb3\xbb\xe3\x83\xaf\xe3\x83\xbc\xe3\x83\xab\xe3\x83\x89","c-funereus",0,2,False
2,"\xe9\x9d\x9e\xe5\x85\xac\xe9\x96\x8bC\xe7\xb3\xbb Finder","c-contents",0,0,False
3,"\xe9\x9d\x9e\xe5\x85\xac\xe9\x96\x8bC\xe7\xb3\xbb\xe3\x83\xaf\xe3\x83\xbc\xe3\x83\xab\xe3\x83\x89","c-whiteae",0,1,False
4,"\xe9\x9d\x9e\xe5\x85\xac\xe9\x96\x8bC\xe7\xb3\xbb\xe3\x83\xaf\xe3\x83\xbc\xe3\x83\xab\xe3\x83\x89","c-baudinii",0,0,False
5,,"c-contents2",0,2,False
2054,,"KrOdin",0,0,False
2055,,"KrUltima",0,0,False
2056,,"KrMandragora",0,0,False
2057,,"KrTonberry",0,0,False
2058,,"KrExcalibur",0,0,False
2059,,"KrPhoenix",0,0,False
2060,,"KrAlexander",0,0,False
2050,,"KrBahamut",0,0,False
2062,,"KrLeviathan",0,0,False
2063,,"KrShiva",0,0,False
16,"\xe6\xa0\xb9\xe6\x80\xa7\xe3\x83\x87\xe3\x83\xbc\xe3\x82\xbf\xe3\x82\xb3\xe3\x83\xb3\xe3\x83\x90\xe3\x83\xbc\xe3\x83\x88\xe5\xb0\x82\xe7\x94\xa8\xe6\x9e\xa0\xe7\xa2\xba\xe4\xbf\x9d","konconv",0,0,False
2065,,"KrGilgamesh",0,0,False
2066,,"KrSabotender",0,0,False
2051,,"KrIfrit",0,0,False
2068,,"KrRagnarok",0,0,False
2069,,"KrRamia",0,0,False
