0,0,181,0
1,181,527,2
2,527,621,2
3,621,660,2
4,660,695,2
5,695,730,2
6,730,765,2
7,765,800,2
8,800,842,2
9,842,917,2
10,917,1039,3
11,1039,1155,3
12,1155,1285,3
13,1285,1368,3
14,1368,1403,3
15,1403,1427,3
16,1427,1463,3
17,1463,1626,3
18,1626,1640,3
19,1640,1918,2
20,1918,2096,2
21,2096,2111,2
22,2111,2201,1
23,2201,2202,2
24,2202,2379,3
25,2379,2419,3
26,2419,2465,3
27,2465,2505,3
28,2505,2566,3
29,2566,2626,3
30,2626,2686,3
31,2686,2746,3
32,2746,2806,3
33,2806,2866,3
34,2866,2926,3
35,2926,2986,3
36,2986,3016,3
37,3016,3046,3
38,3046,3076,3
39,3076,3106,3
40,3106,3136,3
41,3136,3166,3
42,3166,3196,3
43,3196,3226,3
44,3226,3256,3
45,3256,3286,3
46,3286,3316,3
47,3316,3346,3
48,0,0,2
49,3346,3412,2
50,3412,3530,2
51,0,0,2
