0,,,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,True,True
1,"Objet-clef",,0,405,83,1875,0,0,0,0,0,0,85,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,True,True,True
2,"Interaction",,0,405,92,1875,0,0,0,50,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,False,True,True
3,"Sprint",,0,405,0,1875,0,0,0,0,300,0,368,0,0,0,0,1,0,0,6,0,56,0,0,1,0,0,0,0,0,0,0,True,True,True
4,"Monture",,0,405,83,1875,0,0,0,10,0,0,165,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,True,True
5,"T\xc3\xa9l\xc3\xa9portation",,4,111,92,1875,0,0,0,50,0,0,164,10,106,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,True,True
6,"Rapatriement",,1,112,92,1875,0,0,0,50,9000,0,163,10,107,0,0,1,0,0,0,0,57,0,0,1,0,0,0,0,0,0,0,True,True,True
7,"Attaque",,0,405,0,1875,0,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0,-1,0,-1,True,True,True
8,"Tir \xc3\xa0 l'arc","Vous portez une attaque physique \xc3\xa0 distance sur la cible. Le temps de recharge varie en fonction du d\xc3\xa9lai de votre arme.",0,405,0,1876,0,0,0,0,0,0,-2,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,-1,0,-1,True,True,True
9,"Lame rapide","Vous portez une attaque physique sur la cible.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 150",0,158,0,1875,70,0,0,0,25,0,310,3,0,0,1,1,0,0,5,0,58,7,0,38,2,0,0,1,-1,0,-1,True,True,True
10,"Rempart","Les d\xc3\xa9g\xc3\xa2ts re\xc3\xa7us sont r\xc3\xa9duits de \x02\x08\x1d\xe0\xe9I\x0f\xff\x16\x02\x08\x12\xe4\xe9E\x02\x15\xff\x0b\x02\x08\x07\xe4\xe9E\x14\x15\x0b\x03\x03\x0b\x03%.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 20s",0,152,0,1875,0,0,0,0,900,0,369,4,0,0,2,1,0,0,0,0,5,0,0,38,1,0,0,1,0,0,0,True,True,True
11,"Lame sauvage","Vous portez une attaque physique sur la cible.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 100\x02\x10\x01\x03Augmente l'inimiti\xc3\xa9\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Combo\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 Lame rapide\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance du combo\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 200",0,157,0,1875,60,0,9,0,25,0,311,3,0,206,4,1,0,0,5,0,58,7,0,39,2,0,0,1,-1,0,-1,True,True,True
12,"Convalescence","Les effets de la magie curative sur vous sont \x02\x08\x1d\xe0\xe9I!\xff\x16\x02\x08\x12\xe4\xe9E\x02\x1f\xff\x0b\x02\x08\x07\xe4\xe9E\x14\x1f\x15\x03\x03\x15\x03% plus puissants.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 20s",0,162,0,1875,0,0,0,0,1200,0,370,4,0,0,10,1,0,0,0,0,7,0,0,37,1,0,0,1,0,0,0,True,True,True
13,"Diligence","Les risques de recevoir un coup critique sont nuls.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 \x02\x08\x1d\xe0\xe9I-\xff\x16\x02\x08\x12\xe4\xe9E\x02\x1a\xff\x0b\x02\x08\x07\xe4\xe9E\x14\x1a\x10\x03\x03\x10\x03s",0,163,0,1875,0,0,0,0,1200,0,371,4,0,0,34,1,0,0,0,0,8,0,0,37,1,0,0,1,0,0,0,True,True,True
14,"Flash","Vous augmentez l'inimiti\xc3\xa9 des ennemis autour de vous.\x02\x08y\xe0\xe9I\x15\xffq\x02\x08m\xe4\xe9E\x02\xff-\x02\x10\x01\x03Inflige C\xc3\xa9cit\xc3\xa9 pour une dur\xc3\xa9e de 12s.\xff9\x02\x085\xe4\xe9E\x14\xff-\x02\x10\x01\x03Inflige C\xc3\xa9cit\xc3\xa9 pour une dur\xc3\xa9e de 12s.\xff\x01\x03\x03\xff\x01\x03",0,159,102,1875,8,0,0,0,25,0,441,2,85,0,8,2,5,0,3,0,58,7,0,37,1,0,0,1,0,0,5,True,True,True
15,"Lame d\xc3\xa9cha\xc3\xaen\xc3\xa9e","Vous portez une attaque physique sur la cible.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 100\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Combo\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 Lame rapide\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Puissance du combo\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 230\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Bonus du combo\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 r\xc3\xa9cup\xc3\xa9ration de PM",0,156,0,1875,60,0,9,0,25,0,317,3,0,0,12,1,0,0,5,0,58,7,0,38,2,0,0,1,-1,0,-1,True,True,True
