100000,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100001,"Basic Synthesis","Increases progress.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Efficiency:\x02\x13\x02\xec\x03 100%  \x02\x13\x05\xfa\xff\xccx03Success Rate:\x02\x13\x02\xec\x03 90%",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1501,9,1,0,8,False
100002,"Basic Touch","Increases quality.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Efficiency:\x02\x13\x02\xec\x03 100%  \x02\x13\x05\xfa\xff\xccx03Success Rate:\x02\x13\x02\xec\x03 70%",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1502,9,5,18,8,False
100003,"Master's Mend","Restores item durability by 30.",0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1507,9,7,92,8,False
100004,"Standard Touch","Increases quality.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Efficiency:\x02\x13\x02\xec\x03 125%  \x02\x13\x05\xfa\xff\xccx03Success Rate:\x02\x13\x02\xec\x03 80%",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1516,9,18,32,8,False
100005,"Master's Mend II","Restores item durability by 60.",0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1520,9,25,160,8,False
100006,"Brand of Wind","Increases progress. Progress doubles when recipe affinity is wind.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Efficiency:\x02\x13\x02\xec\x03 100% (200%)  \x02\x13\x05\xfa\xff\xccx03Success Rate:\x02\x13\x02\xec\x03 90%",0,100006,100006,100006,100006,100006,100006,100006,100006,239,246,1509,33,37,6,8,False
100007,"Standard Synthesis","Increases progress.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Efficiency:\x02\x13\x02\xec\x03 150%  \x02\x13\x05\xfa\xff\xccx03Success Rate:\x02\x13\x02\xec\x03 90%",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1515,9,31,15,8,False
100008,"Advanced Touch","Increases quality.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Efficiency:\x02\x13\x02\xec\x03 150%  \x02\x13\x05\xfa\xff\xccx03Success Rate:\x02\x13\x02\xec\x03 90%",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1517,9,43,48,8,False
100009,"Byregot's Blessing","Increases quality. Inner Quiet effect ends upon use.\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Efficiency:\x02\x13\x02\xec\x03 100% plus 20% for each bonus to control granted by \x02\x13\x06\xfe\xff\xff{\x1a\x03Inner Quiet\x02\x13\x02\xec\x03\x02\x10\x01\x03\x02\x13\x05\xfa\xff\xccx03Success Rate:\x02\x13\x02\xec\x03 90%",0,100009,100009,100009,100009,100009,100009,100009,100009,240,247,1521,33,50,24,8,False
100010,"Observe","Do nothing for one step.",0,100010,100023,100040,100082,100053,100070,100099,100113,242,249,1518,9,13,14,8,False
100011,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100012,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100013,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100014,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
