0,,,0,0,0,0,0,0,0,False
1,"Vitalit\xc3\xa9 am\xc3\xa9lior\xc3\xa9e","La vitalit\xc3\xa9 est augment\xc3\xa9e de 2 points.",0,5130,2,1,8,0,38,False
2,"Rempart am\xc3\xa9lior\xc3\xa9","La r\xc3\xa9duction de d\xc3\xa9g\xc3\xa2ts monte \xc3\xa0 20%.",0,5201,0,1,14,0,38,False
3,"Vitalit\xc3\xa9 am\xc3\xa9lior\xc3\xa9e II","La vitalit\xc3\xa9 est augment\xc3\xa9e de 4 points.",0,5131,4,1,16,0,38,False
4,"Diligence am\xc3\xa9lior\xc3\xa9e","La dur\xc3\xa9e de Diligence monte \xc3\xa0 25 secondes.",0,5208,0,1,44,0,38,False
5,"Vitalit\xc3\xa9 am\xc3\xa9lior\xc3\xa9e III","La vitalit\xc3\xa9 est augment\xc3\xa9e de 6 points.",0,5132,6,1,24,0,38,False
6,"Flash am\xc3\xa9lior\xc3\xa9","Flash inflige \xc3\xa9galement C\xc3\xa9cit\xc3\xa9 pour une dur\xc3\xa9e de 12 secondes.",0,5203,0,1,20,0,38,False
7,"Convalescence am\xc3\xa9lior\xc3\xa9e","L'effet de Convalescence monte \xc3\xa0 30%.",0,5206,0,1,32,0,38,False
8,"Sentinelle am\xc3\xa9lior\xc3\xa9e","La r\xc3\xa9duction de d\xc3\xa9g\xc3\xa2ts monte \xc3\xa0 40%.",0,5202,0,1,48,0,38,False
9,"Rage de Halone am\xc3\xa9lior\xc3\xa9e","Le malus de force de Rage de Halone monte \xc3\xa0 10%.",0,5207,0,1,40,0,38,False
10,"Coup de bouclier am\xc3\xa9lior\xc3\xa9","La dur\xc3\xa9e de l'effet \xc3\x89tourdissement de Coup de bouclier monte \xc3\xa0 6 secondes.",0,5204,0,1,36,0,38,False
11,"Combat acharn\xc3\xa9 am\xc3\xa9lior\xc3\xa9","La dur\xc3\xa9e de Combat acharn\xc3\xa9 monte \xc3\xa0 30 secondes.",0,5205,0,1,28,0,38,False
12,"Vitalit\xc3\xa9 am\xc3\xa9lior\xc3\xa9e","La vitalit\xc3\xa9 est augment\xc3\xa9e de 2 points.",0,5130,2,3,8,0,44,False
13,"Vitalit\xc3\xa9 am\xc3\xa9lior\xc3\xa9e II","La vitalit\xc3\xa9 est augment\xc3\xa9e de 4 points.",0,5131,4,3,16,0,44,False
14,"Bain de sang am\xc3\xa9lior\xc3\xa9","La dur\xc3\xa9e de Bain de sang monte \xc3\xa0 30 secondes.",0,5252,0,3,20,0,44,False
15,"Aguet am\xc3\xa9lior\xc3\xa9","Le temps de recharge d'Aguet est r\xc3\xa9duit \xc3\xa0 90 secondes.",0,5251,0,3,14,0,44,False
16,"Vitalit\xc3\xa9 am\xc3\xa9lior\xc3\xa9e III","La vitalit\xc3\xa9 est augment\xc3\xa9e de 6 points.",0,5132,6,3,24,0,44,False
17,"Mutilation am\xc3\xa9lior\xc3\xa9e","La dur\xc3\xa9e de Mutilation monte \xc3\xa0 24 secondes.",0,5254,0,3,48,0,44,False
18,"Berserk am\xc3\xa9lior\xc3\xa9","La dur\xc3\xa9e de Berserk monte \xc3\xa0 20 secondes.",0,5253,0,3,36,0,44,False
19,"Swing brutal am\xc3\xa9lior\xc3\xa9","La dur\xc3\xa9e de Swing brutal monte \xc3\xa0 5 secondes.",0,5255,0,3,32,0,44,False
20,"Coup de gr\xc3\xa2ce am\xc3\xa9lior\xc3\xa9","Le temps de recharge de Coup de gr\xc3\xa2ce est r\xc3\xa9duit \xc3\xa0 40 secondes.",0,5257,0,3,40,0,44,False
21,"Fracture am\xc3\xa9lior\xc3\xa9e","La dur\xc3\xa9e de Fracture monte \xc3\xa0 30 secondes.",0,5256,0,3,28,0,44,False
22,"Frisson de la bataille am\xc3\xa9lior\xc3\xa9","Le bonus de PV de Frisson de la bataille monte \xc3\xa0 20%.",0,5258,0,3,44,0,44,False
23,"Force am\xc3\xa9lior\xc3\xa9e","La force est augment\xc3\xa9e de 2 points.",0,5110,2,2,8,0,41,False
24,"Force am\xc3\xa9lior\xc3\xa9e II","La force est augment\xc3\xa9e de 4 points.",0,5111,4,2,16,0,41,False
25,"Force am\xc3\xa9lior\xc3\xa9e III","La force est augment\xc3\xa9e de 6 points.",0,5112,6,2,24,0,41,False
26,"Vitesse de l'\xc3\xa9clair am\xc3\xa9lior\xc3\xa9e","Vous pouvez cumuler deux effets Vitesse de l'\xc3\xa9clair.",0,5230,0,2,20,0,41,False
27,"Rel\xc3\xa2chement int\xc3\xa9rieur am\xc3\xa9lior\xc3\xa9","Le bonus de critique de Rel\xc3\xa2chement int\xc3\xa9rieur monte \xc3\xa0 30%.",0,5229,0,2,36,0,41,False
28,"Pieds l\xc3\xa9gers am\xc3\xa9lior\xc3\xa9s","Le bonus d'esquive de Pieds l\xc3\xa9gers monte \xc3\xa0 20%.",0,5227,0,2,14,0,41,False
29,"Second souffle am\xc3\xa9lior\xc3\xa9","La puissance curative de Second souffle monte \xc3\xa0 650. ",0,5226,0,2,32,0,41,False
30,"Charge d'acier am\xc3\xa9lior\xc3\xa9e","Le temps de recharge de Charge d'acier est r\xc3\xa9duit \xc3\xa0 40 secondes.",0,5232,0,2,44,0,41,False
31,"Vitesse de l'\xc3\xa9clair am\xc3\xa9lior\xc3\xa9e II","Vous pouvez cumuler trois effets Vitesse de l'\xc3\xa9clair.",0,5231,0,2,40,0,41,False
