0,,,0,0,0,0,0
1,"Auto-attack","Automatically attack your current target at a set interval determined by your weapon.",101,0,0,0,1
2,"Jump","Make a spring from the ground or other base by flexion and sudden muscular extension of the legs.",102,0,0,0,2
3,"Limit Break","Spend energy stored in your party's limit gauge to execute a powerful battle technique. The technique executed is determined by the \x02\x13\x06\xfe\xff\xff{\x1a\x03role\x02\x13\x02\xec\x03 of the party member who initiates it.\x02\x10\x01\x03Tank: Increase party defense.\x02\x10\x01\x03Melee: Single-target attack.\x02\x10\x01\x03Ranged: Attack to all targets in a straight line.\x02\x10\x01\x03Caster: Area of effect attack.\x02\x10\x01\x03Healer: HP restoration (Raise at level 3).",103,0,0,0,3
4,"Sprint","Use current TP to increase movement speed for the number of seconds equaling your current TP divided by 50.",104,3,0,56,4
5,"Desynthesis","Break down an item into one or more of its original materials.",120,0,95,0,21
6,"Repair","Use dark matter to mend damaged equipment.",106,0,0,0,5
7,"Teleport","Reduce your body to aether and instantly teleport to any aetheryte to which you have previously attuned. Requires a gil fee paid upon arrival at your destination.",111,5,4,0,6
8,"Return","Instantly return to your current home point.",112,6,1,57,7
9,"Mount Roulette","Summon a mount at random.",118,0,0,0,17
10,"Minion Roulette","Summon a minion at random.",117,0,0,0,18
11,,,0,0,0,0,0
12,"Materia Melding","Use carbonized matter to affix materia onto weapons and armor.",107,0,11,0,8
13,"Advanced Materia Melding","Use carbonized matter to affix materia onto weapons and armor. Can also affix materia to items with no slots remaining, but success is not guaranteed.",108,0,12,0,9
14,"Materia Assimilating","Reduce an item with a complete spiritbond to aether, and then recrystallize the resulting residue into a concentrated substance known as \xe2\x80\x9cmateria.\xe2\x80\x9d",109,0,13,0,10
15,"Dye","Use dye to color gear.",110,0,14,0,11
16,"Target Forward","Toggle forward through nearby enemies.",113,0,0,0,12
17,"Target Back","Toggle back through nearby enemies.",114,0,0,0,13
18,"Set Down","Put down the object you are carrying.",61112,0,0,0,0
19,"Decipher","Remove a timeworn map from its glass prison and unlock its mysteries.",115,1694,25,0,15
20,"Dig","Locate a buried treasure coffer within a 30-yalm radius and extract it from the ground.",116,1695,25,67,16
21,"Aetherial Reduction","Break down an item to its aetherial components.",121,0,256,0,22
22,"Cast Glamour","Use a glamour prism to cast an optical illusion upon a piece of equipment, thus altering its appearance.",119,0,15,0,20
23,"Dismount","Dismount your current mount.",61128,0,0,0,0
24,,,0,0,0,0,0
25,,,0,0,0,0,0
