0,,,0
1,"Halone, la Conqu\xc3\xa9rante","D\xc3\xa9esse de la guerre, ma\xc3\xaetresse de la glace, elle est la protectrice de la Cit\xc3\xa9 montagnarde d'Ishgard. Le cinqui\xc3\xa8me mois de l'ann\xc3\xa9e lui est consacr\xc3\xa9. Elle est la fille de Rhalgr le Destructeur et l'ennemie jur\xc3\xa9e de Nophica la M\xc3\xa8re dans la mythologie \xc3\xa9orz\xc3\xa9enne. Elle est souvent repr\xc3\xa9sent\xc3\xa9e comme une fi\xc3\xa8re guerri\xc3\xa8re portant un immense bouclier de bronze. Son symbole est une lance.",61601
2,"Menphina, la Bien-aimante","D\xc3\xa9esse des lunes et de l'amour, ma\xc3\xaetresse de la glace, le onzi\xc3\xa8me mois de l'ann\xc3\xa9e lui est consacr\xc3\xa9. Elle est la demi-s\xc5\x93ur cadette d'Azeyma la Gardienne et l'amante d'Oschon le Vagabond dans la mythologie \xc3\xa9orz\xc3\xa9enne. Elle est commun\xc3\xa9ment repr\xc3\xa9sent\xc3\xa9e sous la forme d'une servante pleine de vie tenant une po\xc3\xaale \xc3\xa0 la main. Elle est symbolis\xc3\xa9e par une lune.",61602
3,"Thaliak, l'\xc3\x89rudit","Dieu des rivi\xc3\xa8res et du savoir, il est le protecteur de la Cit\xc3\xa9 de Sharlayan. Il tire son pouvoir divin de l'eau. Le troisi\xc3\xa8me mois de l'ann\xc3\xa9e lui est consacr\xc3\xa9. Il est le p\xc3\xa8re de Llymlaen la Navigatrice et le ma\xc3\xaetre de Byregot l'Artisan dans la mythologie \xc3\xa9orz\xc3\xa9enne. Il est g\xc3\xa9n\xc3\xa9ralement repr\xc3\xa9sent\xc3\xa9 sous la forme d'un \xc3\xa9rudit s'appuyant sur un b\xc3\xa2ton de fr\xc3\xaane et son symbole est un rouleau de parchemin.",61603
4,"Nymeia, la Fileuse","D\xc3\xa9esse des plan\xc3\xa8tes et du destin, ma\xc3\xaetrisant le pouvoir de l'eau, le neuvi\xc3\xa8me mois de l'ann\xc3\xa9e lui est consacr\xc3\xa9. Elle est la s\xc5\x93ur cadette d'Althyk le Contemplateur et la ma\xc3\xaetresse de Rhalgr le Destructeur dans la mythologie \xc3\xa9orz\xc3\xa9enne. Elle est souvent repr\xc3\xa9sent\xc3\xa9e sous la forme d'une fileuse avis\xc3\xa9e coiff\xc3\xa9e d'un voile de soie blanche. Elle est symbolis\xc3\xa9e par un rouet.",61604
5,"Llymlaen, la Navigatrice","D\xc3\xa9esse de la mer et de la navigation, ma\xc3\xaetresse du vent, elle est la protectrice de la ville maritime de Limsa Lominsa. Le quatri\xc3\xa8me mois de l'ann\xc3\xa9e est le sien. Elle est la fille de Thaliak l'\xc3\x89rudit et la s\xc5\x93ur a\xc3\xaen\xc3\xa9e de Nophica la M\xc3\xa8re dans la mythologie \xc3\xa9orz\xc3\xa9enne. On la repr\xc3\xa9sente souvent sous la forme d'une p\xc3\xaacheuse robuste tenant \xc3\xa0 la main un gigantesque harpon. Elle est symbolis\xc3\xa9e par une vague d\xc3\xa9ferlante.",61605
6,"Oschon, le Vagabond","Dieu des montagnes et du voyage, ma\xc3\xaetre du vent, le dixi\xc3\xa8me mois de l'ann\xc3\xa9e lui est consacr\xc3\xa9. Il est le beau-fr\xc3\xa8re de Nald et Thal les Marchands et le meilleur ami de Halone la Conqu\xc3\xa9rante dans la mythologie \xc3\xa9orz\xc3\xa9enne. On le repr\xc3\xa9sente g\xc3\xa9n\xc3\xa9ralement sous la forme d'un chasseur arm\xc3\xa9 d'un arc d'if. Il est symbolis\xc3\xa9 par un b\xc3\xa2ton de marche.",61606
7,"Byregot, l'Artisan","Dieu de l'architecture et de l'artisanat et d\xc3\xa9tenteur du pouvoir de la foudre. Le sixi\xc3\xa8me mois de l'ann\xc3\xa9e lui est consacr\xc3\xa9. Il est le disciple de Thaliak l'\xc3\x89rudit et le fr\xc3\xa8re a\xc3\xaen\xc3\xa9 de Halone la Conqu\xc3\xa9rante. Il est commun\xc3\xa9ment repr\xc3\xa9sent\xc3\xa9 sous la forme d'un honn\xc3\xaate forgeron brandissant un marteau. Il est symbolis\xc3\xa9 par une main.",61607
8,"Rhalgr, le Destructeur","Dieu des astres et de la destruction, ma\xc3\xaetre de la foudre, il est le protecteur de la Cit\xc3\xa9 d'Ala Mhigo. Le douzi\xc3\xa8me mois de l'ann\xc3\xa9e lui est consacr\xc3\xa9. Il est le serviteur de Nymeia la Fileuse, et le p\xc3\xa8re de Byregot l'Artisan et Halone la Conqu\xc3\xa9rante dans la mythologie \xc3\xa9orz\xc3\xa9enne. Il est souvent repr\xc3\xa9sent\xc3\xa9 comme un sorcier \xc3\xa0 l'intelligence vive portant un b\xc3\xa2ton de cuivre \xc3\xa0 la main. Il est symbolis\xc3\xa9 par une com\xc3\xa8te.",61608
9,"Azeyma, la Gardienne","D\xc3\xa9esse du soleil et de la justice, Azeyma est d\xc3\xa9tentrice du feu divin. Le premier mois de l'ann\xc3\xa9e est le sien. Elle est la fille d'Althyk le Contemplateur et la s\xc5\x93ur a\xc3\xaen\xc3\xa9e de Menphina la Bien-aimante dans la mythologie \xc3\xa9orz\xc3\xa9enne. On la repr\xc3\xa9sente souvent comme une femme majestueuse tenant \xc3\xa0 la main un \xc3\xa9ventail en or massif. Son symbole est le soleil.",61609
10,"Nald'thal, les Marchands","Dieux des enfers et du commerce, ma\xc3\xaetrisant le pouvoir du feu, les jumeaux Nald et Thal sont les dieux protecteurs de la Cit\xc3\xa9 marchande d'Ul'dah. Le septi\xc3\xa8me mois de l'ann\xc3\xa9e leur est consacr\xc3\xa9. D'apr\xc3\xa8s la mythologie \xc3\xa9orz\xc3\xa9enne, ils partagent le m\xc3\xaame corps tout en ayant deux visages s\xc3\xa9par\xc3\xa9s. On les repr\xc3\xa9sente comme un marchand subtil tenant \xc3\xa0 la main une balance. Leur symbole est un coquillage servant de devise.",61610
