0,,0,0,0,0,-1
1,"Free company established!",0,0,0,1,0
2,"Company rank \x02 \x03\xe8\x02\x03 attained!",0,0,1,1,0
3,"Standing with the \x02(\x12\xff\rGrandCompany\xe8\x02\x01\x03 now \x02\x13\x06\xfe\xff\xff\xfff\x03\x02(\x12\xff\rFCReputation\xe8\x03\x05\x03\x02\x13\x02\xec\x03!",1,0,1,1,5
4,"Standing with the \x02(\x12\xff\rGrandCompany\xe8\x02\x01\x03 now \x02\x13\x06\xfe\xff\xff\xfff\x03\x02(\x12\xff\rFCReputation\xe8\x03\x05\x03\x02\x13\x02\xec\x03!",1,0,1,1,6
5,"Standing with the \x02(\x12\xff\rGrandCompany\xe8\x02\x01\x03 now \x02\x13\x06\xfe\xff\xff\xfff\x03\x02(\x12\xff\rFCReputation\xe8\x03\x05\x03\x02\x13\x02\xec\x03!",1,0,1,1,7
6,"\xe2\x80\x9c\x02(\x0e\xff\tFCRights\xe8\x02\x01\x03\xe2\x80\x9d entitlement awarded!",0,0,1,1,0
7,"\x02+.\xff,\x02\x08(\xe4\xeb\x02\xeb\x03\xff\x04you\xff\x1c\x02\x08\x18\xe9\x08\xff\x12\x021\x0e\xff\x07ObjStr\x03\xe9\x08\x02\x02\x03\xeb\x03\x03\x03\x03 joined the company.",4,0,0,2,1
8,"\x02+.\xff,\x02\x08(\xe4\xeb\x02\xeb\x03\xff\x04you\xff\x1c\x02\x08\x18\xe9\x08\xff\x12\x021\x0e\xff\x07ObjStr\x03\xe9\x08\x02\x02\x03\xeb\x03\x03\x03\x03 joined the company.",4,0,0,2,1
9,"\x02+.\xff,\x02\x08(\xe4\xeb\x02\xeb\x03\xff\x04you\xff\x1c\x02\x08\x18\xe9\x08\xff\x12\x021\x0e\xff\x07ObjStr\x03\xe9\x08\x02\x02\x03\xeb\x03\x03\x03\x03 left the company.",4,0,0,2,2
10,"\x02+.\xff,\x02\x08(\xe4\xeb\x02\xeb\x03\xff\x04you\xff\x1c\x02\x08\x18\xe9\x08\xff\x12\x021\x0e\xff\x07ObjStr\x03\xe9\x08\x02\x02\x03\xeb\x03\x03\x03\x03 \x02\x08\x11\xe4\xeb\x02\xeb\x03\xff\x05were\xff\x04was\x03 dismissed from the company.",4,0,0,2,2
