0,,,405,0,0,False
1,"Lauf","Du schickst deinen Familiar weg.",530,0,0,False
2,"Bei Fu\xc3\x9f","Du befiehlst deinem Familiar, dir zu folgen.",529,0,0,False
3,"Dorthin","Du befiehlst deinem Familiar, an einen bestimmten Ort zu gehen.",527,0,0,False
4,"Blei","Du befiehlst deinem Familiar, hier zu warten.",528,0,0,False
5,"Sch\xc3\xbctz","Du l\xc3\xa4sst deinen Familiar angreifen, sobald du selbst einen Angriff startest oder ihr angegriffen werdet.",531,0,0,False
6,"Aus","Du befiehlst deinem Familiar, nicht anzugreifen, bis du das Zeichen dazu gibst.",532,0,0,False
7,"Fass","Du l\xc3\xa4sst deinen Familiar angreifen.",525,0,0,False
8,"Gib Acht","Du l\xc3\xa4sst deinen Familiar angreifen, aber bei einigen Kommandos wartet er noch auf dein Zeichen.",526,0,0,False
9,"B\xc3\xb6e","F\xc3\xbchrt eine windbasierte magische Attacke aus.\x02\x10\x01\x03Attacke-Wert: 90",561,637,1,False
10,"R\xc3\xbccksto\xc3\x9f","Schleudert den Gegner mit einer windbasierten magischen Attacke um 15y zur\xc3\xbcck.\x02\x10\x01\x03Attacke-Wert: 80\x02\x10\x01\x03Bei der Haltung \xe2\x80\x9eGib Acht\xe2\x80\x9c wird dieses Kommando nur auf ausdr\xc3\xbccklichen Befehl ausgef\xc3\xbchrt.",563,638,1,True
11,"Fallb\xc3\xb6e","F\xc3\xbchrt eine windbasierte magische Attacke auf das Ziel und alle umstehenden Gegner aus.\x02\x10\x01\x03Attacke-Wert: 80\x02\x10\x01\x03Bei der Haltung \xe2\x80\x9eGib Acht\xe2\x80\x9c wird dieses Kommando nur auf ausdr\xc3\xbccklichen Befehl ausgef\xc3\xbchrt.",562,639,1,True
12,"Glanzsmaragd","Verl\xc3\xa4ngert die Wirkungsdauer des Schadens \xc3\xbcber Zeit, den du dem Ziel zugef\xc3\xbcgt hast, um 15 Sekunden.\x02\x10\x01\x03Bei der Haltung \xe2\x80\x9eGib Acht\xe2\x80\x9c wird dieses Kommando nur auf ausdr\xc3\xbccklichen Befehl ausgef\xc3\xbchrt.",564,640,1,True
13,"Ausstemmen","F\xc3\xbchrt eine erdbasierte magische Attacke auf das Ziel aus.\x02\x10\x01\x03Attacke-Wert: 70\x02\x10\x01\x03Zusatzeffekt: Erh\xc3\xb6hte Feindseligkeit",551,633,2,False
14,"Glanztopas","F\xc3\xbchrt eine erdbasierte magische Attacke auf alle umstehenden Gegner aus.\x02\x10\x01\x03Attacke-Wert: 60\x02\x10\x01\x03Zusatzeffekt: Erh\xc3\xb6hte Feindseligkeit\x02\x10\x01\x03Bei der Haltung \xe2\x80\x9eGib Acht\xe2\x80\x9c wird dieses Kommando nur auf ausdr\xc3\xbccklichen Befehl ausgef\xc3\xbchrt.",552,634,2,True
15,"Einrollen","Vermindert den Schaden, den der Familiar erleidet, um 20 %.\x02\x10\x01\x03Wirkungsdauer: 20 Sekunden\x02\x10\x01\x03Bei der Haltung \xe2\x80\x9eGib Acht\xe2\x80\x9c wird dieses Kommando nur auf ausdr\xc3\xbccklichen Befehl ausgef\xc3\xbchrt.",553,635,2,True
