0,,,0,0,0
1,"Choco-sprint","Permet de sprinter pendant une dur\xc3\xa9e limit\xc3\xa9e.\x02\x10\x01\x03Dur\xc3\xa9e d'effet\x02\x1d\x01\x03: 1 seconde",70001,1,1
2,"Choco-sprint II","Permet de sprinter pendant une dur\xc3\xa9e limit\xc3\xa9e.\x02\x10\x01\x03Dur\xc3\xa9e d'effet\x02\x1d\x01\x03: 2 secondes",70002,2,1
3,"Choco-sprint III","Permet de sprinter pendant une dur\xc3\xa9e limit\xc3\xa9e.\x02\x10\x01\x03Dur\xc3\xa9e d'effet\x02\x1d\x01\x03: 3 secondes",70003,3,1
4,"Choco-soin","Restaure 6% de l'\xc3\xa9nergie du chocobo.",70004,6,2
5,"Choco-soin II","Restaure 9% de l'\xc3\xa9nergie du chocobo.",70005,9,2
6,"Choco-soin III","Restaure 12% de l'\xc3\xa9nergie du chocobo.",70006,12,2
7,"Choco-gu\xc3\xa9rison","Retire une alt\xc3\xa9ration d'\xc3\xa9tat avec une chance de r\xc3\xa9ussite de 75%.",70007,75,3
8,"Choco-gu\xc3\xa9rison II","Retire une alt\xc3\xa9ration d'\xc3\xa9tat avec une chance de r\xc3\xa9ussite de 90%.",70008,90,3
9,"Choco-gu\xc3\xa9rison III","Retire une alt\xc3\xa9ration d'\xc3\xa9tat avec une chance de r\xc3\xa9ussite de 100%.",70009,100,3
10,"Choco-l\xc3\xa9g\xc3\xa8ret\xc3\xa9","Rend 80 points d'\xc3\xa9nergie \xc3\xa0 un chocobo victime de Pesanteur et soigne cet \xc3\xa9tat.",70010,80,4
11,"Choco-l\xc3\xa9g\xc3\xa8ret\xc3\xa9 II","Rend 130 points d'\xc3\xa9nergie \xc3\xa0 un chocobo victime de Pesanteur et soigne cet \xc3\xa9tat.",70011,130,4
12,"Choco-l\xc3\xa9g\xc3\xa8ret\xc3\xa9 III","Rend 180 points d'\xc3\xa9nergie \xc3\xa0 un chocobo victime de Pesanteur et soigne cet \xc3\xa9tat.",70012,180,4
13,"Choco-s\xc3\xa9r\xc3\xa9nit\xc3\xa9","Rend 100 points d'\xc3\xa9nergie \xc3\xa0 un chocobo victime de F\xc3\xa9brilit\xc3\xa9 et soigne cet \xc3\xa9tat.",70013,100,5
14,"Choco-s\xc3\xa9r\xc3\xa9nit\xc3\xa9 II","Rend 150 points d'\xc3\xa9nergie \xc3\xa0 un chocobo victime de F\xc3\xa9brilit\xc3\xa9 et soigne cet \xc3\xa9tat.",70014,150,5
15,"Choco-s\xc3\xa9r\xc3\xa9nit\xc3\xa9 III","Rend 200 points d'\xc3\xa9nergie \xc3\xa0 un chocobo victime de F\xc3\xa9brilit\xc3\xa9 et soigne cet \xc3\xa9tat.",70015,200,5
16,"Chocoboomerang","Renvoie \xc3\xa0 l'exp\xc3\xa9diteur une attaque affaiblissante visant le chocobo.\x02\x10\x01\x03Dur\xc3\xa9e d'effet\x02\x1d\x01\x03: 10 secondes",70016,10,6
17,"Chocoboomerang II","Renvoie \xc3\xa0 l'exp\xc3\xa9diteur une attaque affaiblissante visant le chocobo.\x02\x10\x01\x03Dur\xc3\xa9e d'effet\x02\x1d\x01\x03: 15 secondes",70017,15,6
18,"Chocoboomerang III","Renvoie \xc3\xa0 l'exp\xc3\xa9diteur une attaque affaiblissante visant le chocobo.\x02\x10\x01\x03Dur\xc3\xa9e d'effet\x02\x1d\x01\x03: 20 secondes",70018,20,6
19,"Choco-larcin","Permet de voler un objet au chocobo class\xc3\xa9 juste avant soi avec une chance de r\xc3\xa9ussite de 50%.",70019,50,7
20,"Choco-larcin II","Permet de voler un objet au chocobo class\xc3\xa9 juste avant soi avec une chance de r\xc3\xa9ussite de 70%.",70020,70,7
21,"Choco-larcin III","Permet de voler un objet au chocobo class\xc3\xa9 juste avant soi avec une chance de r\xc3\xa9ussite de 90%.",70021,90,7
22,"Choco-silence","G\xc3\xa9n\xc3\xa8re un champ de force autour du chocobo qui emp\xc3\xaache pour un temps les adversaires d'utiliser des aptitudes.\x02\x10\x01\x03Dur\xc3\xa9e d'effet\x02\x1d\x01\x03: 35 secondes",70022,35,8
23,"Choco-silence II","G\xc3\xa9n\xc3\xa8re un champ de force autour du chocobo qui emp\xc3\xaache pour un temps les adversaires d'utiliser des aptitudes.\x02\x10\x01\x03Dur\xc3\xa9e d'effet\x02\x1d\x01\x03: 40 secondes",70023,40,8
