2048,"Exp\xc3\xa9dition punitive contre les Ventrerouge","-",,24
2049,"Briaxio \xc3\xa0 bras raccourcis","-",,24
2050,"Les Gobelins bombardiers","Gobelins bombardiers",,24
2051,"Sus au morbol pollueur","-",,24
2052,"Buso l'immolateur","-",,24
2053,"Ombres et griffes","-",,24
2054,"Longue vie \xc3\xa0 la Reine","-",,24
2055,"Quintettes infernaux","-",,24
2056,"Trinit\xc3\xa9 sinistre","-",,24
2057,"Le Crat\xc3\xa8re des tisons (normal)","Crat\xc3\xa8re des tisons (normal)",,24
2058,"Le Nombril (normal)","Nombril (normal)",,24
2059,"Hurl\xc5\x93il (normal)","Hurloeil (normal)",,24
2060,"Le Crat\xc3\xa8re des tisons (brutal)","Crat\xc3\xa8re des tisons (brutal)",,24
2061,"Le Nombril (brutal)","Nombril (brutal)",,24
2062,"Hurl\xc5\x93il (brutal)","Hurloeil (brutal)",,24
2063,"Cap Vendouest","-",,24
2064,"Le Labyrinthe de Bahamut","Labyrinthe de Bahamut",,24
2065,"L'Antre des loups","Antre des loups",,24
2066,"Le Crat\xc3\xa8re des tisons (extr\xc3\xaame)","Crat\xc3\xa8re des tisons (extr\xc3\xaame)",,24
2067,"Le Nombril (extr\xc3\xaame)","Nombril (extr\xc3\xaame)",,24
2068,"Hurl\xc5\x93il (extr\xc3\xaame)","Hurloeil (extr\xc3\xaame)",,24
2069,"La Lisi\xc3\xa8re de ronces (brutal)","Lisi\xc3\xa8re de ronces (brutal)",,24
2070,"Le fl\xc3\xa9au d'Ultima","Fl\xc3\xa9au d'Ultima",,24
2071,"La Tour de Cristal","Tour de Cristal",,24
2072,"Le Labyrinthe de Bahamut I-V","Labyrinthe de Bahamut I-V",,24
2073,"Le D\xc3\xa9dale antique","D\xc3\xa9dale antique",,24
2074,"D\xc3\xa9chiffrage","-",,24
2075,"mode difficile","-",,24
2076,"Mission al\xc3\xa9atoire","-",,24
2077,"Les M\xc3\xa9andres de Bahamut","M\xc3\xa9andres de Bahamut",,24
2078,"Le Phare de Sirius","Phare de Sirius",,24
2079,"La Lisi\xc3\xa8re de ronces (extr\xc3\xaame)","Lisi\xc3\xa8re de ronces (extr\xc3\xaame)",,24
2080,"Le Briseur de mar\xc3\xa9es (brutal)","Briseur de mar\xc3\xa9es (brutal)",,24
2081,"Le Briseur de mar\xc3\xa9es (extr\xc3\xaame)","Briseur de mar\xc3\xa9es (extr\xc3\xaame)",,24
2082,"La chim\xc3\xa8re dhorme du Coerthas","Chim\xc3\xa8re dhorme du Coerthas",,24
2083,"L'hydre d'Halatali","Hydre d'Halatali",,24
2084,"Affrontement sur le grand pont","-",,24
2085,"JcJ","Joueur contre joueur",,24
2086,"Qu\xc3\xaates tribales","-",,24
2087,"Qu\xc3\xaates quotidiennes","-",,24
2088,"Qu\xc3\xaates tribales (sc\xc3\xa9nario)","-",,24
2089,"Histoires annexes","-",,24
2090,"Chasse au tr\xc3\xa9sor","-",,24
2091,"Chroniques d'une nouvelle \xc3\xa8re","-",,24
2092,"\xc3\x89v\xc3\xa9nements saisonniers","-",,24
2093,"Les vestiges de la Cit\xc3\xa9 d'Amdapor","Vestiges de la Cit\xc3\xa9 d'Amdapor",,24
2094,"Chroniques du zodiaque","-",,24
2095,"parchemin stellaire","-",,24
2096,"Contrats de chasse","-",,24
2097,"Contrat d'\xc3\xa9lite","-",,24
2098,"L'Arbre du jugement (brutal)","Arbre du jugement (brutal)",,24
2099,"L'Arbre du jugement (extr\xc3\xaame)","Arbre du jugement (extr\xc3\xaame)",,24
2100,"La Tour de Syrcus","Tour de Syrcus",,24
2101,"Les M\xc3\xa9andres de Bahamut (sadique)","M\xc3\xa9andres de Bahamut (sadique)",,24
2102,"La Plaine de Carteneau","Plaine de Carteneau",,24
2103,"L'\xc3\x8ele de Cr\xc3\xa8vecar\xc3\xa8ne","\xc3\x8ele de Cr\xc3\xa8vecar\xc3\xa8ne",,24
2104,"Front","-",,24
2105,"bas niveau","-",,24
2106,"expert","-",,24
2107,"haut niveau","-",,24
2108,"L'Ab\xc3\xaeme de Bahamut","Ab\xc3\xaeme de Bahamut",,24
2109,"L'Amphith\xc3\xa9\xc3\xa2tre d'Akh Afah (brutal)","Amphith\xc3\xa9\xc3\xa2tre d'Akh Afah (brutal)",,24
2110,"L'Amphith\xc3\xa9\xc3\xa2tre d'Akh Afah (extr\xc3\xaame)","Amphith\xc3\xa9\xc3\xa2tre d'Akh Afah (extr\xc3\xaame)",,24
2111,"Manteneige","-",,24
2112,"Le Col du dragon","Col du dragon",,24
2113,"Qu\xc3\xaates de livraison","-",,24
2114,"La Fontaine d'Urth","Fontaine d'Urth",,24
2115,"Le Monde des T\xc3\xa9n\xc3\xa8bres","Monde des T\xc3\xa9n\xc3\xa8bres",,24
2116,"Ruines frontali\xc3\xa8res","-",,24
2117,"annexion","-",,24
2118,"suppression","-",,24
2119,"Le Gardien du lac","Gardien du lac",,24
2120,"Revanche au vieux ch\xc3\xa2teau","-",,24
2121,"Ascien","-",,24
2122,"n\xc3\xa9ant","le n\xc3\xa9ant",,24
2123,"La Grande biblioth\xc3\xa8que de Gubal","Grande biblioth\xc3\xa8que de Gubal",,24
2124,"Nalloncques","-",,24
2125,"La Vo\xc3\xbbte","Vo\xc3\xbbte",,24
2126,"Le Continuum fractal","Continuum fractal",,24
2127,"Le Vigile du cr\xc3\xa9puscule","Vigile du cr\xc3\xa9puscule",,24
2128,"Sohm Al","-",,24
2129,"Le Laboratoire de magismologie","Laboratoire de magismologie",,24
2130,"L'Aire","Aire",,24
2131,"Thok ast Thok (brutal)","-",,24
2132,"Thok ast Thok (extr\xc3\xaame)","-",,24
2133,"L'Immensit\xc3\xa9 bleue (brutal)","Immensit\xc3\xa9 bleue (brutal)",,24
2134,"L'Immensit\xc3\xa9 bleue (extr\xc3\xaame)","Immensit\xc3\xa9 bleue (extr\xc3\xaame)",,24
2135,"le Rocher des tr\xc3\xa9fonds","Rocher des tr\xc3\xa9fonds",,24
2136,"invasion","-",,24
2137,"Alexander","-",,24
2138,"Alexander (sadique)","-",,24
2139,"Gordias","-",,24
2140,"La Chrysalide (normal)","Chrysalide (normal)",,24
2141,"Le Si\xc3\xa8ge de la sainte Cit\xc3\xa9 d'Ishgard (normal)","Si\xc3\xa8ge de la sainte Cit\xc3\xa9 d'Ishgard (normal)",,24
2142,"Le R\xc3\xa9acteur de singularit\xc3\xa9 (normal)","R\xc3\xa9acteur de singularit\xc3\xa9 (normal)",,24
100,"\xe3\x80\x90Langues\xe3\x80\x91","Langues.","@",1
101,"Utilisez la traduction automatique.","-",,1
102,"Japonais","-",,1
103,"Anglais","-",,1
104,"Fran\xc3\xa7ais","-",,1
105,"Allemand","-",,1
106,"Parlez-vous japonais ?","-",,1
107,"Parlez-vous anglais ?","-",,1
108,"Parlez-vous fran\xc3\xa7ais ?","-",,1
