1179648,"\xe3\x82\xa4\xe3\x83\x99\xe3\x83\xb3\xe3\x83\x88\xe5\x90\x9b\xef\xbc\x91\xe8\xa1\x8c\xe3\x81\x8d",1,0,0,0,0,0,0,0
1179649,"\xe3\x82\xa4\xe3\x83\x99\xe3\x83\xb3\xe3\x83\x88\xe5\x90\x9b\xef\xbc\x92\xe8\xa1\x8c\xe3\x81\x8d",0,0,0,0,0,0,0,0
1179650,"\xe3\x82\xb0\xe3\x83\xaa\xe3\x83\x80\xe3\x83\x8b\xe3\x82\xa2",16,2,4,18,8,12,0,0
1179651,"\xe3\x83\x9b\xe3\x82\xa6\xe3\x82\xbd\xe3\x83\xbc\xe3\x83\xb3\xe5\xae\xb6\xe3\x81\xae\xe5\xb1\xb1\xe5\xa1\x9e",6,0,0,0,0,0,0,0
1179652,"\xe9\x85\x92\xe6\x88\xbf\xe3\x80\x8c\xe3\x83\x90\xe3\x82\xb9\xe3\x82\xab\xe3\x83\xad\xe3\x83\xb3\xe3\x83\x89\xe3\x83\xa9\xe3\x82\xb6\xe3\x83\xbc\xe3\x82\xba\xe3\x80\x8d",21,24,0,0,0,0,0,0
1179653,"\xe3\x82\xaf\xe3\x82\xa9\xe3\x83\xbc\xe3\x83\xaa\xe3\x83\xbc\xe3\x83\x9f\xe3\x83\xa",10,25,23,0,0,0,0,0
1179654,"\xe3\x82\xad\xe3\x83\xa3\xe3\x83\xb3\xe3\x83\x97\xe3\x83\xbb\xe3\x83\x88\xe3\x83\xa9\xe3\x83\xb3\xe3\x82\xad\xe3\x83\xa",14,20,22,108,0,0,0,0
1179655,"\xe3\x83\x8f\xe3\x83\xbc\xe3\x82\xb9\xe3\x83\x88\xe3\x83\x9f\xe3\x83\xa",17,27,0,0,0,0,0,0
1179656,"\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xbc\xe3\x83\xab\xe3\x82\xb4\xe3\x82\xa6\xe3\x83\x89",19,26,94,0,0,0,0,0
1179657,"\xe3\x83\x99\xe3\x83\xb3\xe3\x83\x88\xe3\x83\x96\xe3\x83\xa9\xe3\x83\xb3\xe3\x83\x81\xe7\x89\xa7\xe5\xa0\xb4",3,0,0,0,0,0,0,0
