0,"0","0",,0,0,0,1,0,0
1,"Dodo","Dodos","Diese flugunf\xc3\xa4higen Riesenv\xc3\xb6gel stammen urspr\xc3\xbcnglich von der Insel Mazlaya und wurden von den Qiqirn ihrer Eier wegen auf den Kontinent gebracht. Seither werden die rundlichen Kreaturen von den V\xc3\xb6lkern Eorzeas \xc3\xbcberall gez\xc3\xbcchtet, heutzutage werden sie jedoch haupts\xc3\xa4chlich wegen ihres Fleisches gesch\xc3\xa4tzt. Ein Wort der Warnung: Dodos sind in der Lage, ein Schlaf-induzierendes Sekret auf ihre Gegner zu spucken.",4,1,0,1,0,0
2,"Tomberry","Tomberrys","Es ist nur wenig bekannt \xc3\xbcber dieses r\xc3\xa4tselhafte Volk, das in einer Tempelruine aus der Zeit Nyms lebt, einer Kultur, die ihre Hochzeit w\xc3\xa4hrend der F\xc3\xbcnften \xc3\x84ra des Lichts hatte. Tomberrys tragen Kleidung und sind in der Lage, komplexe Werkzeuge zu benutzen, beides Merkmale f\xc3\xbcr einen gewissen Zivilisiertheitsgrad. K\xc3\xbcrzlich entdeckte Texte aus alten Zeiten weisen darauf hin, dass die gr\xc3\xbcnen Bewohner des Palastes des Wanderers Tr\xc3\xa4ger einer schrecklichen Seuche sind.",4,1,0,1,0,0
3,"Sabotender","Sabotender","Sabotender sind ausschlie\xc3\x9flich in trockenen Gebieten aufzufinden und sind daf\xc3\xbcr bekannt, sich selbst bei br\xc3\xbctender Hitze wohlzuf\xc3\xbchlen. Sie k\xc3\xb6nnen ausreichend Feuchtigkeit in ihren K\xc3\xb6rpern speichern, um selbst unter widrigsten Bedingungen \xc3\xbcberleben zu k\xc3\xb6nnen. Diese Umst\xc3\xa4nde haben sie au\xc3\x9ferdem so konditioniert, dass sie sich verteidigen k\xc3\xb6nnen, indem sie nadelartige Projektile auf Raubtiere \xe2\x80\x93 oder auf unbedachte Reisende \xe2\x80\x93 abfeuern.",4,2,0,1,0,0
4,"Spriggan","Spriggans","Spriggans bewohnen felsige Regionen und tiefe H\xc3\xb6hlen. Diese schwarzen Fellkreaturen sind bekannt daf\xc3\xbcr, stets wertvolle Steine und Minerale bei sich zu tragen \xe2\x80\x93 eine Angewohnheit, die ihnen bei Minenarbeitern einen Ruf als Gl\xc3\xbccksbringer eingebracht hat. Ihre Klassifizierung als Seelenbestien geht auf eine Theorie im Kodex der Steine zur\xc3\xbcck, die besagt, dass diese Kreaturen nichts weiter als Botschafter f\xc3\xbcr den Willen der Erde sind.",4,1,0,1,0,0
5,"Pudding","Puddings","Diese gallertartigen Kreaturen sind Verdichtungen von Materier\xc3\xbcckst\xc3\xa4nden aus dem Nichts. Obwohl sie in der Lage sind, rudiment\xc3\xa4re Sprechger\xc3\xa4usche zu imitieren, um ihre Beute anzulocken, gelten sie nicht als sonderlich intelligente Wesen. Puddings geh\xc3\xb6ren zu den rangniederen Nichtsgesandten, sie haben den zehnten Rang innerhalb der Hierarchie inne.",4,1,0,1,0,0
6,"Bomber","Bomber","Dieses Konglomerat aus fl\xc3\xbcchtigem Gas und Flammen hat den elften Rang der Nichtsgesandten-Hierarchie inne. Bomber m\xc3\xbcssen ihre inneren Reserven auffrischen, um \xc3\xbcberleben zu k\xc3\xb6nnen und st\xc3\xbcrzen sich daher auf jede potenzielle Quelle von \xc3\x96l oder Fett, seien es Pflanzen, Tiere oder Menschen. Besonders explosive Exemplare werden \xe2\x80\x9eGranaten\xe2\x80\x9c genannt und rangieren eine Stufe h\xc3\xb6her in der Hierarchie.",4,2,0,1,0,0
7,"Mandragora","Mandragoras","Die mysteri\xc3\xb6sen Mandragoras wurden zum ersten Mal in der Zeit nach der Siebten Katastrophe beobachtet. \xc3\x9cber ihre Herkunft ist nichts bekannt, vorl\xc3\xa4ufige Studien deuten jedoch darauf hin, dass die zierlichen Pflanzenwesen empfindungsf\xc3\xa4hige Kreaturen sind und zu einer hochentwickelten Form non-verbaler Kommunikation in der Lage sind. Erst weitere Forschung wird zeigen, ob sich diese Befunde verifizieren lassen.",3,1,0,1,1,0
8,"Kobalos","Kobalosse","Ein Kobalos, der auf der Suche nach nahrhaften Erzen auf seinen Tentakeln durch die Landschaft huscht, ist ein furchterregender Anblick. Gridanischen Gelehrten zufolge nutzen diese Tiere die Erze, um einen sch\xc3\xbctzenden Panzer auf sich wachsen zu lassen. Gelehrte aus Ul\xe2\x80\x99dah hingegen vertreten die Theorie, dass Kobalosse empfindungsf\xc3\xa4hige Klumpen aus geologischem Material sind, die biologische Organe entwickelt haben, um ihre Verbreitung zu beg\xc3\xbcnstigen.",3,2,0,1,0,0
9,"Morbol","Morbol","Morbol sind furchterregende Bestien, die sich mithilfe ihrer Ranken und Wurzeln fortbewegen. Sie sind hochgradig aggressiv und t\xc3\xb6ten mit einer Kombination aus ihrem giftigen Atem und den unaufh\xc3\xb6rlich herumfuchtelnden Ranken. Bisweilen verspr\xc3\xbchen die Bestien auch einen s\xc3\xbc\xc3\x9flich riechenden Duft, der ihre Gegner schlafen schickt. Statt ihre Beute mit den rei\xc3\x9fzahn\xc3\xa4hnlichen Dornen in ihrem Schlund zu zerfleischen, dienen diese lediglich dazu, die Beute ruhigzustellen, w\xc3\xa4hrend sie verdaut wird.",4,1,0,1,0,0
