0,,0,0,0,0,-1
1,"Die Freie Gesellschaft wurde gegr\xc3\xbcndet.",0,0,0,1,0
2,"Der Rang der Freien Gesellschaft ist auf \x02 \x03\xe8\x02\x03 gestiegen!",0,0,1,1,0
3,"Das Verh\xc3\xa4ltnis zum Mahlstrom hat sich zu \xe2\x80\x9e\x02(\x12\xff\rFCReputation\xe8\x03\x05\x03\xe2\x80\x9c verbessert!",1,0,1,1,5
4,"Das Verh\xc3\xa4ltnis zur Bruderschaft der Morgenviper hat sich zu \xe2\x80\x9e\x02(\x12\xff\rFCReputation\xe8\x03\x05\x03\xe2\x80\x9c verbessert!",1,0,1,1,6
5,"Das Verh\xc3\xa4ltnis zur Legion der Unsterblichen hat sich zu \xe2\x80\x9e\x02(\x12\xff\rFCReputation\xe8\x03\x05\x03\xe2\x80\x9c verbessert!",1,0,1,1,7
6,"Du hast Befugnisse \xc3\xbcber den Bereich \xe2\x80\x9e\x02(\x0e\xff\tFCRights\xe8\x02\x01\x03\xe2\x80\x9c erhalten!",0,0,1,1,0
7,"\x02+H\xffF\x02\x08B\xe4\xeb\x02\xeb\x03\xff\x1d\x02\t\x19\x02\xff\x03du\xff\x07deiner\xff\x04dir\xff\x05dich\x03\xff\x1d\x02\x08\x19\xe9\x08\xff\x13\x022\x0f\xff\x07ObjStr\x03\xe9\x08\x02\x02\x02\x03\xeb\x03\x03\x03\x03 \x02\x08\x11\xe4\xeb\x02\xeb\x03\xff\x05bist\xff\x04ist\x03 der Gesellschaft beigetreten.",4,0,0,2,1
8,"\x02+H\xffF\x02\x08B\xe4\xeb\x02\xeb\x03\xff\x1d\x02\t\x19\x02\xff\x03du\xff\x07deiner\xff\x04dir\xff\x05dich\x03\xff\x1d\x02\x08\x19\xe9\x08\xff\x13\x022\x0f\xff\x07ObjStr\x03\xe9\x08\x02\x02\x02\x03\xeb\x03\x03\x03\x03 \x02\x08\x11\xe4\xeb\x02\xeb\x03\xff\x05bist\xff\x04ist\x03 der Gesellschaft beigetreten.",4,0,0,2,1
9,"\x02+H\xffF\x02\x08B\xe4\xeb\x02\xeb\x03\xff\x1d\x02\t\x19\x02\xff\x03du\xff\x07deiner\xff\x04dir\xff\x05dich\x03\xff\x1d\x02\x08\x19\xe9\x08\xff\x13\x022\x0f\xff\x07ObjStr\x03\xe9\x08\x02\x02\x02\x03\xeb\x03\x03\x03\x03 \x02\x08\x11\xe4\xeb\x02\xeb\x03\xff\x05bist\xff\x04ist\x03 aus der Gesellschaft ausgetreten.",4,0,0,2,2
10,"\x02+H\xffF\x02\x08B\xe4\xeb\x02\xeb\x03\xff\x1d\x02\t\x19\x02\xff\x03du\xff\x07deiner\xff\x04dir\xff\x05dich\x03\xff\x1d\x02\x08\x19\xe9\x08\xff\x13\x022\x0f\xff\x07ObjStr\x03\xe9\x08\x02\x02\x02\x03\xeb\x03\x03\x03\x03 \x02\x08\x11\xe4\xeb\x02\xeb\x03\xff\x05bist\xff\x04ist\x03 aus der Gesellschaft geworfen worden.",4,0,0,2,2
11,"\x02\x08q\xe4\xeb\x02\xeb\x03\xff\x10Dein Rang wurde\xffYDer Rang von \x02\x08B\xe4\xeb\x02\xeb\x03\xff\x1d\x02\t\x19\x04\xff\x03du\xff\x07deiner\xff\x04dir\xff\x05dich\x03\xff\x1d\x02\x08\x19\xe9\x08\xff\x13\x022\x0f\xff\x07ObjStr\x03\xe9\x08\x02\x04\x02\x03\xeb\x03\x03\x03 wurde\x03 zu \xe2\x80\x9e\x02\x08\x16\xe9\t\xff\x10\x02(\x0c\xff\x07ObjStr\xe9\t\x01\x03\xeb\x04\x03\xe2\x80\x9c ge\xc3\xa4ndert.",4,5,0,2,3
12,"\x02\x08q\xe4\xeb\x02\xeb\x03\xff\x10Dein Rang wurde\xffYDer Rang von \x02\x08B\xe4\xeb\x02\xeb\x03\xff\x1d\x02\t\x19\x04\xff\x03du\xff\x07deiner\xff\x04dir\xff\x05dich\x03\xff\x1d\x02\x08\x19\xe9\x08\xff\x13\x022\x0f\xff\x07ObjStr\x03\xe9\x08\x02\x04\x02\x03\xeb\x03\x03\x03 wurde\x03 zu \xe2\x80\x9e\x02\x08\x16\xe9\t\xff\x10\x02(\x0c\xff\x07ObjStr\xe9\t\x01\x03\xeb\x04\x03\xe2\x80\x9c ge\xc3\xa4ndert.",4,5,0,2,3
13,"\x02\x08q\xe4\xeb\x02\xeb\x03\xff\x10Dein Rang wurde\xffYDer Rang von \x02\x08B\xe4\xeb\x02\xeb\x03\xff\x1d\x02\t\x19\x04\xff\x03du\xff\x07deiner\xff\x04dir\xff\x05dich\x03\xff\x1d\x02\x08\x19\xe9\x08\xff\x13\x022\x0f\xff\x07ObjStr\x03\xe9\x08\x02\x04\x02\x03\xeb\x03\x03\x03 wurde\x03 zu \xe2\x80\x9e\x02\x08\x16\xe9\t\xff\x10\x02(\x0c\xff\x07ObjStr\xe9\t\x01\x03\xeb\x04\x03\xe2\x80\x9c ge\xc3\xa4ndert.",4,5,0,2,3
14,"Die Gesellschaft ist nun mit dem Mahlstrom affiliiert.",0,1,0,1,5
15,"Die Gesellschaft ist nun mit der Bruderschaft der Morgenviper affiliiert.",0,1,0,1,6
16,"Die Gesellschaft ist nun mit der Legion der Unsterblichen affiliiert.",0,1,0,1,7
