0,,0,0
1,"Missions al\xc3\xa9atoires",61807,0
2,"Donjons",61801,60831
3,"Op\xc3\xa9rations de guilde",61803,60833
4,"D\xc3\xa9fis",61804,60834
5,"Raids",61802,60832
6,"JcJ",61806,60836
7,"Batailles de qu\xc3\xaate",61805,0
8,"AL\xc3\x89A",61809,0
9,"Chasse aux tr\xc3\xa9sors",61808,0
10,"Mandats",61811,0
11,"Grandes compagnies",61812,0
12,"Compagnon",61813,0
13,"Qu\xc3\xaates tribales",61814,0
14,"Bonus de r\xc3\xa9ussites",61810,0
15,"Honneurs",61817,0
16,"R\xc3\xa9colte",61815,0
17,"Artisanat",61816,0
18,"Servants",61818,0
