0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Une goutte de sang","Vaincre 100 ennemis.",0,11,100,0,0,0,0,0,0,0,0,262,1,1,5,1,3
2,"Une flaque de sang","Vaincre 500 ennemis.",0,11,500,0,0,0,0,0,0,0,0,262,2,1,5,1,3
3,"Une mare de sang","Vaincre 1 000 ennemis.",0,11,1000,0,0,0,0,0,0,0,0,262,3,1,10,1,3
4,"Une rivi\xc3\xa8re de sang","Vaincre 5 000 ennemis.",0,11,5000,0,0,0,0,0,0,0,0,262,4,1,10,1,3
5,"Une mer de sang","Vaincre 10 000 ennemis.",0,11,10000,0,0,0,0,0,0,0,0,262,5,1,10,1,3
6,"C'est une v\xc3\xa9ritable boucherie","Vaincre 50 000 ennemis.",0,11,50000,0,0,0,0,0,0,0,9,262,6,1,10,1,3
7,"Disciple de Halone, la Conqu\xc3\xa9rante","Vaincre 100 000 ennemis.",2907,11,100000,0,0,0,0,0,0,0,0,2554,7,1,30,1,3
8,"Chasseur d'\xc3\xa9lite de la Noscea","Vaincre Barometz, Sykes le glissant, Gertrude la gloutonne, le bombo baron, le soldat inconnu, le six-pattes ancien et le grand buffle.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
9,"Chasseur d'\xc3\xa9lite de Sombrelinceul","Vaincre l'alux, le bolet royal, Zigoto, Sirocco, Pha\xc3\xafa, Haughtpox le ventru et le prince de la pestilence.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
10,"Chasseur d'\xc3\xa9lite du Thanalan","Vaincre le cornemousse \xc3\xa2g\xc3\xa9, Cactuar Jack, le faucheux, Kokoroon Doigtvifs, la commandante du nid, Bardi et Pyrausta.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
11,"Chasseur d'\xc3\xa9lite du Coerthas","Vaincre Uraeus, le spriggan col\xc3\xa9reux et Dunstan le duveteux.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
12,"Chasseur d'\xc3\xa9lite du Mor Dhona","Vaincre Dodore.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
13,"Chasseur d'\xc3\xa9lite de Shposhae","Vaincre Sheridan le d\xc3\xa9coupeur, le r\xc3\xa9mora g\xc3\xa9ant et le coeurl solitaire.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
14,"Traqueur des tribus","Vaincre Lozol Totoloq le d\xc3\xa9capitateur, Ahlygg Roh poing de feu et Zu Ga patriarche du 3e ordre.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
15,"Chasseur de monstres c\xc3\xa9l\xc3\xa8bres","Vaincre 25 monstres c\xc3\xa9l\xc3\xa8bres diff\xc3\xa9rents.",0,0,0,0,0,0,0,0,0,0,10,62904,0,48,30,0,2
16,"Tout feu tout flamme","Vaincre Ifrit dans la bataille \xe2\x80\x9cDestruction d'Ifrit\xe2\x80\x9d.",0,0,0,0,0,0,0,0,0,0,0,62912,0,48,5,0,2
17,"Fatale boule de poils","Vaincre le bon roi Moggle Mog XII dans la bataille \xe2\x80\x9cDestruction de Moggle Mog XII\xe2\x80\x9d.",0,0,0,0,0,0,0,0,0,0,0,62912,0,48,5,0,2
18,"Comme un ouragan","Vaincre Garuda dans la bataille \xe2\x80\x9cDestruction de Garuda\xe2\x80\x9d.",0,0,0,0,0,0,0,0,0,0,0,62912,0,48,5,0,2
19,"Apprenti gladiateur","Atteindre le niveau 10 avec la classe gladiateur.",0,1,10,0,0,0,0,0,0,0,0,30408,1,10,5,3,3
20,"Gladiateur novice","Atteindre le niveau 20 avec la classe gladiateur.",0,1,20,0,0,0,0,0,0,0,0,30408,2,10,5,3,3
21,"Gladiateur interm\xc3\xa9diaire","Atteindre le niveau 30 avec la classe gladiateur.",0,1,30,0,0,0,0,0,0,0,0,30408,3,10,5,3,3
22,"Gladiateur confirm\xc3\xa9","Atteindre le niveau 40 avec la classe gladiateur.",0,1,40,0,0,0,0,0,0,0,0,30408,4,10,5,3,3
23,"Gladiateur v\xc3\xa9t\xc3\xa9ran","Atteindre le niveau 50 avec la classe gladiateur.",0,1,50,0,0,0,0,0,0,0,0,30408,5,10,5,3,3
24,"Apprenti pugiliste","Atteindre le niveau 10 avec la classe pugiliste.",0,2,10,0,0,0,0,0,0,0,0,31004,7,10,5,3,3
25,"Pugiliste novice","Atteindre le niveau 20 avec la classe pugiliste.",0,2,20,0,0,0,0,0,0,0,0,31004,8,10,5,3,3
26,"Pugiliste interm\xc3\xa9diaire","Atteindre le niveau 30 avec la classe pugiliste.",0,2,30,0,0,0,0,0,0,0,0,31004,9,10,5,3,3
27,"Pugiliste confirm\xc3\xa9","Atteindre le niveau 40 avec la classe pugiliste.",0,2,40,0,0,0,0,0,0,0,0,31004,10,10,5,3,3
28,"Pugiliste v\xc3\xa9t\xc3\xa9ran","Atteindre le niveau 50 avec la classe pugiliste.",0,2,50,0,0,0,0,0,0,0,0,31004,11,10,5,3,3
29,"Apprenti maraudeur","Atteindre le niveau 10 avec la classe maraudeur.",0,3,10,0,0,0,0,0,0,0,0,31409,13,10,5,3,3
30,"Maraudeur novice","Atteindre le niveau 20 avec la classe maraudeur.",0,3,20,0,0,0,0,0,0,0,0,31409,14,10,5,3,3
31,"Maraudeur interm\xc3\xa9diaire","Atteindre le niveau 30 avec la classe maraudeur.",0,3,30,0,0,0,0,0,0,0,0,31409,15,10,5,3,3
32,"Maraudeur confirm\xc3\xa9","Atteindre le niveau 40 avec la classe maraudeur.",0,3,40,0,0,0,0,0,0,0,0,31409,16,10,5,3,3
33,"Maraudeur v\xc3\xa9t\xc3\xa9ran","Atteindre le niveau 50 avec la classe maraudeur.",0,3,50,0,0,0,0,0,0,0,0,31409,17,10,5,3,3
34,"Apprenti ma\xc3\xaetre d'hast","Atteindre le niveau 10 avec la classe ma\xc3\xaetre d'hast.",0,4,10,0,0,0,0,0,0,0,0,31816,19,10,5,3,3
35,"Ma\xc3\xaetre d'hast novice","Atteindre le niveau 20 avec la classe ma\xc3\xaetre d'hast.",0,4,20,0,0,0,0,0,0,0,0,31816,20,10,5,3,3
36,"Ma\xc3\xaetre d'hast interm\xc3\xa9diaire","Atteindre le niveau 30 avec la classe ma\xc3\xaetre d'hast.",0,4,30,0,0,0,0,0,0,0,0,31816,21,10,5,3,3
37,"Ma\xc3\xaetre d'hast confirm\xc3\xa9","Atteindre le niveau 40 avec la classe ma\xc3\xaetre d'hast.",0,4,40,0,0,0,0,0,0,0,0,31816,22,10,5,3,3
38,"Ma\xc3\xaetre d'hast v\xc3\xa9t\xc3\xa9ran","Atteindre le niveau 50 avec la classe ma\xc3\xaetre d'hast.",0,4,50,0,0,0,0,0,0,0,0,31816,23,10,5,3,3
39,"Apprenti archer","Atteindre le niveau 10 avec la classe archer.",0,5,10,0,0,0,0,0,0,0,0,32204,25,10,5,3,3
40,"Archer novice","Atteindre le niveau 20 avec la classe archer.",0,5,20,0,0,0,0,0,0,0,0,32204,26,10,5,3,3
41,"Archer interm\xc3\xa9diaire","Atteindre le niveau 30 avec la classe archer.",0,5,30,0,0,0,0,0,0,0,0,32204,27,10,5,3,3
42,"Archer confirm\xc3\xa9","Atteindre le niveau 40 avec la classe archer.",0,5,40,0,0,0,0,0,0,0,0,32204,28,10,5,3,3
43,"Archer v\xc3\xa9t\xc3\xa9ran","Atteindre le niveau 50 avec la classe archer.",0,5,50,0,0,0,0,0,0,0,0,32204,29,10,5,3,3
44,"Ma\xc3\xaetre de la guerre","Atteindre le niveau 50 avec les classes gladiateur, pugiliste, maraudeur, archer et ma\xc3\xaetre d'hast.",0,23,28,33,38,43,0,0,0,0,13,2504,1,9,20,2,4
45,"Apprenti \xc3\xa9l\xc3\xa9mentaliste","Atteindre le niveau 10 avec la classe \xc3\xa9l\xc3\xa9mentaliste.",0,6,10,0,0,0,0,0,0,0,0,32611,1,11,5,3,3
46,"El\xc3\xa9mentaliste novice","Atteindre le niveau 20 avec la classe \xc3\xa9l\xc3\xa9mentaliste.",0,6,20,0,0,0,0,0,0,0,0,32611,2,11,5,3,3
47,"El\xc3\xa9mentaliste interm\xc3\xa9diaire","Atteindre le niveau 30 avec la classe \xc3\xa9l\xc3\xa9mentaliste.",0,6,30,0,0,0,0,0,0,0,0,32611,3,11,5,3,3
48,"El\xc3\xa9mentaliste confirm\xc3\xa9","Atteindre le niveau 40 avec la classe \xc3\xa9l\xc3\xa9mentaliste.",0,6,40,0,0,0,0,0,0,0,0,32611,4,11,5,3,3
49,"El\xc3\xa9mentaliste v\xc3\xa9t\xc3\xa9ran","Atteindre le niveau 50 avec la classe \xc3\xa9l\xc3\xa9mentaliste.",0,6,50,0,0,0,0,0,0,0,0,32611,5,11,5,3,3
50,"Apprenti occultiste","Atteindre le niveau 10 avec la classe occultiste.",0,7,10,0,0,0,0,0,0,0,0,32806,7,11,5,3,3
51,"Occultiste novice","Atteindre le niveau 20 avec la classe occultiste.",0,7,20,0,0,0,0,0,0,0,0,32806,8,11,5,3,3
52,"Occultiste interm\xc3\xa9diaire","Atteindre le niveau 30 avec la classe occultiste.",0,7,30,0,0,0,0,0,0,0,0,32806,9,11,5,3,3
53,"Occultiste confirm\xc3\xa9","Atteindre le niveau 40 avec la classe occultiste.",0,7,40,0,0,0,0,0,0,0,0,32806,10,11,5,3,3
54,"Occultiste v\xc3\xa9t\xc3\xa9ran","Atteindre le niveau 50 avec la classe occultiste.",0,7,50,0,0,0,0,0,0,0,0,32806,11,11,5,3,3
55,"Ma\xc3\xaetre de la magie","Atteindre le niveau 50 avec les classes \xc3\xa9l\xc3\xa9mentaliste, occultiste et arcaniste.",0,49,54,596,0,0,0,0,0,0,14,2655,2,9,20,2,4
56,"Ma\xc3\xaetre du corps et de l'esprit","Accomplir les hauts faits \xe2\x80\x9cMa\xc3\xaetre de la guerre\xe2\x80\x9d et \xe2\x80\x9cMa\xc3\xaetre de la magie\xe2\x80\x9d.",2909,44,55,0,0,0,0,0,0,0,0,302,3,9,30,2,4
57,"Apprenti menuisier","Atteindre le niveau 10 avec la classe menuisier.",0,8,10,0,0,0,0,0,0,0,0,35001,1,12,5,3,3
58,"Menuisier novice","Atteindre le niveau 20 avec la classe menuisier.",0,8,20,0,0,0,0,0,0,0,0,35001,2,12,5,3,3
59,"Menuisier interm\xc3\xa9diaire","Atteindre le niveau 30 avec la classe menuisier.",0,8,30,0,0,0,0,0,0,0,0,35001,3,12,5,3,3
60,"Menuisier confirm\xc3\xa9","Atteindre le niveau 40 avec la classe menuisier.",0,8,40,0,0,0,0,0,0,0,0,35001,4,12,5,3,3
61,"Menuisier v\xc3\xa9t\xc3\xa9ran","Atteindre le niveau 50 avec la classe menuisier.",0,8,50,0,0,0,0,0,0,0,0,35001,5,12,5,3,3
62,"Apprenti forgeron","Atteindre le niveau 10 avec la classe forgeron.",0,9,10,0,0,0,0,0,0,0,0,35106,7,12,5,3,3
63,"Forgeron novice","Atteindre le niveau 20 avec la classe forgeron.",0,9,20,0,0,0,0,0,0,0,0,35106,8,12,5,3,3
64,"Forgeron interm\xc3\xa9diaire","Atteindre le niveau 30 avec la classe forgeron.",0,9,30,0,0,0,0,0,0,0,0,35106,9,12,5,3,3
