0,,,0,0,0,1,0,0
1,,,0,0,0,0,0,0
2,"ruins runner","ruins runners",0,0,0,1,0,0
3,"antelope doe","antelope does",0,0,1,1,0,0
4,"antelope stag","antelope stags",0,0,1,1,0,0
5,"opo-opo","opo-opos",0,0,1,1,0,0
6,"lemur","lemurs",0,0,0,1,0,0
7,"giant gnat","giant gnats",0,0,0,1,0,0
8,"ked","keds",0,0,0,1,0,0
9,"miteling","mitelings",0,0,0,1,0,0
10,"diremite","diremites",0,0,0,1,0,0
11,"banemite","banemites",0,0,0,1,0,0
12,"northern vulture","northern vultures",0,0,0,1,0,0
13,"arbor buzzard","arbor buzzards",0,0,1,1,0,0
14,"wild hoglet","wild hoglets",0,0,0,1,0,0
15,"wild hog","wild hogs",0,0,0,1,0,0
16,"wild boar","wild boars",0,0,0,1,0,0
17,"balloon","balloons",0,0,0,1,0,0
18,"zombie","zombies",0,0,0,1,0,0
19,"zombie mage","zombie mages",0,0,0,1,0,0
20,"magicked bones","magicked bones",0,0,0,1,0,0
21,"trickster imp","trickster imps",0,0,0,1,0,0
22,"roselet","roselets",0,0,0,1,0,0
23,"kedtrap","kedtraps",0,0,0,1,0,0
24,"treant","treants",0,0,0,1,0,0
25,"dryad","dryads",0,0,0,1,0,0
26,"gigantoad","gigantoads",0,0,0,1,0,0
27,"nix","nixes",0,0,0,1,0,0
28,"coeurl pup","coeurl pups",0,0,0,1,0,0
29,"dullahan","dullahans",0,0,0,1,0,0
30,"clay golem","clay golems",0,0,0,1,0,0
31,"mindflayer","mindflayers",0,0,0,1,0,0
32,"microchu","microchus",0,0,0,1,0,0
33,"ochu","ochus",0,0,1,1,0,0
34,"adamantoise","adamantoises",0,0,1,1,0,0
35,"tonberry","tonberries",0,0,0,1,0,0
36,"boring weevil","boring weevils",0,0,0,1,0,0
37,"ground squirrel","ground squirrels",0,0,0,1,0,0
38,"black bat","black bats",0,0,0,1,0,0
39,"tree slug","tree slugs",0,0,0,1,0,0
40,"Shroud hare","Shroud hares",0,0,0,1,0,0
41,"syrphid swarm","syrphid swarms",0,0,0,1,0,0
42,"yarzon","yarzons",0,0,0,1,0,0
43,"chigoe","chigoes",0,0,0,1,0,0
44,"jumping djigga","jumping djiggas",0,0,0,1,0,0
45,"will-o'-the-wisp","will-o'-the-wisps",0,0,0,1,0,0
46,"plasmoid","plasmoids",0,0,0,1,0,0
47,"forest funguar","forest funguars",0,0,0,1,0,0
48,"toadstool","toadstools",0,0,0,1,0,0
49,"little ladybug","little ladybugs",0,0,0,1,0,0
50,"goblin thug","goblin thugs",0,0,0,1,0,0
51,"alpha anole","alpha anoles",0,0,1,1,0,0
