0,,,,,,0,0,0,1,0,0,,,0,0,0,0,100,0,100,0,0,0,0,0,0,8,0,0,10,100,100,3,0,20,True,False
1,"cherry bom","cherry bombs","Summon your cherry bomb minion\xe2\x94\x80a miniature recreation of a voidsent bomb, created via the thaumaturgical rendering of umbrally charged aetherial energy. Guaranteed never to self-destruct, or your gil back.","To maintain the white-hot temperatures within their cores, bombs will feed upon almost any combustible material, including wood, charcoal, ceruleum, fire crystals, even dragon peppers.","Brilliant bombs\xe2\x94\x80\x02\x10\x01\x03breathtaking,\x02\x10\x01\x03beautiful, brilliant!\x02\x10\x01\x03  - Ba Go",0,0,0,0,0,0,,,427,0,4503,3,100,0,100,30,0,0,0,2,0,8,1,0,10,100,100,3,0,20,True,False
2,"mammet #001","mammets #001","Summon your mammet #001 minion\xe2\x94\x80a fully operational clockwork puppet built in a joint effort by the Alchemists' and Goldsmiths' Guilds.","The standard frill-free #001 model is not only the best-selling mammet on the market, but is the blueprint on which all other clockwork servitors are based.","Mammets can't\x02\x10\x01\x03even taste food!\x02\x10\x01\x03  - Serendipity",0,0,0,0,0,1,,,419,0,4501,200,100,0,100,30,0,0,0,1,0,8,2,0,10,100,100,3,0,20,True,False
3,"wayward hatchling","wayward hatchlings","Summon your wayward hatchling minion. Until he finds his real mother, you'll have to suffice.","Even if this orphaned avian were to stumble across his birth parent, chances are he would not even blink an eye, for it is well documented that immediately after hatching, chocobos recognize the first thing they see as their mother\xe2\x94\x80that being\x02\x10\x01\x03you.","Whoa, whoa, whoa!\x02\x10\x01\x03Hooold your chocobos.\x02\x10\x01\x03  - Buscarron",0,0,0,0,0,0,,,423,0,4502,1,100,0,100,30,0,30,0,2,0,8,3,0,10,100,100,3,0,20,True,False
4,"Cait Sith doll","Cait Sith dolls","Summon your Cait Sith doll. The ever-extended tail helps the kitten keep her balance.","The clockwork rendition of an enigmatic cat spirit from the pages of Midlander mythology, Goldsmiths' Guild guildmaster Serendipity crafted this lifelike figurine to bring joy to those children who were orphaned in the Calamity.","What may be a few to\x02\x10\x01\x03you was everything to\x02\x10\x01\x03those who died...\x02\x10\x01\x03  - Cait Sith",0,0,0,0,1,0,,,430,0,4504,201,100,0,100,30,0,0,0,1,0,8,0,0,10,100,100,3,0,20,True,False
5,"baby behemoth","baby behemoths","Summon your baby behemoth. We can only hope his mother doesn't come looking for him.","Obtainable in Ul'dah's Sapphire Avenue Exchange for a fistful of coin and a smile, the pedigree of this baby beast is questionable at best. While displaying many behemoth-like features\xe2\x94\x80a sleek violet hide, hungry eyes, and two polished\x02\x10\x01\x03horns\xe2\x94\x80its squealing is not\x02\x10\x01\x03unlike a boar at slaughter.","Disaster follows the man\x02\x10\x01\x03like a behemoth chasing\x02\x10\x01\x03a butterfly.\x02\x10\x01\x03  - Chechezan",0,0,0,0,0,0,,,428,0,4505,5,100,0,100,30,0,0,0,2,0,8,5,0,10,100,100,3,0,20,True,False
6,"mammet #003L","mammets #003L","Summon your mammet #003L minion\xe2\x94\x80a fully operational clockwork puppet built for the Maelstrom.","Designed to be a standard-bearer in Maelstrom company parades, these handcrafted automatons were soon decommissioned due to the fact that their small stature ensured that no one could see the flags they carried.","Feelings! Maybe she just\x02\x10\x01\x03doesn't feel like part of\x02\x10\x01\x03the team!?\x02\x10\x01\x03  - Wedge",0,0,0,1,0,1,,,420,0,4506,200,100,0,100,30,0,0,0,1,0,8,2,0,10,100,100,3,0,20,True,False
7,"mammet #003G","mammets #003G","Summon your mammet #003G minion\xe2\x94\x80a fully operational clockwork puppet built for the Order of the Twin Adder.","Designed to be a standard-bearer in Order of the Twin Adder company parades, these handcrafted automatons were soon decommissioned due to the fact that their small stature ensured that no one could see the flags they carried.","Feelings! Maybe she just\x02\x10\x01\x03doesn't feel like part of\x02\x10\x01\x03the team!?\x02\x10\x01\x03  - Wedge",0,0,0,1,0,1,,,421,0,4507,200,100,0,100,30,0,0,0,1,0,8,2,0,10,100,100,3,0,20,True,False
8,"mammet #003U","mammets #003U","Summon your mammet #003U minion\xe2\x94\x80a fully operational clockwork puppet built for the Immortal Flames.","Designed to be a standard-bearer in Immortal Flames company parades, these handcrafted automatons were soon decommissioned due to the fact that their small stature ensured that no one could see the flags they carried.","Feelings! Maybe she just\x02\x10\x01\x03doesn't feel like part of\x02\x10\x01\x03the team!?\x02\x10\x01\x03  - Wedge",0,0,0,1,0,1,,,422,0,4508,200,100,0,100,30,0,0,0,1,0,8,2,0,10,100,100,3,0,20,True,False
9,"storm hatchling","storm hatchlings","Summon your storm hatchling minion. Not more than a fortnight out of the shell, but his blood already runs Maelstrom red. Till sea swallows all!","Raised by a storm private from an egg found abandoned in the company stables he was charged with cleaning, this adorable fledgling is a symbol of new beginnings for the mighty Maelstrom.","Chocobo dander can\x02\x10\x01\x03be a mite ripe.\x02\x10\x01\x03  - Chocobokeep",0,0,0,1,0,0,,,424,0,4509,1,100,0,100,30,0,30,0,2,0,8,3,0,10,100,100,3,0,20,True,False
10,"serpent hatchling","serpent hatchlings","Summon your serpent hatchling minion. Not more than a fortnight out of the shell, but his blood already runs Twin Adder yellow.","Raised by a serpent private from an egg found abandoned in the company stables he was charged with cleaning, this adorable fledgling is a symbol of new beginnings for the Order of the Twin Adder.","Chocobo dander can\x02\x10\x01\x03be a mite ripe.\x02\x10\x01\x03  - Chocobokeep",0,0,0,1,0,0,,,425,0,4510,1,100,0,100,30,0,30,0,2,0,8,3,0,10,100,100,3,0,20,True,False
11,"flame hatchling","flame hatchlings","Summon your flame hatchling minion. Not more than a fortnight out of the shell, but his blood already runs Immortal Flames black.","Raised by a flame private from an egg found abandoned in the company stables he was charged with cleaning, this adorable fledgling is a symbol of new beginnings for the Immortal Flames.","Chocobo dander can\x02\x10\x01\x03be a mite ripe.\x02\x10\x01\x03  - Chocobokeep",0,0,0,1,0,0,,,426,0,4511,1,100,0,100,30,0,30,0,2,0,8,3,0,10,100,100,3,0,20,True,False
12,"morbol seedling","morbol seedlings","Summon your morbol seedling minion...if you think you can stand his breath.","It is in fashion amongst wealthy Ul'dahn merchants and nobles to bring morbol seedlings to banquets, so that the upper crust might inhale the seedkin's \xe2\x80\x9cboot-like\xe2\x80\x9d bad breath to induce vomiting, allowing them to engorge themselves for the\x02\x10\x01\x03duration of the gatherings.","Did a morbol just empty\x02\x10\x01\x03its innards? I feel ill...\x02\x10\x01\x03  - Imperial Soldier",0,0,0,1,0,0,,,429,0,4512,6,100,0,100,30,0,0,0,2,0,8,6,0,10,100,100,3,0,20,True,False
13,"tiny rat","tiny rats","Summon your tiny rat minion. He may infest your granaries, and he may carry the plague, but he's \x02\x1a\x02\x02\x03simply too adorable\x02\x1a\x02\x01\x03 to condemn to the life-ending jaws of a metal trap.","It was only recently that an enterprising merchant from the Sapphire Avenue Exchange in Ul'dah was tossed into the sultanate's oubliettes for fluffing the tails of rats caught on Pearl Lane and selling prettied pests to tourists\x02\x10\x01\x03as \xe2\x80\x9ctiny squirrels.\xe2\x80\x9d","Pray waste no time\x02\x10\x01\x03chasing rats.\x02\x10\x01\x03  - Nanamo Ul Namo",0,0,0,1,0,0,,,431,0,4513,7,100,0,100,30,0,0,0,2,0,8,7,0,10,100,100,3,0,20,True,False
14,"baby bun","baby buns","Summon your baby bun minion. Tastes great on salads and in stews.","For those wondering on the ill effects of inhaling spores released by common funguars, according to the \x02\x1a\x02\x02\x03Encyclopedia Eorzea\x02\x1a\x02\x01\x03 (third edition), funguar spores \xe2\x80\x9cbefoul the body's humours and claim control of an individual's very soul,\x02\x10\x01\x03rendering them a mindless\x02\x10\x01\x03thrall.\xe2\x80\x9d","You mushroom-headed,\x02\x10\x01\x03spindly-legged, spore-\x02\x10\x01\x03spewing abominations!\x02\x10\x01\x03  - Gabineaux",0,0,0,1,0,0,,,432,0,4514,8,100,0,100,30,0,0,0,2,0,8,8,0,10,100,100,3,0,20,True,False
15,"chigoe larva","chigoe larvae","Summon your chigoe larva minion. This tiny vilekin takes the blood pact with his master \x02\x1a\x02\x02\x03very\x02\x1a\x02\x01\x03 seriously.","Chirurgeons of the fallen city of Gelmorra once used chigoes to leech the dark humours of the infirm until it was realized the patients were contracting additional maladies as a result of the treatment.","What am I going to do\x02\x10\x01\x03with a pile of dead vilekin?\x02\x10\x01\x03  - Waltheof",0,0,0,1,0,0,,,433,0,4515,9,100,0,100,30,0,0,0,2,0,8,9,0,10,100,100,3,0,20,True,False
16,"bluebird","bluebirds","Summon your bluebird minion. Known to retroactively bring good fortune to those who have already experienced good fortune.","Fortunate to hatch before being eaten by lizards. Unfortunate to fall from its nest before learning to fly. Fortunate to land in an empty treasure coffer. Unfortunate to still be in said coffer as it is filled with booty and locked up again.\x02\x10\x01\x03Fortunate to be\x02\x10\x01\x03plundered...by you.","The disbelieving cries\x02\x10\x01\x03of our foe will be as\x02\x10\x01\x03the sweetest birdsong.\x02\x10\x01\x03  - Yadovv Gah",0,0,0,1,0,0,,,434,0,4516,10,100,0,80,30,0,0,0,2,2,8,10,0,10,100,100,3,0,20,True,False
17,"wide-eyed fawn","wide-eyed fawns","Summon your wide-eyed fawn minion. His mother was either lost in a terrible hunting accident...or perhaps is just lost.","An easy target for Eorzea's carnivorous fauna, antelopes must use every advantage they have to remain free from death's dripping jaws. One of those is the remarkable ability to run mere minutes from birth. Unfortunately, that\x02\x10\x01\x03trait did not save this\x02\x10\x01\x03specimen from capture.","When making an offering\x02\x10\x01\x03of antelope innards, it is\x02\x10\x01\x03proper they are still warm.\x02\x10\x01\x03  - Common Knowledge",0,0,0,1,0,0,,,435,0,4517,11,100,0,100,30,0,0,30,2,0,8,11,0,10,100,100,3,0,20,True,False
18,"infant imp","infant imps","Summon your infant imp minion. Hopes that one day, he will rule the seven hells. But for now, your backside will do.","Scholars believe there are three ways in which voidsent can make the journey from their realm to ours\xe2\x94\x80tearing a hole in the aether on their side, having a hole torn for them on our side, or stumbling into a randomly occurring\x02\x10\x01\x03hole, the latter being the\x02\x10\x01\x03most common for imps.","This bastard's got\x02\x10\x01\x03some nasty spells!\x02\x10\x01\x03  - Stalwart Swordsman",0,0,1,1,0,0,,,436,0,4518,29,100,0,100,30,0,0,0,2,0,8,12,0,10,100,100,3,0,20,True,False
19,"coeurl kitten","coeurl kittens","Summon your coeurl kitten minion. It will still be several summers before his trademark whiskers grow out.","Coeurls are extremely proud and defiant creatures, even when young. Faced with insurmountable odds, a coeurl will rarely shy away from a fight, choosing rather to perish in combat than run. This characteristic keeps coeurl numbers low,\x02\x10\x01\x03but ensures the strength\x02\x10\x01\x03of those who survive.","Coeurl got your tongue?\x02\x10\x01\x03  - Wilred",0,0,0,1,0,0,,,437,35,4552,13,100,0,85,10,10,0,0,2,0,8,13,0,10,100,100,3,0,20,True,False
20,"black coeurl","black coeurls","Summon your black coeurl minion. Beware, for if one should cross your path, you will experience seven years of...AWWWWWW.","To the untrained eye, this coeurl appears to be of an entirely new species, when in fact the only thing separating him from his mottled brethren is that his spots are so large, they overlap with one another, rendering him completely\x02\x10\x01\x03black.","Look what the\x02\x10\x01\x03coeurl dragged in.\x02\x10\x01\x03  - Momodi",0,0,0,1,0,0,,,438,35,4614,13,100,0,75,10,10,0,0,2,0,8,13,0,10,100,100,3,0,20,True,False
21,"wind-up gentleman","wind-up gentlemen","Summon your wind-up gentleman minion. If \xe2\x80\x9cclockwork Hildibrand\xe2\x80\x9d doesn't quite roll off the tongue, both \xe2\x80\x9cminion of enquiry\xe2\x80\x9d and \xe2\x80\x9cmammet extraordinaire\xe2\x80\x9d are acceptable alternatives.","Though he has once more taken to the heavens in a selfless act of sacrifice, Inspector Hildibrand lives on in the hearts of all whose lives he touched with his inimitable brand of gallantry, perception, and panache. Wind him up and\x02\x10\x01\x03let him follow you as\x02\x10\x01\x03only a Manderville can.","I have peeled away the\x02\x10\x01\x03foul scab of uncertainty\x02\x10\x01\x03to reveal the truth within!\x02\x10\x01\x03  - Hildibrand",0,0,0,1,0,0,,,882,0,4615,268,100,0,100,10,0,0,0,1,0,8,0,0,10,100,100,3,0,20,True,False
22,"gravel golem","gravel golems","Summon your gravel golem minion. Only you stand between it and a hard place.","Mage-controlled golems were in such wide use by the end of the Fifth Astral Era that entire battles were waged by armies comprised of nothing but the lifeless soulkin. This recreation, however, is nothing but a standard model #001\x02\x10\x01\x03mammet outfitted with\x02\x10\x01\x03simple gravel plating.","Gummice pollums? I fear\x02\x10\x01\x03I'm not familiar with them.\x02\x10\x01\x03  - Yhom Epocan",0,0,0,1,0,0,,,440,0,4519,202,100,0,100,30,0,0,0,1,0,8,0,0,10,100,100,3,0,20,True,False
23,"wind-up tonberry","wind-up tonberries","Summon your wind-up tonberry minion. Now with 100% less rancor.","While merely a clockwork toy crafted to resemble the twisted survivors of Nym, owners of similar creations claim waking to find their wind-up tonberries propped upon their chests, wooden knives pressed firmly against their throats.","I came expectin' to fight\x02\x10\x01\x03one tonberry, not a whole\x02\x10\x01\x03bloody mess of 'em.\x02\x10\x01\x03  - Soft Marauder",0,0,0,1,0,0,,,441,0,4553,203,100,0,100,30,0,0,0,1,0,8,0,0,10,100,100,3,0,20,True,False
24,"tiny tortoise","tiny tortoises","Summon your tiny tortoise minion. Will not carry you to an underwater kingdom if you ride on its back.","Hatched from an egg laid in the ivory sands of La Noscea's Salt Strand, if lucky, this baby adamantoise may live to see as many as ten score summers...that is, if it does not accidentally launch itself off a cliff with its constant spinning.","What is that foul stench!?\x02\x10\x01\x03It's like the inside of an\x02\x10\x01\x03adamantoise's arse!\x02\x10\x01\x03  -  Wood Wailer Sentry",0,0,0,1,0,0,,,442,0,4520,18,100,0,100,30,0,0,0,2,0,8,18,0,10,100,100,3,0,20,True,False
25,"baby raptor","baby raptors","Summon your baby raptor minion. Luckily for you, his teeth haven't all grown in...yet.","Taking a hint from goblin merchants who raise raptors to serve as beasts of burden, a shopkeep from the village of Boughbury has begun hatching raptor eggs of his own (stolen from nearby nests). One can only hope the mother raptors\x02\x10\x01\x03are not as clever as the\x02\x10\x01\x03shopkeep thinks \x02\x1a\x02\x02\x03he\x02\x1a\x02\x01\x03 is.","By the gods...\x02\x10\x01\x03This raptor is sublime!\x02\x10\x01\x03  - Nonopesa",0,0,0,1,0,0,,,443,0,4521,11,100,0,100,30,0,0,0,2,0,8,19,0,10,100,100,3,0,20,True,False
26,"baby bat","baby bats","Summon your baby bat minion. Has yet to acquire a taste for blood.","Nonoroon, resident junkmonger at Memeroon's Trading Post, came up with the idea for capturing and selling baby bats one day while raiding caves for bat eggs...of which he could not find any.","Even ate a wing off one\x02\x10\x01\x03afore I made up my mind\x02\x10\x01\x03to climb down the wall.\x02\x10\x01\x03  - Ahldfoet",0,0,0,1,0,0,,,444,0,4522,20,100,0,100,30,0,0,0,2,0,8,20,0,10,100,100,3,0,20,True,False
27,"tiny bul","tiny bulbs","Summon your tiny bulb minion. Some questions, such as why this bulb can walk, are best left unanswered.","To answer the question, \xe2\x80\x9cwhy can this bulb walk,\xe2\x80\x9d one must trace the seedkin's evolution back thousands of generations. Since this guide lacks the space to do so, let us simply say it has something to do with seeking sunlight under the eternal\x02\x10\x01\x03darkness of the Black\x02\x10\x01\x03Shroud's thick canopy.","Each sapling is another\x02\x10\x01\x03glimpse into the wonder\x02\x10\x01\x03of the world around us.\x02\x10\x01\x03  - Fufucha",0,0,0,1,0,0,,,445,0,4523,21,100,0,100,30,0,0,0,2,0,8,21,0,10,100,100,3,0,20,True,False
28,"dust bunny","dust bunnies","Summon your dust bunny minion. Despite the striking similarities, spriggans are not related to rabbits. But they have been known to eat them.","It is not fully known why spriggans hoard precious rocks and minerals, though scholars would have us believe that it is the rocks and minerals which are hoarding the spriggans, hence the creatures' scientific classification as\x02\x10\x01\x03soulkin.","Between the four of us,\x02\x10\x01\x03surely we can outsmart\x02\x10\x01\x03a few rogue spriggans.\x02\x10\x01\x03  - Augustiniel",0,0,0,1,0,0,,,446,0,4524,22,100,0,100,10,0,0,30,2,0,8,22,0,10,100,100,3,0,20,True,False
29,"wind-up dullahan","wind-up dullahans","Summon your wind-up dullahan minion. Warning: may contain sharp parts.","Voidsent dullahan are, in fact, shapeless entities who must first inhabit an inanimate host (such as a suit of armor) before gaining the ability to exert force upon the physical plane in which we reside. Luckily, the only things inhabiting this\x02\x10\x01\x03wind-up contraption are\x02\x10\x01\x03manifold gears and rods. ","Pray retrieve the gift ere\x02\x10\x01\x03it is crushed beneath the\x02\x10\x01\x03iron feet of the dullahans!\x02\x10\x01\x03  - G'raha Tia",0,0,0,1,0,0,,,447,0,4525,204,100,0,100,30,0,0,0,1,0,8,0,0,10,100,100,3,0,20,True,False
30,"gigantpole","gigantpoles","Summon your gigantpole minion. Yes, it can survive for hours on end without any water, and yes, it can fly. Your argument is invalid.","Over countless generations, the gigantoads of Thanalan have adapted to the arid climes by taking on traits not seen in their cousins to the north, such as thick membranes to keep their skin hydrated out of water, and a set of extra fins\x02\x10\x01\x03which act as wings to\x02\x10\x01\x03propel them over land.","These toads are huge,\x02\x10\x01\x03which means they have\x02\x10\x01\x03huge guts.\x02\x10\x01\x03  - Hamon",0,0,0,1,0,0,,,448,0,4526,24,100,0,100,30,0,0,0,2,0,8,24,0,10,100,100,3,0,20,True,False
31,"pudgy puk","pudgy puks","Summon your pudgy puk minion. Don't ask what it has eaten to grow so plump.","Fattened from birth to be a succulent snack for the sadistic Steropes, this fledgling puk's excess baggage ensures that even if he attempts to flee, he will not be getting that far.","Ul'dah ain't more'n a\x02\x10\x01\x03sand-crusted pile o' puk\x02\x10\x01\x03dung bakin' in the desert.\x02\x10\x01\x03  - Baderon Tenfingers",0,0,0,1,0,0,,,449,0,4527,25,100,0,100,30,0,0,0,2,0,8,25,0,10,100,100,3,0,20,True,False
32,"buffalo calf","buffalo calves","Summon your buffalo calf minion. Milk-fed until tender and juicy. Not that anyone would \x02\x1a\x02\x02\x03ever\x02\x1a\x02\x01\x03 think of eating him.","When the Scions of the Seventh Dawn began clearing out the Waking Sands in preparation for the move to Revenant's Toll, this wide-eyed calf was discovered hiding in a disused linen closet. Though an inquiry was made by the Antecedent\x02\x10\x01\x03herself, it is still not known\x02\x10\x01\x03who was keeping the beast.","I made the grievous error\x02\x10\x01\x03of visiting a great buffalo\x02\x10\x01\x03with a handsaw.\x02\x10\x01\x03  - Godbert",0,0,0,1,0,0,,,450,0,4528,26,100,0,100,30,0,0,0,2,0,8,26,0,10,100,100,3,0,20,True,False
33,"cactuar cutting","cactuar cuttings","Summon your cactuar cutting minion. Take care not to suffer 1,000 points of damage...to your heart.","Hab, loneliest zombie in the realm, is certain that this cactuar cutting was taken from his trusty companion Sabotendrick. Or if not, then most positively Sabotendred. What he does not know, is that it is, in fact, from the oft forgotten\x02\x10\x01\x03Sabotendale.","The interior of its arm\x02\x10\x01\x03holds a surprising amount\x02\x10\x01\x03of fresh, drinkable water.\x02\x10\x01\x03  - Common Knowledge",0,0,0,1,0,0,,,451,0,4529,27,100,0,100,20,0,0,20,2,0,3,27,0,10,100,100,3,0,20,True,False
34,"smallshell","smallshells","Summon your smallshell minion. The mere sight of this wee wavekin may cause severe psychological trauma to those who spent years of their lives on faraway shores culling his relatives.","As is implied by its name, the smallshell's shell is small. What is not widely known is that unlike normal crabs whose shells grow thicker and, hence, larger as the crabs age, smallshell carapaces actually reduce in size due to erosion over the\x02\x10\x01\x03wavekin's lifespan, until\x02\x10\x01\x03nothing is left but legs.","Got naught but a sea\x02\x10\x01\x03lion's share of crab offal\x02\x10\x01\x03'twixt them ears, I reckon.\x02\x10\x01\x03  - Ighii Moui",0,0,0,1,0,0,,,452,0,4530,28,100,0,100,30,0,0,0,2,0,8,28,0,10,100,100,3,0,20,True,False
35,"wolf pup","wolf pups","Summon your wolf pup minion. Idolizes one Gaius van Baelsar for obvious reasons.","Bred to serve as a war wolf in the Imperial Garlean Army, this pup was rescued before any permanent damage could be done to its playful spirit. He will follow you to the end of the world and back...as\x02\x10\x01\x03long as you toss him an\x02\x10\x01\x03occasional biscuit. ","I've got no words to mince\x02\x10\x01\x03with whelps...unless you're\x02\x10\x01\x03here to become a wolf.\x02\x10\x01\x03  - Curious Gorge",0,0,0,1,0,0,,,453,19,4550,12,100,0,100,10,10,0,0,2,0,8,29,0,10,100,100,3,0,20,True,False
36,"beady eye","beady eyes","Summon your beady eye minion. That feeling you get sometimes that you are being watched? More often than not it is him.","One of the most outlandish theories recently posed by scholars of the void is that ahrimans do not reproduce by typical sexual means, but rather by shedding tears which eventually grow into new creatures.","Black scorpion to sharpen\x02\x10\x01\x03one's wit; ahriman\x02\x10\x01\x03membrane for the mind.\x02\x10\x01\x03  - Severian",0,0,0,1,0,0,,,454,0,4531,30,100,0,100,30,0,0,0,2,0,8,30,0,10,100,100,3,0,20,True,False
