0,"None",,65535,65535,0,0,0,0
1,"Sagen","Nachrichten an alle Spieler in einem kleinen Umkreis.",65535,65535,10,1,1,1
2,"Schreien","Nachrichten an alle Spieler im gesamten Areal.",65535,65535,11,1,3,1
3,"Fl\xc3\xbcstern","Nachrichten an einen bestimmten Spieler.",65535,65535,12,1,4,1
4,"Gruppe","Nachrichten an die Gruppenmitglieder.",65535,65535,14,1,5,1
5,"Emotes","Nachrichten \xc3\xbcber Emotes.",65535,65535,29,1,16,1
6,"Pers\xc3\xb6nliche Emotes","Nachrichten \xc3\xbcber Spieler-Emotes, bei denen keine Bewegung ausgef\xc3\xbchrt wird.",65535,65535,28,1,17,1
7,"Freie Gesellschaft","Nachrichten an die Mitglieder der Freien Gesellschaft.",65535,65535,24,1,7,1
8,"Kontaktkreis 1","Nachrichten an die Mitglieder von Kontaktkreis 1.",65535,65535,16,1,8,1
9,"Kontaktkreis 2","Nachrichten an die Mitglieder von Kontaktkreis 2.",65535,65535,17,1,9,1
10,"Kontaktkreis 3","Nachrichten an die Mitglieder von Kontaktkreis 3.",65535,65535,18,1,10,1
11,"Kontaktkreis 4","Nachrichten an die Mitglieder von Kontaktkreis 4.",65535,65535,19,1,11,1
12,"Kontaktkreis 5","Nachrichten an die Mitglieder von Kontaktkreis 5.",65535,65535,20,1,12,1
13,"Kontaktkreis 6","Nachrichten an die Mitglieder von Kontaktkreis 6.",65535,65535,21,1,13,1
14,"Kontaktkreis 7","Nachrichten an die Mitglieder von Kontaktkreis 7.",65535,65535,22,1,14,1
15,"Kontaktkreis 8","Nachrichten an die Mitglieder von Kontaktkreis 8.",65535,65535,23,1,15,1
16,"Rufen","Nachrichten an alle Spieler in einem gro\xc3\x9fen Umkreis.",65535,65535,30,1,2,1
17,"Allianz","Nachrichten an die Mitglieder deiner Allianz.",65535,65535,15,1,6,1
18,,,0,0,0,0,0,0
19,,,0,0,0,0,0,0
20,,,0,0,0,0,0,0
21,"Systemnachrichten","Nachrichten, die automatisch vom System generiert werden.",65535,65535,57,2,1,1
22,,,0,0,0,0,0,0
23,"Systemnachrichten - Sammeln","Auf das Sammeln bezogene Nachrichten, die automatisch vom System generiert werden.",65535,65535,59,2,4,1
24,"System-Fehlermeldungen","Fehlermeldungen, die automatisch vom System generiert werden.",65535,65535,60,2,5,1
25,"Echo","Eigene Nachrichten.",65535,65535,56,2,6,1
26,"NPC-Gespr\xc3\xa4che","Sagen-Nachrichten, die von NPCs gesprochen werden.",65535,65535,61,2,10,4
27,"Beutegut erhalten","Mitteilungen, die beim Erhalt von Beutegut angezeigt werden.",65535,65535,62,2,12,1
28,"Charakterentwicklung - Eigene","Du hast Erfahrungsstufe 50 erreicht!",258,65535,64,2,13,1
29,"Charakterentwicklung - Andere","Shantotto hat Erfahrungsstufe 50 erreicht!",2289,65535,64,2,15,1
30,"W\xc3\xbcrfelergebnisse - Eigene","Du w\xc3\xbcrfelst auf Bedarf eine 50!",2,65535,65,2,16,1
31,"W\xc3\xbcrfelergebnisse - Andere","Shantotto w\xc3\xbcrfelt auf Bedarf eine 50!",65532,65535,65,2,17,1
32,"Synthese - Eigene","Du stellst eine Flasche \xc3\x84ther her.",2,65535,66,2,18,1
33,"Synthese - Andere","Shantotto stellt eine Flasche \xc3\x84ther her.",28,65535,66,2,19,1
34,,,0,0,0,0,0,0
35,"Sammel-Fortschritt - Eigener","Du beginnst mit dem Abbauen.",3,65535,67,2,20,1
