0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
1,1,9462,1,0,1,-1,1,0,0,0,0,0,0,0
2,2,9463,1,0,1,14,2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,9653,6,0,2,8,100,0,0,0,0,0,0,0
7,2,9654,6,0,2,8,101,0,0,0,0,0,0,0
8,3,9655,6,0,2,8,102,0,0,0,0,0,0,0
9,4,9656,6,0,2,8,103,0,0,0,0,0,0,0
10,5,9657,6,0,2,8,104,0,0,0,0,0,0,0
11,6,9658,6,0,2,8,105,0,0,0,0,0,0,0
12,7,12215,6,0,2,8,116,0,0,0,0,0,0,0
13,8,9659,6,0,2,9,106,0,0,0,0,0,0,0
14,9,9660,6,0,2,9,107,0,0,0,0,0,0,0
15,10,9661,6,0,2,9,108,0,0,0,0,0,0,0
16,11,9662,6,0,2,9,109,0,0,0,0,0,0,0
17,12,9663,6,0,2,9,110,0,0,0,0,0,0,0
18,13,9664,6,0,2,9,111,0,0,0,0,0,0,0
19,14,9665,6,0,2,10,112,0,0,0,0,0,0,0
20,15,9666,6,0,2,10,113,0,0,0,0,0,0,0
21,16,9667,6,0,2,10,114,0,0,0,0,0,0,0
22,17,9668,6,0,2,10,115,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,19,9670,6,0,2,11,201,0,0,0,0,0,0,0
25,20,9671,6,0,2,11,202,0,0,0,0,0,0,0
26,21,9672,6,0,2,11,203,0,0,0,0,0,0,0
27,22,9673,6,0,2,11,204,0,0,0,0,0,0,0
28,23,9674,6,0,2,11,205,0,0,0,0,0,0,0
29,24,12216,6,0,2,11,216,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,26,9676,6,0,2,12,207,0,0,0,0,0,0,0
32,27,9677,6,0,2,12,208,0,0,0,0,0,0,0
33,28,9678,6,0,2,12,209,0,0,0,0,0,0,0
34,29,9679,6,0,2,12,210,0,0,0,0,0,0,0
35,30,9680,6,0,2,12,211,0,0,0,0,0,0,0
36,31,9681,6,0,2,13,212,0,0,0,0,0,0,0
37,32,9682,6,0,2,13,213,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,34,9684,6,0,2,13,215,0,0,0,0,0,0,0
40,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
519,2,10175,5,1,6,0,0,0,0,601,0,0,0,0
520,3,10176,5,1,6,1,0,0,0,602,0,0,0,0
513,2,10169,5,1,5,0,0,0,501,0,0,0,0,0
521,4,10177,5,1,6,2,0,0,0,603,0,0,0,0
522,5,10178,5,1,6,3,0,0,0,604,0,0,0,0
523,6,10179,5,1,6,4,0,0,0,605,0,0,0,0
524,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
514,3,10170,5,1,5,1,0,0,502,0,0,0,0,0
512,1,10168,5,1,5,-1,0,0,500,0,0,0,0,0
515,4,10171,5,1,5,2,0,0,503,0,0,0,0,0
516,5,10172,5,1,5,3,0,0,504,0,0,0,0,0
517,6,10173,5,1,5,4,0,0,505,0,0,0,0,0
500,1,10156,5,1,3,-1,300,0,0,0,0,0,0,0
518,1,10174,5,1,6,-1,0,0,0,600,0,0,0,0
1000,1,10361,2,2,7,-1,700,800,900,1000,1103,1202,1302,1400
1001,2,10362,3,2,7,-1,701,801,900,1000,1103,1202,1302,1400
1002,3,10363,4,2,7,-1,702,802,900,1000,1103,1202,1302,1400
1003,4,10364,2,2,7,5,703,803,901,1001,1102,1203,1303,1401
1004,5,10365,3,2,7,5,704,804,901,1001,1102,1203,1303,1401
1005,6,10366,4,2,7,5,705,805,901,1001,1102,1203,1303,1401
1006,7,10367,2,2,7,6,706,806,902,1002,1101,1201,1301,1402
1007,8,10368,3,2,7,6,707,807,902,1002,1101,1201,1301,1402
1008,9,10369,4,2,7,6,708,808,902,1002,1101,1201,1301,1402
1009,10,10370,2,2,7,7,709,809,903,1003,1100,1200,1300,1403
1010,11,10371,3,2,7,7,710,810,903,1003,1100,1200,1300,1403
1011,12,10372,4,2,7,7,711,811,903,1003,1100,1200,1300,1403
1012,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
501,2,10157,5,1,3,0,301,0,0,0,0,0,0,0
502,3,10158,5,1,3,1,302,0,0,0,0,0,0,0
503,4,10159,5,1,3,2,303,0,0,0,0,0,0,0
504,5,10160,5,1,3,3,304,0,0,0,0,0,0,0
505,6,10161,5,1,3,4,305,0,0,0,0,0,0,0
506,1,10162,5,1,4,-1,0,400,0,0,0,0,0,0
507,2,10163,5,1,4,0,0,401,0,0,0,0,0,0
508,3,10164,5,1,4,1,0,402,0,0,0,0,0,0
509,4,10165,5,1,4,2,0,403,0,0,0,0,0,0
510,5,10166,5,1,4,3,0,404,0,0,0,0,0,0
511,6,10167,5,1,4,4,0,405,0,0,0,0,0,0
