0,,1,0,0,0,0
1,"\xe5\xae\x9f\xe8\xa1\x8c",61103,80,81,82,2
2,"\xe5\xae\x9f\xe8\xa1\x8c",61103,80,81,82,2
3,"\xe5\xae\x9f\xe8\xa1\x8c",61103,80,81,82,5
4,"\xe5\xae\x9f\xe8\xa1\x8c",61103,80,81,82,10
5,"\xe5\xae\x9f\xe8\xa1\x8c",61103,80,81,82,15
6,"\xe5\xae\x9f\xe8\xa1\x8c",61103,80,81,82,2
7,"\xe5\xae\x9f\xe8\xa1\x8c",61103,80,81,82,5
8,"\xe5\xae\x9f\xe8\xa1\x8c",61103,80,81,82,10
9,"\xe5\xae\x9f\xe8\xa1\x8c",61103,80,81,82,15
10,"\xe5\xbe\x85\xe6\xa9\x9f",61104,175,176,177,2
11,"\xe5\xbe\x85\xe6\xa9\x9f",61104,175,176,177,2
12,"\xe5\xbe\x85\xe6\xa9\x9f",61104,175,176,177,5
13,"\xe5\xbe\x85\xe6\xa9\x9f",61104,175,176,177,10
14,"\xe5\xae\x9f\xe8\xa1\x8c",61103,80,81,82,2
15,"\xe5\xae\x9f\xe8\xa1\x8c",61103,80,81,82,2
16,"\xe5\xae\x9f\xe8\xa1\x8c",61103,80,81,82,5
17,"\xe5\xae\x9f\xe8\xa1\x8c",61103,80,81,82,10
18,"\xe5\xae\x9f\xe8\xa1\x8c",61103,80,81,82,2
19,"\xe4\xba\xa4\xe6\x84\x9f",61105,169,170,171,5
20,"\xe6\x8e\xa2\xe7\xb4\xa2",61103,80,81,82,1
21,"\xe6\x8e\xa2\xe7\xb4\xa2",61103,80,81,82,2
22,"\xe6\x8e\xa2\xe7\xb4\xa2",61103,80,81,82,5
23,"\xe6\x8e\xa2\xe7\xb4\xa2",61103,172,173,174,1
24,"\xe6\x8e\xa2\xe7\xb4\xa2",61103,172,173,174,2
25,"\xe6\x8e\xa2\xe7\xb4\xa2",61103,172,173,174,5
26,"\xe6\x95\x91\xe5\x8a\xa9",61103,184,185,186,2
27,"\xe3\x83\x9b\xe3\x82\xa4\xe3\x83\x83\xe3\x82\xb9\xe3\x83\xa",61104,178,179,180,2
28,"\xe8\xa6\x8b\xe5\xbc\xb5\xe3\x82\x8a",61104,175,176,177,10
29,"\xe8\xa8\x98\xe9\x8c\xb2",61103,172,173,174,1
30,"\xe6\x8c\x87\xe7\xac\x9",61103,178,179,180,2
31,"\xe5\xae\x9f\xe8\xa1\x8c",61103,181,182,183,2
32,"\xe5\xae\x9f\xe8\xa1\x8c",61103,181,182,183,5
33,"\xe5\xae\x9f\xe8\xa1\x8c",61103,181,182,183,10
34,"\xe6\x95\x91\xe5\x8a\xa9",61103,184,185,186,2
35,"\xe6\x95\x91\xe5\x8a\xa9",61103,184,185,186,5
36,"\xe6\x95\x91\xe5\x8a\xa9",61103,184,185,186,10
37,"\xe5\xae\x9f\xe8\xa1\x8c",61103,178,179,180,2
38,"\xe6\x95\x91\xe5\x8a\xa9",61103,172,173,174,2
39,"\xe6\x95\x91\xe5\x8a\xa9",61103,172,173,174,5
40,"\xe6\x95\x91\xe5\x8a\xa9",61103,172,173,174,10
41,"\xe8\xa6\x8b\xe6\xb8\xa1\xe3\x81\x99",61104,175,176,177,10
42,"\xe7\xb8\x84\xe3\x82\x92\xe3\x81\xbb\xe3\x81\xa9\xe3\x81\x8f",61103,181,182,183,10
43,"\xe9\x8e\xae\xe3\x82\x81\xe3\x82\x8",61103,172,173,174,10
44,"\xe9\x8e\xae\xe3\x82\x81\xe3\x82\x8",61103,184,185,186,10
45,"\xe5\xae\x9f\xe8\xa1\x8c",61103,172,173,174,2
46,"\xe5\xae\x9f\xe8\xa1\x8c",61103,172,173,174,5
47,"\xe5\xae\x9f\xe8\xa1\x8c",61103,172,173,174,10
48,"\xe3\x82\xa4\xe3\x82\xbf\xe3\x82\xba\xe3\x83\xa9\xe3\x82\x92\xe3\x81\x99\xe3\x82\x8",61103,181,182,183,5
49,"\xe3\x83\x90\xe3\x83\xab\xe3\x83\x96\xe3\x82\x92\xe7\xb7\xa0\xe3\x82\x81\xe3\x82\x8",61103,181,182,183,5
50,"\xe8\xa6\x8b\xe6\xb8\xa1\xe3\x81\x99",61104,175,176,177,5
51,"\xe8\xaa\xbf\xe6\x95\xb4\xe5\xbc\x81\xe3\x82\x92\xe9\x96\x8b\xe3\x81\x91\xe3\x82\x8",61103,181,182,183,5
52,"\xe5\xae\x9f\xe8\xa1\x8c",61103,80,81,82,1
53,"\xe6\x8e\xa2\xe7\xb4\xa2",61103,181,182,183,2
54,"\xe6\x8e\xa2\xe7\xb4\xa2",61103,181,182,183,5
55,"\xe6\x8e\xa2\xe7\xb4\xa2",61103,181,182,183,10
56,"\xe8\xa6\x8b\xe5\xbc\xb5\xe3\x82\x8a",61104,175,176,177,5
57,"\xe5\x8d\xa0\xe6\x8b\xa0",61103,172,173,174,2
58,"\xe5\x8d\xa0\xe6\x8b\xa0",61103,172,173,174,5
59,"\xe5\x8d\xa0\xe6\x8b\xa0",61103,172,173,174,10
60,"\xe4\xba\xa4\xe6\x84\x9f",61103,172,173,174,5
61,"\xe5\xae\x9f\xe8\xa1\x8c",61103,0,0,0,2
