0,,,0
1,"Klar","klar",60201
2,"Heiter","heiter",60202
3,"Wolkig","wolkig",60203
4,"Neblig","nebelig",60204
5,"Windig","windig",60205
6,"St\xc3\xbcrmisch","st\xc3\xbcrmisch",60206
7,"Regnerisch","regnerisch",60207
8,"Wolkenbruch","wolkenbruchartig",60208
9,"Gewittrig","gewittrig",60209
10,"Gewitter","gewittrig",60210
11,"Staubig","staubig",60211
12,"Sandsturm","sandst\xc3\xbcrmisch",60212
13,"Hei\xc3\x9f","hei\xc3\x9f",60213
14,"Gluthitze","gluthei\xc3\x9f",60214
15,"Schnee","verschneit",60215
16,"Schneesturm","schneest\xc3\xbcrmisch",60216
17,"Unheimlich","unheimlich",60218
18,"Aurora","aurorenhaft",60217
19,"Dunkel","dunkel",60251
20,"D\xc3\xbcsternis","d\xc3\xbcster",60255
21,"Wolkig","wolkig",60203
22,"Wetterleuchten","wetterleuchtend",60259
23,"Tosend","tosend",60258
24,"Tosend","tosend",60258
25,"Finster","finster",60257
26,"Gluthitze","gluthei\xc3\x9f",60252
27,"Unheimlich","unheimlich",60256
28,"St\xc3\xbcrmisch","st\xc3\xbcrmisch",60253
29,"Rauchschwaden","rauchig",60254
30,"Heiter","heiter",60202
31,"Heiter","heiter",60202
32,"Heiter","heiter",60202
33,"Heiter","heiter",60202
34,"Heiter","heiter",60202
35,"Blendend","blendend",60260
36,"Kernstrahlung","radioaktiv",60261
37,"Kernstrahlung","radioaktiv",60261
38,"Kernstrahlung","radioaktiv",60261
39,"Kernstrahlung","radioaktiv",60261
40,"Wolkenschleier","unnat\xc3\xbcrlich wolkig",60262
41,"Wolkenschleier","unnat\xc3\xbcrlich wolkig",60262
42,"Wolkenschleier","unnat\xc3\xbcrlich wolkig",60262
43,"Wolkenschleier","unnat\xc3\xbcrlich wolkig",60262
44,"Bedr\xc3\xbcckend","bedr\xc3\xbcckend",60264
45,"Bedr\xc3\xbcckend","bedr\xc3\xbcckend",60264
46,"Bedr\xc3\xbcckend","bedr\xc3\xbcckend",60264
47,"Bedr\xc3\xbcckend","bedr\xc3\xbcckend",60264
48,"Bedr\xc3\xbcckend","bedr\xc3\xbcckend",60264
49,"Schattenwind","schattenwindig",60219
50,"Schattengewitter","schattengewittrig",60220
51,"Qualm","qualmig",60263
52,"Heiter","heiter",60202
53,"K\xc3\xb6nigsgewitter","k\xc3\xb6niglich gewittrig",60226
54,"Hochspannung","hochspannend",60227
55,"K\xc3\xb6nigsgewitter","k\xc3\xb6niglich gewittrig",60226
