0,,,0,0,0,0,0,0,0,0,0,0
1,"Dungeon: Zufallsinhalt","3 Dungeons als Zufallsinhalt abschlie\xc3\x9fen",3,15,1000,84300,0,57,1,1,5,3
2,"Dungeon: Erfolge","5 Dungeons abschlie\xc3\x9fen",5,10,2000,56200,0,57,1,2,5,3
3,"Gildengehei\xc3\x9f: Erfolge","3 Gildengehei\xc3\x9fe erledigen",3,5,1000,28100,0,71,2,1,5,3
4,"Gildengehei\xc3\x9f: Erfolge","10 Gildengehei\xc3\x9fe erledigen",10,10,2000,56200,0,71,2,2,5,3
5,,,0,0,0,0,0,0,0,0,0,0
6,,,0,0,0,0,0,0,0,0,0,0
7,"Wolfsh\xc3\xb6hle: Teilnahme","10 Mal an PvP-K\xc3\xa4mpfen in der Wolfsh\xc3\xb6hle teilnehmen",10,0,10,0,0,130,3,1,0,4
8,"Wolfsh\xc3\xb6hle: Siege","3 PvP-K\xc3\xa4mpfe in der Wolfsh\xc3\xb6hle gewinnen",3,0,15,0,0,130,3,2,0,4
9,"FATE: Regionen","In 5 Regionen ein FATE mit der bestm\xc3\xb6glichen Bewertung abschlie\xc3\x9fen",5,15,1000,84300,0,0,4,1,5,3
10,"FATE: Arten","10 verschiedene FATEs erfolgreich abschlie\xc3\x9fen",10,15,2000,84300,0,0,4,2,5,3
11,"Freibriefe: Motive","5 Freibriefe mit unterschiedlichen Heiligenmotiven abschlie\xc3\x9fen",5,15,1000,84300,0,0,5,1,5,3
12,"Freibriefe: Erfolge","20 Freibriefe abschlie\xc3\x9fen",20,15,2000,84300,0,0,5,2,5,3
13,"Nachschub und Material: Liefermenge","10 G\xc3\xbcter bei Nachschublieferungen und Materialbeschaffungsmissionen liefern",10,0,1000,0,0,89,6,1,0,6
14,"Nachschub und Material: Qualit\xc3\xa4t","5 HQ-G\xc3\xbcter bei Nachschublieferungen und Materialbeschaffungsmissionen liefern",5,0,1000,0,0,89,6,2,0,6
15,"Schatzsuche: Karten sammeln","3 vergilbte Schatzkarten sammeln",3,0,1000,0,0,149,7,1,0,3
16,"Schatzsuche: Erfolge","5 Schatztruhen bei der Schatzsuche \xc3\xb6ffnen",5,0,2000,0,0,149,7,2,0,3
17,"Mitstreiter: Gegnerzahl 1","20 Feinde gemeinsam mit deinem Mitstreiter besiegen",20,5,1000,0,0,96,8,1,7,3
18,"Mitstreiter: Gegnerzahl 2","100 Feinde gemeinsam mit deinem Mitstreiter besiegen",100,10,2000,0,0,96,8,2,7,3
19,"Wilde St\xc3\xa4mme: Erfolge","5 Auftr\xc3\xa4ge der Wilden St\xc3\xa4mme abschlie\xc3\x9fen",5,0,1000,0,0,152,9,1,0,3
20,"Wilde St\xc3\xa4mme: Erfolge","15 Auftr\xc3\xa4ge der Wilden St\xc3\xa4mme abschlie\xc3\x9fen",15,0,2000,0,0,152,9,2,0,3
21,"Aktuelle Agenda: Erfolge 1","5 verschiedene Herausforderungen der Aktuellen Agenda abschlie\xc3\x9fen",5,0,4000,0,0,0,10,1,0,3
22,"Aktuelle Agenda: Erfolge 2","10 verschiedene Herausforderungen der Aktuellen Agenda abschlie\xc3\x9fen",10,0,4000,0,0,0,10,2,0,3
23,"Aktuelle Agenda: Erfolge 3","15 verschiedene Herausforderungen der Aktuellen Agenda abschlie\xc3\x9fen",15,0,5000,0,20,0,10,3,0,3
24,"Aktuelle Agenda: Erfolge 4","20 verschiedene Herausforderungen der Aktuellen Agenda abschlie\xc3\x9fen",20,0,5000,0,30,0,10,4,0,3
25,"WS-Ehrungen","5 Mal jemanden als \xe2\x80\x9eWertvollsten Spieler\xe2\x80\x9c ehren",5,10,1000,56200,0,160,11,1,5,3
26,"Sammeln","100 Mal als Minenarbeiter oder G\xc3\xa4rtner der eigenen Stufe nahe Gegenst\xc3\xa4nde sammeln",100,5,1000,0,0,0,12,1,5,3
27,"Sammeln: HQ","30 Mal als Minenarbeiter oder G\xc3\xa4rtner der eigenen Stufe nahe HQ-Gegenst\xc3\xa4nde sammeln",30,5,2000,0,0,0,12,2,5,3
28,"Angeln","30 Mal als Fischer erfolgreich angeln",30,5,1000,0,0,0,12,3,5,3
29,"Angeln: HQ","10 Mal als Fischer HQ-Fische angeln",10,5,2000,0,0,0,12,4,5,3
30,"Synthese","30 Mal Gegenst\xc3\xa4nde herstellen",30,10,1000,0,0,0,13,1,5,3
31,"Synthese: HQ","20 Mal HQ-Gegenst\xc3\xa4nde herstellen",20,10,2000,0,0,0,13,2,5,3
32,"Materia einsetzen","5 Mal erfolgreich Materia einsetzen",5,10,2000,0,0,98,13,3,5,3
33,"Unternehmungen: Allgemein","Einen Gehilfen auf 10 Unternehmungen schicken",10,0,1000,0,0,168,14,1,0,3
34,"Unternehmungen: Erkundungen","Einen Gehilfen auf 15 Erkundungen schicken",15,0,4000,0,0,169,14,2,0,3
35,"Carteneauer Front: Teilnahme","7 Mal an PvP-K\xc3\xa4mpfen an der Carteneauer Front teilnehmen",7,0,10,0,0,176,3,3,0,4
36,"Carteneauer Front: Siege","3 PvP-K\xc3\xa4mpfe an der Carteneauer Front gewinnen",3,0,15,0,0,176,3,4,0,4
