0,,,0,0,0,0,0,0,0,0
1,"\xe3\x83\x9f\xe3\x83\x83\xe3\x83\x89\xe3\x83\xa9\xe3\x83\xb3\xe3\x83\x80\xe3\x83\xbc ","\xe3\x83\x9f\xe3\x83\x83\xe3\x83\x89\xe3\x83\xa9\xe3\x83\xb3\xe3\x83\x80\xe3\x83\xbc ",0,0,1,0,-1,1,-2,1
2,"\xe3\x83\x8f\xe3\x82\xa4\xe3\x83\xa9\xe3\x83\xb3\xe3\x83\x80\xe3\x83\xbc","\xe3\x83\x8f\xe3\x82\xa4\xe3\x83\xa9\xe3\x83\xb3\xe3\x83\x80\xe3\x83\xbc",0,0,3,2,0,-2,0,-3
3,"\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xac\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xbc","\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xac\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xbc",0,0,-1,-2,3,2,-3,1
4,"\xe3\x82\xb7\xe3\x82\xa7\xe3\x83\xbc\xe3\x83\x80\xe3\x83\xbc","\xe3\x82\xb7\xe3\x82\xa7\xe3\x83\xbc\xe3\x83\x80\xe3\x83\xbc",0,0,0,-1,0,3,0,-2
5,"\xe3\x83\x97\xe3\x83\xac\xe3\x83\xbc\xe3\x83\xb3\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xbc\xe3\x82\xaf","\xe3\x83\x97\xe3\x83\xac\xe3\x83\xbc\xe3\x83\xb3\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xbc\xe3\x82\xaf",0,0,-2,-2,2,1,0,1
6,"\xe3\x83\x87\xe3\x83\xa5\xe3\x83\xbc\xe3\x83\xb3\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xbc\xe3\x82\xaf","\xe3\x83\x87\xe3\x83\xa5\xe3\x83\xbc\xe3\x83\xb3\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xbc\xe3\x82\xaf",0,0,-3,-3,0,1,2,3
7,"\xe3\x82\xb5\xe3\x83\xb3\xe3\x82\xb7\xe3\x83\xbc\xe3\x82\xab\xe3\x83\xbc","\xe3\x82\xb5\xe3\x83\xb3\xe3\x82\xb7\xe3\x83\xbc\xe3\x82\xab\xe3\x83\xbc",0,0,1,0,2,-2,-1,0
8,"\xe3\x83\xa0\xe3\x83\xbc\xe3\x83\xb3\xe3\x82\xad\xe3\x83\xbc\xe3\x83\x91\xe3\x83\xbc","\xe3\x83\xa0\xe3\x83\xbc\xe3\x83\xb3\xe3\x82\xad\xe3\x83\xbc\xe3\x83\x91\xe3\x83\xbc",0,0,-2,-3,1,-1,3,2
9,"\xe3\x82\xbc\xe3\x83\xbc\xe3\x83\xb4\xe3\x82\xa9\xe3\x83\xab\xe3\x83\x95","\xe3\x82\xbc\xe3\x83\xbc\xe3\x83\xb4\xe3\x82\xa9\xe3\x83\xab\xe3\x83\x95",0,0,2,3,-2,-3,1,-1
10,"\xe3\x83\xad\xe3\x83\xbc\xe3\x82\xa8\xe3\x83\xb3\xe3\x82\xac\xe3\x83\xab\xe3\x83\x87","\xe3\x83\xad\xe3\x83\xbc\xe3\x82\xa8\xe3\x83\xb3\xe3\x82\xac\xe3\x83\xab\xe3\x83\x87",0,0,0,1,-3,0,2,0
11,"\xe3\x82\xa2\xe3\x82\xa6\xe3\x83\xa9\xe3\x83\xbb\xe3\x83\xac\xe3\x83\xb3","\xe3\x82\xa2\xe3\x82\xa6\xe3\x83\xa9\xe3\x83\xbb\xe3\x83\xac\xe3\x83\xb3",0,0,-3,-2,1,0,2,2
12,"\xe3\x82\xa2\xe3\x82\xa6\xe3\x83\xa9\xe3\x83\xbb\xe3\x82\xbc\xe3\x83\xa9","\xe3\x82\xa2\xe3\x82\xa6\xe3\x83\xa9\xe3\x83\xbb\xe3\x82\xbc\xe3\x83\xa9",0,0,3,1,0,0,-3,-1
