0,,0,False
1,"Battlecraft",62501,False
2,"Miner",62510,False
3,"Botanist",62511,False
4,"Fisher",62512,False
5,"Carpenter",62502,False
6,"Blacksmith",62503,False
7,"Armorer",62504,False
8,"Goldsmith",62505,False
9,"Leatherworker",62506,False
10,"Weaver",62507,False
11,"Alchemist",62508,False
12,"Culinarian",62509,False
13,"Brotherhood of the Broken Blade",61451,True
14,"Azeyma's Shields",61452,True
15,"The Horn and Hand",61453,True
16,"The Maelstrom",61461,False
17,"Order of the Twin Adder",61462,False
18,"Immortal Flames",61463,False
