0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
1,"Force","Influence les attaques de m\xc3\xaal\xc3\xa9e des \xc3\xa9p\xc3\xa9es, \xc3\xa9p\xc3\xa9es \xc3\xa0 deux mains, haches, armes de corps \xc3\xa0 corps, armes d'hast, b\xc3\xa2tons, baguettes, grimoires et globes c\xc3\xa9lestes ainsi que la r\xc3\xa9duction de d\xc3\xa9g\xc3\xa2ts des parades et des blocages.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,100,100,100,70,70,70,100,70,100,100,70,70,0
2,"Dext\xc3\xa9rit\xc3\xa9","Influence les attaques de m\xc3\xaal\xc3\xa9e des dagues et les attaques \xc3\xa0 distance des arcs et armes \xc3\xa0 feu ainsi que les chances de parade et de blocage.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,70,70,70,100,70,70,100,70,100,70,100,100,1
3,"Vitalit\xc3\xa9","Influence les PV maximums.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,100,100,100,100,90,90,100,90,100,100,100,100,2
4,"Intelligence","Influence la puissance magique.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,70,70,70,70,100,70,70,100,100,70,70,70,3
5,"Esprit","Influence la puissance de la magie curative.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,70,70,70,70,70,100,70,100,100,70,70,70,4
6,"Pi\xc3\xa9t\xc3\xa9","Influence les PM maximums.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,70,70,70,70,70,100,70,70,100,70,70,70,5
7,"PV",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,6
8,"PM",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,7
9,"PT",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,8
10,"PR",,2,2,2,2,2,2,2,2,25,25,25,13,2,2,4,8,0,4,10,6,6,100,100,100,100,100,100,100,100,100,100,100,100,100,9
11,"PS",,2,2,2,2,2,2,2,2,25,25,25,13,2,2,4,8,0,4,10,6,6,100,100,100,100,100,100,100,100,100,100,100,100,100,10
12,"D\xc3\xa9g\xc3\xa2ts physiques",,100,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,0,0,0,100,100,100,100,90,100,100,100,100,50,100,100,100,-1
13,"D\xc3\xa9g\xc3\xa2ts magiques",,100,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,0,0,0,50,50,50,50,50,100,100,50,100,30,50,50,50,-1
14,"D\xc3\xa9lai",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,11
15,"Effet suppl\xc3\xa9mentaire : ",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
16,"Nombre d'attaques",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
17,"Taux de blocage",,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,100,50,100,100,100,100,-1
18,"Blocage",,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,100,50,100,100,100,100,-1
19,"Parade","Influence les chances de parade. Une parade \xc3\xa9lev\xc3\xa9e permet de parer plus souvent les attaques.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,100,100,100,100,100,100,100,100,100,100,100,100,100,12
20,"Attaque","Influence le montant de d\xc3\xa9g\xc3\xa2ts inflig\xc3\xa9s par les attaques physiques.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,13
21,"D\xc3\xa9fense","Influence le montant de d\xc3\xa9g\xc3\xa2ts re\xc3\xa7us lorsqu'une attaque physique est subie. Une d\xc3\xa9fense \xc3\xa9lev\xc3\xa9e permet de subir moins de d\xc3\xa9g\xc3\xa2ts.",0,0,15,21,15,13,21,15,0,0,0,0,0,0,36,72,0,36,87,57,57,66,100,70,55,55,40,40,55,40,33,55,55,55,14
22,"Pr\xc3\xa9cision","Influence la pr\xc3\xa9cision des attaques physiques et magiques. Plus cette valeur est \xc3\xa9lev\xc3\xa9e, plus vos attaques ont une chance de porter.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,100,100,100,100,100,100,100,100,100,100,100,100,100,15
23,"Esquive",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,16
24,"D\xc3\xa9fense magique","Influence le montant de d\xc3\xa9g\xc3\xa2ts re\xc3\xa7us lorsqu'une attaque magique est subie. Une d\xc3\xa9fense magique \xc3\xa9lev\xc3\xa9e permet de subir moins de d\xc3\xa9g\xc3\xa2ts.",0,0,15,21,15,13,21,15,0,0,0,0,0,0,36,72,0,36,87,57,57,33,100,55,55,55,70,70,55,70,66,55,55,55,17
25,"Attaque critique",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
26,"R\xc3\xa9silience",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
27,"Critique","Influence les chances que vos actions physiques et magiques soient critiques. Une valeur \xc3\xa9lev\xc3\xa9e augmente les chances d'infliger des d\xc3\xa9g\xc3\xa2ts critiques ou de soigner plus de PV.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,100,100,100,100,100,100,100,100,100,100,100,100,100,18
28,"Esquive critique",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
29,"R\xc3\xa9sistance au tranchant","R\xc3\xa9duit les d\xc3\xa9g\xc3\xa2ts re\xc3\xa7us lorsqu'une attaque tranchante est subie.",0,0,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,19
30,"R\xc3\xa9sistance au perforant","R\xc3\xa9duit les d\xc3\xa9g\xc3\xa2ts re\xc3\xa7us lorsqu'une attaque perforante est subie.",0,0,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,20
31,"R\xc3\xa9sistance au contondant","R\xc3\xa9duit les d\xc3\xa9g\xc3\xa2ts re\xc3\xa7us lorsqu'une attaque contondante est subie.",0,0,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,21
32,"R\xc3\xa9sistance aux projectiles",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
33,"Magie offensive","Influence le montant des d\xc3\xa9g\xc3\xa2ts inflig\xc3\xa9s par les attaques magiques.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,22
34,"Magie curative","Influence le montant de PV restaur\xc3\xa9s avec les sorts curatifs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,23
35,"Magie fortifiante",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
36,"Magie fragilisante",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
37,"R\xc3\xa9sistance au feu","R\xc3\xa9duit les d\xc3\xa9g\xc3\xa2ts re\xc3\xa7us lorsqu'une attaque de feu est subie.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,100,100,100,100,100,100,100,100,100,100,100,100,100,24
38,"R\xc3\xa9sistance \xc3\xa0 la glace","R\xc3\xa9duit les d\xc3\xa9g\xc3\xa2ts re\xc3\xa7us lorsqu'une attaque de glace est subie.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,100,100,100,100,100,100,100,100,100,100,100,100,100,25
39,"R\xc3\xa9sistance au vent","R\xc3\xa9duit les d\xc3\xa9g\xc3\xa2ts re\xc3\xa7us lorsqu'une attaque de vent est subie.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,100,100,100,100,100,100,100,100,100,100,100,100,100,26
40,"R\xc3\xa9sistance \xc3\xa0 la terre","R\xc3\xa9duit les d\xc3\xa9g\xc3\xa2ts re\xc3\xa7us lorsqu'une attaque de terre est subie.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,100,100,100,100,100,100,100,100,100,100,100,100,100,27
41,"R\xc3\xa9sistance \xc3\xa0 la foudre","R\xc3\xa9duit les d\xc3\xa9g\xc3\xa2ts re\xc3\xa7us lorsqu'une attaque de foudre est subie.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,100,100,100,100,100,100,100,100,100,100,100,100,100,28
42,"R\xc3\xa9sistance \xc3\xa0 l'eau","R\xc3\xa9duit les d\xc3\xa9g\xc3\xa2ts re\xc3\xa7us lorsqu'une attaque d'eau est subie.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,100,100,100,100,100,100,100,100,100,100,100,100,100,29
43,"R\xc3\xa9sistance magique",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
44,"D\xc3\xa9termination","Influence les d\xc3\xa9g\xc3\xa2ts inflig\xc3\xa9s par les attaques physiques et magiques, le montant de PV restaur\xc3\xa9s avec les sorts curatifs, ainsi que la puissance des attaques automatiques.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,100,100,100,100,100,100,100,100,100,100,100,100,100,30
45,"Vivacit\xc3\xa9","Influence le temps de lancement et de recharge des techniques d'arme et les d\xc3\xa9g\xc3\xa2ts p\xc3\xa9riodiques des attaques physiques. Une valeur \xc3\xa9lev\xc3\xa9e permet de r\xc3\xa9duire les temps de lancement et de recharge, et d'augmenter les d\xc3\xa9g\xc3\xa2ts p\xc3\xa9riodiques.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,100,100,100,100,100,100,100,100,100,100,100,100,100,31
46,"C\xc3\xa9l\xc3\xa9rit\xc3\xa9","Influence le temps de lancement et de recharge des sorts ainsi que les d\xc3\xa9g\xc3\xa2ts et effets curatifs p\xc3\xa9riodiques de la magie. Une valeur \xc3\xa9lev\xc3\xa9e permet de r\xc3\xa9duire les temps de lancement et de recharge, et d'accro\xc3\xaetre les d\xc3\xa9g\xc3\xa2ts et effets curatifs p\xc3\xa9riodiques.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,100,100,100,100,100,100,100,100,100,100,100,100,100,32
47,"\xe9\x80\x9f\xe5\xba\xa6",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,33
48,"Moral","Remplace la d\xc3\xa9fense et la d\xc3\xa9fense magique pour d\xc3\xa9terminer les d\xc3\xa9g\xc3\xa2ts subis lors d'attaques venant d'autres joueurs. D\xc3\xa9termine \xc3\xa9galement les d\xc3\xa9g\xc3\xa2ts inflig\xc3\xa9s aux autres joueurs.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,100,100,100,100,100,100,100,100,100,100,100,100,100,34
49,"Inimiti\xc3\xa9",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
50,"R\xc3\xa9duction d'inimiti\xc3\xa9",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
51,"Recyclage soign\xc3\xa9",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
52,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
53,"R\xc3\xa9cup",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
54,"Recharge",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
55,"Vitesse de d\xc3\xa9placement",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
