0,,,0,0,0,0,0,0,0,False
1,"KONS-Schu","Die Konstitution wird um 2 erh\xc3\xb6ht.",0,5130,2,1,8,0,38,False
2,"Verbesserter Schutzwall","Verbessert die Schadensreduktion durch \xe2\x80\x9eSchutzwall\xe2\x80\x9c auf 20 %.",0,5201,0,1,14,0,38,False
3,"KONS-Schub II","Die Konstitution wird um 4 erh\xc3\xb6ht.",0,5131,4,1,16,0,38,False
4,"Verl\xc3\xa4ngerte Achtsamkeit","Die Vermeidung kritischer Treffer mit \xe2\x80\x9eAchtsamkeit\xe2\x80\x9c wird um 25 Sekunden verl\xc3\xa4ngert.",0,5208,0,1,44,0,38,False
5,"KONS-Schub III","Die Konstitution wird um 6 erh\xc3\xb6ht.",0,5132,6,1,24,0,38,False
6,"Verbessertes Blitzlicht","\xe2\x80\x9eBlitzlicht\xe2\x80\x9c bewirkt zus\xc3\xa4tzlich \xe2\x80\x9eBlind\xe2\x80\x9c.\x02\x10\x01\x03Dauer: 12 Sekunden.",0,5203,0,1,20,0,38,False
7,"Verbesserte Konvaleszenz","Erh\xc3\xb6ht die LP-Regeneration durch \xe2\x80\x9eKonvaleszenz\xe2\x80\x9c auf 30 %.",0,5206,0,1,32,0,38,False
8,"Verbesserter Sentinel","Verbessert die Schadensreduktion durch \xe2\x80\x9eSentinel\xe2\x80\x9c auf 40 %.",0,5202,0,1,48,0,38,False
9,"Halones verst\xc3\xa4rkter Groll","\xe2\x80\x9eHalones Groll\xe2\x80\x9c reduziert STR des Gegners um 10 %.",0,5207,0,1,40,0,38,False
10,"Verbesserter Schildschlag","Die Wirkungsdauer von \xe2\x80\x9eSchildschlag\xe2\x80\x9c ist auf 6 Sekunden verl\xc3\xa4ngert.",0,5204,0,1,36,0,38,False
11,"Verl\xc3\xa4ngerte Verwegenheit","Die Wirkungsdauer von \xe2\x80\x9eVerwegenheit\xe2\x80\x9c ist auf 30 Sekunden verl\xc3\xa4ngert.",0,5205,0,1,28,0,38,False
12,"KONS-Schu","Die Konstitution wird um 2 erh\xc3\xb6ht.",0,5130,2,3,8,0,44,False
13,"KONS-Schub II","Die Konstitution wird um 4 erh\xc3\xb6ht.",0,5131,4,3,16,0,44,False
14,"Blutbad","Verl\xc3\xa4ngert die Wirkungsdauer von \xe2\x80\x9eBlutbad\xe2\x80\x9c auf 30 Sekunden.",0,5252,0,3,20,0,44,False
15,"Beschleunigte Vorahnung","Verk\xc3\xbcrzt die Reaktivierungszeit von \xe2\x80\x9eVorahnung\xe2\x80\x9c auf 90 Sekunden.",0,5251,0,3,14,0,44,False
16,"KONS-Schub III","Die Konstitution wird um 6 erh\xc3\xb6ht.",0,5132,6,3,24,0,44,False
17,"Verl\xc3\xa4ngerte Verst\xc3\xbcmmelung","Verl\xc3\xa4ngert die Wirkungsdauer von \xe2\x80\x9eVerst\xc3\xbcmmelung\xe2\x80\x9c auf 24 Sekunden.",0,5254,0,3,48,0,44,False
18,"Verl\xc3\xa4ngerte Tollwut","Verl\xc3\xa4ngert die Wirkungsdauer von \xe2\x80\x9eTollwut\xe2\x80\x9c auf 20 Sekunden.",0,5253,0,3,36,0,44,False
19,"Verl\xc3\xa4ngerte Rohe Gewalt","Verl\xc3\xa4ngert die Wirkungsdauer von \xe2\x80\x9eRohe Gewalt\xe2\x80\x9c auf 5 Sekunden.",0,5255,0,3,32,0,44,False
20,"Beschleunigter Gnadensto\xc3\x9f","Verk\xc3\xbcrzt die Reaktivierungszeit von \xe2\x80\x9eGnadensto\xc3\x9f\xe2\x80\x9c auf 40 Sekunden.",0,5257,0,3,40,0,44,False
21,"Verl\xc3\xa4ngerter Knochenbrecher","Verl\xc3\xa4ngert die Wirkungsdauer von \xe2\x80\x9eKnochenbrecher\xe2\x80\x9c auf 30 Sekunden.",0,5256,0,3,28,0,44,False
22,"Verbesserter Kampfrausch","Erh\xc3\xb6ht die Steigerung der Maximal-LP durch \xe2\x80\x9eKampfrausch\xe2\x80\x9c auf 20 %.",0,5258,0,3,44,0,44,False
23,"STR-Schu","Die St\xc3\xa4rke wird um 2 erh\xc3\xb6ht.",0,5110,2,2,8,0,41,False
24,"STR-Schub II","Die St\xc3\xa4rke wird um 4 erh\xc3\xb6ht.",0,5111,4,2,16,0,41,False
25,"STR-Schub III","Die St\xc3\xa4rke wird um 6 erh\xc3\xb6ht.",0,5112,6,2,24,0,41,False
26,"Verbesserter Ge\xc3\xb6lter Blitz","Erm\xc3\xb6glicht die Stapelung von zwei \xe2\x80\x9eGe\xc3\xb6lten Blitzen\xe2\x80\x9c.",0,5230,0,2,20,0,41,False
27,"Verbesserte Innere Gel\xc3\xb6stheit","Die Kritische Trefferrate wird durch \xe2\x80\x9eInnere Gel\xc3\xb6stheit\xe2\x80\x9c auf 30 % erh\xc3\xb6ht.",0,5229,0,2,36,0,41,False
28,"Verbesserter Leichtfu\xc3\x9f","Das Ausweichen wird durch \xe2\x80\x9eLeichtfu\xc3\x9f\xe2\x80\x9c auf 20 % erh\xc3\xb6ht.",0,5227,0,2,14,0,41,False
29,"Verbessertes Chakra","Die LP-Regeneration durch \xe2\x80\x9eChakra\xe2\x80\x9c ist auf 650 erh\xc3\xb6ht.",0,5226,0,2,32,0,41,False
30,"Beschleunigte Stahlzinnen","Verk\xc3\xbcrzt die Reaktivierungszeit von \xe2\x80\x9eStahlzinnen\xe2\x80\x9c auf 40 Sekunden.",0,5232,0,2,44,0,41,False
31,"Verbesserter Ge\xc3\xb6lter Blitz II","Erm\xc3\xb6glicht die Stapelung von drei \xe2\x80\x9eGe\xc3\xb6lter Blitz\xe2\x80\x9c-Effekten.",0,5231,0,2,40,0,41,False
32,"Verbesserte Doppelviper","\xe2\x80\x9eDoppelviper\xe2\x80\x9c erh\xc3\xb6ht den ausgeteilten Schaden um\x02\x10\x01\x0310 %.",0,5228,0,2,28,0,41,False
