0,100,95,53,53,0,0,0,45,2,4,10001,0,0,1
1,300,104,56,56,2500,1181,0,50,6,4,10001,1,0,2
2,600,114,57,57,0,0,0,55,14,4,10001,1,0,4
3,1100,123,60,60,0,0,0,60,21,4,10001,1,0,7
4,1700,133,62,62,0,0,0,65,27,4,10001,1,0,7
5,2300,142,65,65,0,0,0,70,34,4,10001,1,0,8
6,4200,152,68,68,0,0,0,75,58,4,10001,1,0,13
7,6000,161,70,70,0,0,0,80,79,4,10001,1,0,14
8,7350,171,73,73,0,0,0,85,92,4,10001,1,0,15
9,9930,180,76,76,0,0,0,90,119,4,10001,1,0,18
10,11800,190,78,78,10000,2141,3,95,134,4,10001,2,3,18
11,15600,209,82,82,0,0,3,100,169,4,10001,2,3,21
12,19600,228,85,85,0,0,4,105,201,4,10001,2,4,25
13,23700,247,89,89,0,0,4,110,231,4,10001,2,4,28
14,26400,266,93,93,0,0,5,115,243,4,10001,2,5,28
15,30500,285,96,96,0,0,5,120,268,4,10003,3,5,28
16,35400,304,100,100,0,0,6,125,297,2,10003,3,6,28
17,40500,323,104,104,0,0,6,130,324,3,10003,3,6,28
18,45700,342,109,109,0,0,7,135,349,3,10003,3,7,28
19,51000,361,113,113,0,0,7,140,373,3,10003,3,7,28
20,56600,380,116,116,20000,3603,8,145,396,7,10005,4,8,28
21,63900,418,122,122,0,0,8,150,429,7,10005,4,8,28
22,71400,456,127,127,0,0,9,155,460,7,10005,4,9,28
23,79100,494,133,133,0,0,9,160,490,7,10005,4,9,28
24,87100,532,138,138,0,0,10,165,518,1,10005,4,10,28
25,95200,570,144,144,0,0,10,170,544,1,10007,5,10,28
26,109800,608,150,150,0,0,11,175,605,1,10007,5,11,29
27,124800,646,155,155,0,0,11,180,662,1,10007,5,11,32
28,140200,684,162,162,0,0,12,185,717,6,10007,5,12,34
29,155900,722,168,168,0,0,12,190,770,6,10007,5,12,38
30,162500,760,173,173,30000,0,13,195,774,6,10009,6,13,38
31,175900,826,181,181,0,0,13,200,810,6,10009,6,13,38
32,189600,893,188,188,0,0,14,205,844,8,10009,6,14,39
33,203500,959,194,194,0,0,14,210,876,8,10009,6,14,39
34,217900,1026,202,202,0,0,15,215,907,8,10009,6,15,39
35,232320,1092,209,209,0,0,15,220,937,9,10011,7,15,41
36,249900,1159,215,215,0,0,16,225,977,9,10011,7,16,42
37,267800,1225,223,223,0,0,17,230,1015,9,10011,7,17,42
38,286200,1292,229,229,0,0,18,235,1052,12,10011,7,18,43
39,304900,1358,236,236,0,0,19,240,1087,12,10011,7,19,45
40,324000,1425,244,244,40000,0,20,245,1121,12,10013,8,20,46
41,340200,1548,253,253,0,0,21,250,1144,11,10013,8,21,46
42,356800,1672,263,263,0,0,22,255,1166,11,10013,8,22,46
43,373700,1795,272,272,0,0,23,260,1187,11,10013,8,23,46
44,390800,1919,283,283,0,0,24,265,1207,13,10013,8,24,46
45,408200,2042,292,292,0,0,25,270,1226,13,10013,9,25,46
46,437600,2166,302,302,0,0,26,275,1279,13,10013,9,26,47
47,467500,2289,311,311,0,0,27,280,1331,5,10013,9,27,47
48,498000,2413,322,322,0,0,28,285,1381,5,10013,9,28,49
49,529000,2536,331,331,0,0,29,290,1429,5,10013,9,29,49
50,864000,2660,341,341,0,0,30,300,1525,5,10013,10,30,80
51,1058400,3000,342,393,0,0,31,315,1577,36,10013,10,31,80
52,1267200,3380,344,444,0,0,31,330,1629,36,10013,10,31,80
53,1555200,3810,345,496,0,0,32,360,1682,37,10013,10,32,80
54,1872000,4300,346,548,0,0,32,390,1734,37,10013,10,32,80
55,2217600,4850,347,600,0,0,33,420,1787,39,10013,10,33,80
56,2592000,5470,349,651,0,0,33,450,1839,39,10013,10,33,80
57,2995200,6170,350,703,0,0,34,480,1892,34,10013,10,34,80
58,3427200,6950,351,755,0,0,34,510,1945,34,10013,10,34,80
59,3888000,7840,352,806,0,0,35,540,1998,31,10013,10,35,80
