0,"None",,65535,65535,0,0,0,0
1,"Say","Cloud Strife: Never mind...",65535,65535,10,1,1,1
2,"Shout","Cloud Strife: Can someone give me some gil?",65535,65535,11,1,3,1
3,"Tell",">> Cloud Strife: Nice shirt.\x02\x10\x01\x03Tifa Lockhart >> Eyes up here, Cloud.",65535,65535,12,1,4,1
4,"Party","(Cloud Strife) Where is everybody?",65535,65535,14,1,5,1
5,"Standard Emotes","Cloud Strife points at Bayohne.",65535,65535,29,1,16,1
6,"Custom Emotes","Cloud Strife wallows in self-pity...",65535,65535,28,1,17,1
7,"Free Company","[FC]<Cloud Strife> Can I invite my friend, Zack?",65535,65535,24,1,7,1
8,"Linkshell [1]","[1]<Cloud Strife> Do I have time to grab my gunblade?",65535,65535,16,1,8,1
9,"Linkshell [2]","[2]<Cloud Strife> Do I have time to grab my gunblade?",65535,65535,17,1,9,1
10,"Linkshell [3]","[3]<Cloud Strife> Do I have time to grab my gunblade?",65535,65535,18,1,10,1
11,"Linkshell [4]","[4]<Cloud Strife> Do I have time to grab my gunblade?",65535,65535,19,1,11,1
12,"Linkshell [5]","[5]<Cloud Strife> Do I have time to grab my gunblade?",65535,65535,20,1,12,1
13,"Linkshell [6]","[6]<Cloud Strife> Do I have time to grab my gunblade?",65535,65535,21,1,13,1
14,"Linkshell [7]","[7]<Cloud Strife> Do I have time to grab my gunblade?",65535,65535,22,1,14,1
15,"Linkshell [8]","[8]<Cloud Strife> Do I have time to grab my gunblade?",65535,65535,23,1,15,1
16,"Yell","Cloud Strife: Aeriiiiiith!",65535,65535,30,1,2,1
17,"Alliance","((\xee\x81\xb1Cloud Strife)) All right, everyone, let's mosey.",65535,65535,15,1,6,1
18,,,0,0,0,0,0,0
19,,,0,0,0,0,0,0
20,,,0,0,0,0,0,0
21,"System Messages","You invite Cloud Strife to a party.",65535,65535,57,2,1,1
22,,,0,0,0,0,0,0
23,"Gathering System Messages","There are no mineral deposits or rocky outcrops in this area.",65535,65535,59,2,4,1
24,"Error Messages","Message to Cloud Strife could not be sent.",65535,65535,60,2,5,1
25,"Echo","Echo",65535,65535,56,2,6,1
26,"NPC Dialogue","Baderon: Now off with ye. I got casks to tap.",65535,65535,61,2,10,4
27,"Loot Notices","You obtain \x02\x13\x06\xfe\xff\xff\xff\xff\x03Excalipoor\x02\x13\x02\xec\x03.",65535,65535,62,2,12,1
28,"Own Progression Messages","You attain level 51!",258,65535,64,2,13,1
29,"Others' Progression Messages","Cloud Strife attains level 2!",2289,65535,64,2,15,1
30,"Own Loot Messages","You roll on Need. 50!",2,65535,65,2,16,1
31,"Others' Loot Messages","Cloud Strife rolls on Need. 1!",65532,65535,65,2,17,1
32,"Own Synthesis Messages","You synthesize a \x02\x13\x06\xfe\xff\xff\xff\xff\x03suit of diamond armor\x02\x13\x02\xec\x03.",2,65535,66,2,18,1
33,"Others' Synthesis Messages","Cloud Strife synthesizes a \x02\x13\x06\xfe\xff\xff\xff\xff\x03boiled egg\x02\x13\x02\xec\x03.",28,65535,66,2,19,1
34,,,0,0,0,0,0,0
35,"Own Gathering Messages","You begin quarrying.",3,65535,67,2,20,1
36,"Others' Fishing Messages","Cloud Strife lands a \x02\x13\x06\xfe\xff\xf3\xf3\xf3\x03Nibelheim bass\x02\x13\x02\xec\x03 measuring 7 ilms!",252,65535,67,2,21,0
37,"Own Battle System Messages","You defeat the Shadow Lord.",1806,65535,58,2,2,2
38,"Others' Battle System Messages","Cloud Strife defeats the little ladybug.",2065,65535,58,2,3,0
39,"NPC Dialogue (Announcements)","Bremondt: Come one, come all!",65535,65535,68,2,11,1
40,"Free Company Announcements","You adjust company hierarchy.",65535,65535,69,2,7,1
41,"Free Company Member Login Notifications","Cloud Strife has logged in.",65535,65535,70,2,8,1
42,"Party Members' Progression Messages","Cloud Strife attains level 2!",1548,65535,64,2,14,1
43,"Retainer Sale Notifications","The ribbon you put up for sale in Ul'dah has sold for 1 gil (after fees).",65535,65535,71,2,9,1
44,"Periodic Recruitment Notifications","Of the 12 parties currently recruiting, 3 match your search conditions.",65535,65535,72,2,22,1
45,"Sign Messages for PC Targets","You mark Cloud Strife as \xe2\x80\x9cTarget to Ignore 1.\xe2\x80\x9d",65535,65535,73,2,23,1
46,"Random Number Messages","Random! You roll a \x02\x12\x02J\x03998.",65535,65535,74,2,24,1
47,,,0,0,0,0,0,0
48,,,0,0,0,0,0,0
49,,,0,0,0,0,0,0
50,,,0,0,0,0,0,0
51,"Damage dealt by you.","You hit the Shadow Lord for 9999 damage.",2,65535,41,4,1,2
52,"Failed attacks by you.","You miss the Shadow Lord.",2,65535,42,4,2,2
