0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,0,0,0,0,0,0,90,10,0,0,0,0,0,0
3,2,3,0,0,0,0,0,0,90,10,0,0,0,0,0,0
4,4,6,0,0,0,0,0,0,90,10,0,0,0,0,0,0
5,5,6,0,0,0,0,0,0,90,10,0,0,0,0,0,0
6,7,9,0,0,0,0,0,0,90,10,0,0,0,0,0,0
7,8,9,0,0,0,0,0,0,90,10,0,0,0,0,0,0
8,10,12,0,0,0,0,0,0,90,10,0,0,0,0,0,0
9,11,12,0,0,0,0,0,0,90,10,0,0,0,0,0,0
10,13,15,0,0,0,0,0,0,90,10,0,0,0,0,0,0
11,14,15,0,0,0,0,0,0,90,10,0,0,0,0,0,0
12,16,18,0,0,0,0,0,0,90,10,0,0,0,0,0,0
13,17,18,0,0,0,0,0,0,90,10,0,0,0,0,0,0
14,19,21,371,0,0,0,0,0,70,20,10,0,0,0,0,0
15,20,21,371,0,0,0,0,0,70,20,10,0,0,0,0,0
16,22,24,0,0,0,0,0,0,80,20,0,0,0,0,0,0
17,23,24,0,0,0,0,0,0,80,20,0,0,0,0,0,0
18,25,27,0,0,0,0,0,0,80,20,0,0,0,0,0,0
19,26,27,0,0,0,0,0,0,80,20,0,0,0,0,0,0
20,28,30,386,0,0,0,0,0,40,20,40,0,0,0,0,0
21,29,30,386,0,0,0,0,0,40,20,40,0,0,0,0,0
22,31,33,0,0,0,0,0,0,90,10,0,0,0,0,0,0
23,32,33,0,0,0,0,0,0,90,10,0,0,0,0,0,0
24,34,36,0,0,0,0,0,0,90,10,0,0,0,0,0,0
25,35,36,0,0,0,0,0,0,90,10,0,0,0,0,0,0
26,37,39,0,0,0,0,0,0,90,10,0,0,0,0,0,0
27,38,39,0,0,0,0,0,0,90,10,0,0,0,0,0,0
28,40,42,0,0,0,0,0,0,90,10,0,0,0,0,0,0
