0,,,0,0,0,0,0,0,0,0,0,0,False,False
1,"P\xc3\xa9trification","Une rigidit\xc3\xa9 semblable \xc3\xa0 la pierre emp\xc3\xaache toute action.",15001,0,0,2,6,122,100,0,0,0,True,False
2,"\xc3\x89tourdissement","Toute action est impossible.",15004,0,0,2,3,125,100,0,0,0,True,False
3,"Sommeil","Le sommeil emp\xc3\xaache toute action.",15013,0,0,2,2,123,100,0,0,3,True,False
4,"\xc3\x89vanouissement","Une perte momentan\xc3\xa9e de conscience emp\xc3\xaache toute action.",15003,0,0,2,8,0,100,0,0,0,True,False
5,"Amn\xc3\xa9sie","L'utilisation d'aptitudes est impossible.",15015,0,0,2,15,0,100,0,0,0,False,False
6,"Pacification","L'utilisation de techniques d'arme est impossible.",15017,0,0,2,14,0,100,0,0,0,False,False
7,"Silence","Le lancement de sorts est impossible.",15005,0,0,2,7,0,100,0,0,0,False,False
8,"H\xc3\xa2te","La vitesse des attaques automatiques est augment\xc3\xa9e, et le temps de recharge des sorts et des techniques d'arme est r\xc3\xa9duit.",15008,0,0,1,16,0,1,0,0,0,False,False
9,"Lenteur","La vitesse des attaques automatiques est r\xc3\xa9duite, et le temps de recharge des sorts et des techniques d'arme est allong\xc3\xa9.",15009,0,0,2,13,0,50,0,0,0,False,False
10,"Lenteur","Les mouvements sont g\xc3\xaan\xc3\xa9s par une contriction.",15545,0,0,2,13,0,50,0,0,0,True,False
11,"Confusion","La folie fait attaquer les alli\xc3\xa9s \xc3\xa0 la place des ennemis.",15603,0,0,2,17,0,100,0,0,0,True,False
12,"L\xc3\xa9vitation","Le corps flotte \xc3\xa0 quelques ilms du sol, d\xc3\xa9fiant la loi de la gravit\xc3\xa9.",15037,0,0,1,16,128,1,0,0,0,True,False
13,"Entrave","Tout d\xc3\xa9placement est impossible.",15003,0,0,2,12,124,100,0,0,0,True,False
14,"Pesanteur","La vitesse de d\xc3\xa9placement est r\xc3\xa9duite.",15002,0,0,2,4,126,100,1,0,0,False,False
15,"C\xc3\xa9cit\xc3\xa9","Un voile d'obscurit\xc3\xa9 diminue la pr\xc3\xa9cision.",15012,0,0,2,10,0,50,0,0,0,False,False
16,,,0,0,0,0,0,0,0,0,0,0,False,False
17,"Paralysie","Une paralysie emp\xc3\xaache parfois d'effectuer des actions.",15006,0,0,2,5,0,100,0,0,0,False,False
18,"Poison","Des d\xc3\xa9g\xc3\xa2ts p\xc3\xa9riodiques de poison sont subis.",15007,0,0,2,1,0,10,0,0,0,False,False
19,"Poison violent","Des d\xc3\xa9g\xc3\xa2ts p\xc3\xa9riodiques de poison sont subis.",15517,0,0,2,1,0,10,0,0,0,True,False
20,"Saign\xc3\xa9e de PT","Perd des PT p\xc3\xa9riodiquement.",15025,0,0,2,17,0,10,0,0,0,False,False
21,"Bonus de PV","Les PV maximums sont augment\xc3\xa9s.",15075,0,0,1,16,0,1,0,0,0,False,False
22,"Malus de PV","Les PV maximums sont r\xc3\xa9duits.",15076,0,0,2,17,0,50,0,0,0,False,False
23,"Bonus de PM","Les PM maximums sont augment\xc3\xa9s.",15077,0,0,1,16,0,1,0,0,0,False,False
24,"Malus de PM","Les PM maximums sont r\xc3\xa9duits.",15078,0,0,2,17,0,50,0,0,0,False,False
25,"Bonus d'attaque","L'attaque est augment\xc3\xa9e.",15050,0,0,1,16,0,1,0,0,0,False,False
26,"Malus d'attaque","L'attaque est r\xc3\xa9duite.",15051,0,0,2,17,0,50,0,0,0,False,False
27,"Bonus de pr\xc3\xa9cision","La pr\xc3\xa9cision est augment\xc3\xa9e.",15060,0,0,1,16,0,1,0,0,0,False,False
28,"Malus de pr\xc3\xa9cision","La pr\xc3\xa9cision est r\xc3\xa9duite.",15061,0,0,2,17,0,50,0,0,0,False,False
29,"Bonus de d\xc3\xa9fense","La d\xc3\xa9fense est augment\xc3\xa9e.",15052,0,0,1,16,0,1,0,0,0,False,False
30,"Malus de d\xc3\xa9fense","La d\xc3\xa9fense est r\xc3\xa9duite.",15053,0,0,2,17,0,50,0,0,0,False,False
31,"Bonus d'esquive","L'esquive est augment\xc3\xa9e.",15062,0,0,1,16,0,1,0,0,0,False,False
32,"Malus d'esquive","L'esquive est r\xc3\xa9duite.",15063,0,0,2,17,0,50,0,0,0,False,False
33,"Bonus de puissance magique","La puissance magique est augment\xc3\xa9e.",15054,0,0,1,16,0,1,0,0,0,False,False
34,"Malus de puissance magique","La puissance magique est r\xc3\xa9duite.",15055,0,0,2,17,0,50,0,0,0,False,False
35,"Bonus de magie curative","La magie curative est augment\xc3\xa9e.",15058,0,0,1,16,0,1,0,0,0,False,False
36,"Malus de magie curative","La magie curative est r\xc3\xa9duite.",15059,0,0,2,17,0,50,0,0,0,False,False
37,"Bonus de d\xc3\xa9fense magique","La d\xc3\xa9fense magique est augment\xc3\xa9e.",15056,0,0,1,16,0,1,0,0,0,False,False
38,"Malus de d\xc3\xa9fense magique","La d\xc3\xa9fense magique est r\xc3\xa9duite.",15057,0,0,2,17,0,50,0,0,0,False,False
39,"R\xc3\xa9sistance \xc3\xa0 \xc3\x89tourdissement",bxc3\x89tourdissement n'a aucun effet.",15566,0,0,1,16,0,100,0,0,0,True,False
40,"R\xc3\xa9sistance \xc3\xa0 Silence","Silence n'a aucun effet.",15567,0,0,1,16,0,100,0,0,0,True,False
41,"Installation d'artisanat","La synth\xc3\xa8se est facilit\xc3\xa9e par l'utilisation d'une installation. Les artisans de niveau 50 ou moins voient leurs PS maximums augment\xc3\xa9s.",16107,0,0,1,16,0,0,0,0,0,False,False
42,"L'\xc3\x89cho","Les PV maximums, les d\xc3\xa9g\xc3\xa2ts inflig\xc3\xa9s et le potentiel curatif des soins sont augment\xc3\xa9s.",16207,0,0,1,16,0,0,0,0,0,True,False
43,"Affaiblissement","Les PV et les PM maximums, ainsi que les caract\xc3\xa9ristiques de combat sont r\xc3\xa9duits de 15%.",15010,0,0,2,0,0,100,0,0,0,False,False
44,"Mourant","Les PV et les PM maximums, ainsi que les caract\xc3\xa9ristiques de combat sont r\xc3\xa9duits de 30%.",15011,0,0,2,0,0,100,0,0,0,False,False
45,"Gr\xc3\xa2ce de l'artisan","Les chances de gains de points d'exp\xc3\xa9rience en tant qu'artisan sont augment\xc3\xa9es.",16106,0,0,1,16,0,0,0,0,0,False,False
46,"Gr\xc3\xa2ce du r\xc3\xa9colteur","Les chances de gains de points d'exp\xc3\xa9rience en tant que r\xc3\xa9colteur sont augment\xc3\xa9es.",16006,0,0,1,16,0,0,0,0,0,False,False
47,"Furtivit\xc3\xa9","Ne peut pas \xc3\xaatre d\xc3\xa9tect\xc3\xa9\x02\x08\x08\xe9\x05\xff\x02e\xff\x01\x03 par les ennemis. Vitesse de d\xc3\xa9placement r\xc3\xa9duite.",16001,0,0,1,16,0,2,0,0,0,True,True
48,"Repu","Sous l'effet d'un repas.",16202,0,0,1,16,0,0,0,0,0,False,False
49,"M\xc3\xa9dicament\xc3\xa9","Les caract\xc3\xa9ristiques sont augment\xc3\xa9es sous l'effet d'un m\xc3\xa9dicament.",16203,0,0,1,16,0,0,0,0,0,False,False
50,"Sprint","La vitesse de d\xc3\xa9placement est augment\xc3\xa9e.",10101,0,0,1,0,0,0,0,0,0,False,False
51,"Malus de force","La force est r\xc3\xa9duite.",15080,0,0,2,17,0,50,0,0,0,False,False
52,"Malus de vitalit\xc3\xa9","La vitalit\xc3\xa9 est r\xc3\xa9duite.",15082,0,0,2,17,0,50,0,0,0,False,False
53,"Bonus de d\xc3\xa9g\xc3\xa2ts physiques","Les d\xc3\xa9g\xc3\xa2ts physiques inflig\xc3\xa9s sont augment\xc3\xa9s.",15050,0,0,1,16,0,1,0,0,0,False,False
54,"Malus de d\xc3\xa9g\xc3\xa2ts physiques","Les d\xc3\xa9g\xc3\xa2ts physiques inflig\xc3\xa9s sont r\xc3\xa9duits.",15051,0,0,2,17,0,50,0,0,0,False,False
55,"Vuln\xc3\xa9rabilit\xc3\xa9 physique diminu\xc3\xa9e","Les d\xc3\xa9g\xc3\xa2ts physiques re\xc3\xa7us sont r\xc3\xa9duits.",15052,0,0,1,16,0,1,0,0,0,False,False
56,"Vuln\xc3\xa9rabilit\xc3\xa9 physique augment\xc3\xa9e","Les d\xc3\xa9g\xc3\xa2ts physiques re\xc3\xa7us sont augment\xc3\xa9s.",15053,0,0,2,17,0,50,0,0,0,False,False
57,"Bonus de d\xc3\xa9g\xc3\xa2ts magiques","Les d\xc3\xa9g\xc3\xa2ts magiques inflig\xc3\xa9s sont augment\xc3\xa9s.",15054,0,0,1,16,0,1,0,0,0,False,False
58,"Malus de d\xc3\xa9g\xc3\xa2ts magiques","Les d\xc3\xa9g\xc3\xa2ts magiques inflig\xc3\xa9s sont r\xc3\xa9duits.",15055,0,0,2,17,0,50,0,0,0,False,False
59,"Vuln\xc3\xa9rabilit\xc3\xa9 magique diminu\xc3\xa9e","Les d\xc3\xa9g\xc3\xa2ts magiques re\xc3\xa7us sont r\xc3\xa9duits.",15056,0,0,1,16,0,1,0,0,0,False,False
60,"Vuln\xc3\xa9rabilit\xc3\xa9 magique augment\xc3\xa9e","Les d\xc3\xa9g\xc3\xa2ts magiques re\xc3\xa7us sont augment\xc3\xa9s.",15057,0,0,2,17,0,50,0,0,0,False,False
61,"Bonus de d\xc3\xa9g\xc3\xa2ts","Les d\xc3\xa9g\xc3\xa2ts inflig\xc3\xa9s sont augment\xc3\xa9s.",15519,0,0,1,16,0,1,0,0,0,False,False
62,"Malus de d\xc3\xa9g\xc3\xa2ts","Les d\xc3\xa9g\xc3\xa2ts inflig\xc3\xa9s sont r\xc3\xa9duits.",15520,0,0,2,17,0,50,0,0,0,False,False
63,"Vuln\xc3\xa9rabilit\xc3\xa9 diminu\xc3\xa9e","Les d\xc3\xa9g\xc3\xa2ts re\xc3\xa7us sont r\xc3\xa9duits.",15021,0,0,1,16,0,1,0,0,0,False,False
