0,0,0,80,0
1,3285041,1179649,80,0
2,3670519,1179657,5,1
3,3785716,1179650,5,1
4,3726228,1179651,15,2
5,3678413,0,80,0
6,3789988,1179650,15,2
7,3788598,0,80,0
8,3678107,1179653,50,3
9,3683313,0,80,0
10,3792098,1179650,50,3
11,3787757,0,80,0
12,3678107,1179654,50,3
13,3683317,0,80,0
14,3792103,1179650,50,3
15,3787757,0,80,0
16,3683319,1179655,15,1
17,3792910,1179650,15,1
18,3684400,1179656,30,1
19,3792951,1179650,30,1
20,3791809,1179652,15,1
21,3679096,1179654,15,1
22,3791810,1179653,15,1
23,3683224,1179654,15,1
24,3683318,1179653,15,1
25,3792350,1179652,15,1
26,3684611,1179655,15,1
27,3793021,1179656,15,1
28,3684728,1179661,15,1
29,3796328,1179658,15,1
30,3685085,1179660,30,2
31,3796331,1179658,30,2
32,3685089,1179659,5,1
33,3796333,1179658,5,1
34,3685104,1179661,15,2
35,3796335,1179659,15,2
36,3685123,1179660,15,1
37,3796336,1179659,15,1
38,3686224,1179666,50,2
39,3687802,0,80,0
40,3799753,1179658,50,2
41,3799203,0,80,0
42,3686241,1179662,15,1
43,3799209,1179658,15,1
44,3686244,1179663,30,3
45,3686765,0,80,0
46,4011313,1179658,30,3
47,3799215,0,80,0
48,3686587,1179664,30,2
49,3687659,0,80,0
50,3799673,1179658,30,2
51,3799222,0,80,0
52,3686587,1179665,50,3
53,3687687,0,80,0
54,3799690,1179658,50,3
55,3799222,0,80,0
56,3686766,1179667,15,1
57,4011314,1179663,15,1
58,3687768,1179665,30,3
59,3799704,1179664,30,3
60,3687831,1179668,50,1
61,3799773,1179666,50,1
62,3688372,1179670,15,1
63,3799814,1179669,15,1
64,3688421,1179671,15,2
65,3688841,0,80,0
66,4002341,1179669,15,2
67,3799902,0,80,0
68,3688421,1179672,30,3
69,3689074,0,80,0
70,4002347,1179669,30,3
71,3799902,0,80,0
72,3688713,1179673,50,3
73,3689140,0,80,0
74,3800718,1179669,50,3
75,3800178,0,80,0
76,3688713,1179674,60,5
77,3689143,0,80,0
78,3748533,0,80,0
79,3816905,1179669,60,5
80,3800740,0,80,0
81,3800178,0,80,0
82,3688011,1179677,30,2
83,3689194,0,80,0
84,3800783,1179669,30,2
85,3800541,0,80,0
86,3687963,1179675,5,2
87,3800538,1179669,5,2
88,3687981,1179676,15,2
89,3800539,1179669,15,2
90,3688101,1179676,15,2
91,3800543,1179675,15,2
92,3689100,1179671,15,1
93,4002348,1179672,15,1
94,4295343,1179680,80,2
95,3694555,0,80,0
96,4291379,1179656,80,2
97,4295441,0,80,0
98,3694714,1179680,60,1
99,4284357,1179679,60,1
100,4291437,1179680,80,2
101,3694725,1179681,80,2
102,4291567,1179682,100,3
103,4573761,0,80,0
104,4573720,1179680,100,3
105,3694739,0,80,0
106,3689275,1179683,80,1
107,4285231,1179682,80,1
108,4297046,1179663,60,3
109,4297310,0,80,0
110,4300113,1179654,60,3
111,4297105,0,80,0
112,5882421,1179686,105,1
113,5883296,1179685,105,1
114,5883350,1179687,130,2
115,5883463,0,80,0
116,5883469,1179685,130,2
117,5883378,0,80,0
118,5883333,1179687,115,1
119,5883467,0,80,0
120,5891567,1179686,115,1
121,5883376,0,80,0
122,5883501,1179688,120,1
123,5883512,1179687,120,1
124,5883529,1179689,150,2
125,5887475,0,80,0
126,5887481,1179687,150,2
127,5887492,0,80,0
128,5883521,1179689,140,2
129,5887472,0,80,0
130,5887480,1179688,140,2
131,5887491,0,80,0
132,5887494,1179692,135,1
133,5887512,1179691,120,1
134,5887500,1179691,125,1
135,5887502,1179690,125,1
136,5887505,1179692,120,1
137,5887496,1179690,135,1
138,5887516,1179694,145,1
139,5887517,1179693,145,1
140,5922735,1179685,5,1
141,5922736,1179684,5,1
142,5923178,0,80,1
