0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
1,3742,0,0,1,1,1,4650,0,0,1,1,1,1958,0,0,1,1,1,2468,0,0,1,1,1,2631,0,0,1,1,1,1681,0,0,1,1,1,3307,0,0,1,1,1,2546,0,0,1,1,1,5106,0,0,10,1,1,5509,0,0,10,1,1,4925,0,0,3,1,1
2,1891,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,3740,3516,0,1,1,1,0,0,0,1,1,1,3308,3515,0,1,1,1,1602,2355,0,1,1,1,0,0,0,1,1,1,5050,0,0,10,1,1,4869,0,0,3,1,1
3,1820,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,3741,3959,3960,1,1,1,2056,0,0,1,1,1,2996,2997,3275,1,1,1,2380,1750,0,1,1,1,5488,0,0,10,1,1,5380,0,0,10,1,1,4926,0,0,3,1,1
4,3763,0,0,1,1,1,4716,0,0,1,1,1,0,0,0,1,1,1,2494,0,0,1,1,1,3530,2653,3761,1,1,1,0,0,0,1,1,1,2961,3276,3274,1,1,1,2430,2315,0,1,1,1,0,0,0,1,1,1,4828,0,0,10,1,1,4927,4928,0,3,3,1
5,2456,0,0,1,1,1,4696,4639,4660,1,1,1,2143,4564,0,1,3,1,2226,0,0,1,1,1,3310,4304,3762,1,1,1,2106,4091,4305,1,1,1,2959,2960,2652,1,1,1,2328,2341,2367,1,1,1,5432,0,0,10,1,1,5396,5516,0,10,10,1,4929,4930,0,3,3,1
6,1996,1821,0,1,1,1,4745,0,0,1,1,1,4565,0,0,3,1,1,3011,0,0,1,1,1,3531,3766,3534,1,1,1,4197,0,0,1,1,1,2999,3533,3001,1,1,1,2481,2507,0,1,1,1,5107,0,0,10,1,1,5351,5534,0,10,10,1,4931,0,0,3,1,1
7,1892,0,0,1,1,1,4658,0,0,1,1,1,0,0,0,1,1,1,3767,0,0,1,1,1,1682,4092,0,1,1,1,4421,4422,0,1,1,1,3532,3963,3010,1,1,1,1603,2392,1751,1,1,1,5133,0,0,10,1,1,4809,0,0,10,1,1,4932,0,0,3,1,1
8,1997,2572,0,1,1,1,4689,4657,0,1,1,1,1959,2144,0,1,1,1,2662,2656,0,1,1,1,3764,2654,3765,1,1,1,2443,4306,0,1,1,1,3314,3008,3313,1,1,1,2520,2417,0,1,1,1,5433,0,0,10,1,1,5383,0,0,10,1,1,4933,4875,4934,3,3,3
9,2228,0,0,1,1,1,4659,4673,0,1,1,1,0,0,0,1,1,1,2469,3540,0,1,1,1,3769,3768,3536,1,1,1,4307,2107,0,1,1,1,3317,3315,3014,1,1,1,1752,2329,0,1,1,1,5110,0,0,10,1,1,5402,4803,0,10,10,1,0,0,0,1,1,1
10,1604,1822,0,1,1,1,4726,4681,0,1,1,1,2145,0,0,1,1,1,2664,2230,0,1,1,1,3966,3016,3537,1,1,1,4093,1683,2057,1,1,1,2661,3316,3015,1,1,1,2482,2356,2342,1,1,1,5124,0,0,10,1,1,4831,0,0,10,1,1,4936,0,0,3,1,1
