0,,,0,0,0,1,0,0
1,"\xe6\x8e\xa1\xe6\x8e\x98\xe5\xa0\xb4",,0,0,0,1,0,0
2,"\xe5\xb2\xa9\xe5\xa0\xb4",,0,0,0,1,0,0
3,"\xe8\x89\xaf\xe6\x9c\xa8",,0,0,0,1,0,0
4,"\xe8\x8d\x89\xe5\x88\x88\xe5\xa0\xb4",,0,0,0,1,0,0
5,"\xe6\x9c\xaa\xe7\x9f\xa5\xe3\x81\xae\xe6\x8e\xa1\xe6\x8e\x98\xe5\xa0\xb4",,0,0,0,1,0,0
6,"\xe6\x9c\xaa\xe7\x9f\xa5\xe3\x81\xae\xe5\xb2\xa9\xe5\xa0\xb4",,0,0,0,1,0,0
7,"\xe6\x9c\xaa\xe7\x9f\xa5\xe3\x81\xae\xe8\x89\xaf\xe6\x9c\xa8",,0,0,0,1,0,0
8,"\xe6\x9c\xaa\xe7\x9f\xa5\xe3\x81\xae\xe8\x8d\x89\xe5\x88\x88\xe5\xa0\xb4",,0,0,0,1,0,0
9,"\xe5\x88\xbb\xe9\x99\x90\xe3\x81\xae\xe6\x8e\xa1\xe6\x8e\x98\xe5\xa0\xb4",,0,0,0,1,0,0
10,"\xe5\x88\xbb\xe9\x99\x90\xe3\x81\xae\xe5\xb2\xa9\xe5\xa0\xb4",,0,0,0,1,0,0
11,"\xe5\x88\xbb\xe9\x99\x90\xe3\x81\xae\xe8\x89\xaf\xe6\x9c\xa8",,0,0,0,1,0,0
12,"\xe5\x88\xbb\xe9\x99\x90\xe3\x81\xae\xe8\x8d\x89\xe5\x88\x88\xe5\xa0\xb4",,0,0,0,1,0,0
13,"\xe4\xbc\x9d\xe8\xaa\xac\xe3\x81\xae\xe6\x8e\xa1\xe6\x8e\x98\xe5\xa0\xb4",,0,0,0,1,0,0
14,"\xe4\xbc\x9d\xe8\xaa\xac\xe3\x81\xae\xe5\xb2\xa9\xe5\xa0\xb4",,0,0,0,1,0,0
15,"\xe4\xbc\x9d\xe8\xaa\xac\xe3\x81\xae\xe8\x89\xaf\xe6\x9c\xa8",,0,0,0,1,0,0
16,"\xe4\xbc\x9d\xe8\xaa\xac\xe3\x81\xae\xe8\x8d\x89\xe5\x88\x88\xe5\xa0\xb4",,0,0,0,1,0,0
17,"\xe9\x9a\xa0\xe3\x82\x8c\xe3\x81\x9f\xe6\x8e\xa1\xe6\x8e\x98\xe5\xa0\xb4",,0,0,0,1,0,0
18,"\xe9\x9a\xa0\xe3\x82\x8c\xe3\x81\x9f\xe5\xb2\xa9\xe5\xa0\xb4",,0,0,0,1,0,0
19,"\xe9\x9a\xa0\xe3\x82\x8c\xe3\x81\x9f\xe8\x89\xaf\xe6\x9c\xa8",,0,0,0,1,0,0
20,"\xe9\x9a\xa0\xe3\x82\x8c\xe3\x81\x9f\xe8\x8d\x89\xe5\x88\x88\xe5\xa0\xb4",,0,0,0,1,0,0
21,,,0,0,0,1,0,0
