0,,,0,0,0,0,0,0,0,0,0,0,False,False
1,"Stein","Die Versteinerung des K\xc3\xb6rpers verhindert das Ausf\xc3\xbchren jeglicher Kommandos.",15001,0,0,2,6,122,100,0,0,0,True,False
2,"Bet\xc3\xa4ubung","Bet\xc3\xa4ubte Sinne verhindern das Ausf\xc3\xbchren jeglicher Kommandos.",15004,0,0,2,3,125,100,0,0,0,True,False
3,"Schlaf","Tiefschlaf verhindert das Ausf\xc3\xbchren jeglicher Kommandos.",15013,0,0,2,2,123,100,0,0,3,True,False
4,"Benommenheit","Benommenheit verhindert das Ausf\xc3\xbchren jeglicher Kommandos. ",15003,0,0,2,8,0,100,0,0,0,True,False
5,"Amnesie","Talente k\xc3\xb6nnen nicht eingesetzt werden.",15015,0,0,2,15,0,100,0,0,0,False,False
6,"Pacem","Waffenfertigkeiten k\xc3\xb6nnen nicht eingesetzt werden.",15017,0,0,2,14,0,100,0,0,0,False,False
7,"Stumm","Zauber k\xc3\xb6nnen nicht gewirkt werden.",15005,0,0,2,7,0,100,0,0,0,False,False
8,"Hast","Die Intervalle zwischen Auto-Attacken und die Reaktivierungszeiten von Waffenfertigkeiten und Magie sind verk\xc3\xbcrzt.",15008,0,0,1,16,0,1,0,0,0,False,False
9,"Gemach","Die Intervalle zwischen Auto-Attacken und die Reaktivierungszeiten von Waffenfertigkeiten und Magie sind verl\xc3\xa4ngert.",15009,0,0,2,13,0,50,0,0,0,False,False
10,"Gemach","Allagische Systeme verlangsamen alle Handlungen.",15545,0,0,2,13,0,50,0,0,0,True,False
11,"Konfus","Greift v\xc3\xb6llig verwirrt die eigenen Kameraden an.",15603,0,0,2,17,0,100,0,0,0,True,False
12,"Levitation","Schwebt einige Ilme \xc3\xbcber dem Boden.",15037,0,0,1,16,128,1,0,0,0,True,False
13,"Fessel","Das Bewegen von der Stelle ist nicht m\xc3\xb6glich.",15003,0,0,2,12,124,100,0,0,0,True,False
14,"Gewicht","Bewegungsgeschwindigkeit ist gesenkt.",15002,0,0,2,4,126,100,1,0,0,False,False
15,"Blind","Vor\xc3\xbcbergehende Blindheit senkt die Pr\xc3\xa4zision.",15012,0,0,2,10,0,50,0,0,0,False,False
16,,,0,0,0,0,0,0,0,0,0,0,False,False
17,"Paralyse","Paralysierte Nerven lassen Kommandos ab und zu aussetzen.",15006,0,0,2,5,0,100,0,0,0,False,False
18,"Gift","Erleidet schrittweise Schaden durch Gift.",15007,0,0,2,1,0,10,0,0,0,False,False
19,"Giftpollen","Giftige Pollen in deiner Lunge verursachen schrittweise Schaden.",15517,0,0,2,1,0,10,0,0,0,True,False
20,"TP-Verlust","TP nehmen schrittweise ab.",15025,0,0,2,17,0,10,0,0,0,False,False
21,"LP-Bonus","Maximale LP sind erh\xc3\xb6ht.",15075,0,0,1,16,0,1,0,0,0,False,False
22,"LP-Malus","Maximale LP sind gesenkt.",15076,0,0,2,17,0,50,0,0,0,False,False
23,"MP-Bonus","Maximale MP sind erh\xc3\xb6ht.",15077,0,0,1,16,0,1,0,0,0,False,False
24,"MP-Malus","Maximale MP sind gesenkt.",15078,0,0,2,17,0,50,0,0,0,False,False
25,"Attacke-Bonus","Der Attacke-Wert ist erh\xc3\xb6ht.",15050,0,0,1,16,0,1,0,0,0,False,False
26,"Attacke-Malus","Der Attacke-Wert ist gesenkt.",15051,0,0,2,17,0,50,0,0,0,False,False
