0,"\xe9\xa3\x9b\xe7\xa9\xba\xe8\x89\x87\xe8\xa8\xad\xe8\xa8\x88\xe5\x9b\xb3:\xe7\xac\xac2\xe9\x9b\x86",1,12923,0,0,1,6,0,0
1,"\xe9\xa3\x9b\xe7\xa9\xba\xe8\x89\x87\xe8\xa8\xad\xe8\xa8\x88\xe5\x9b\xb3:\xe7\xac\xac3\xe9\x9b\x86",2,12924,12923,0,1,10,4,0
2,"\xe9\xa3\x9b\xe7\xa9\xba\xe8\x89\x87\xe8\xa8\xad\xe8\xa8\x88\xe5\x9b\xb3:\xe7\xac\xac4\xe9\x9b\x86",3,12925,12923,0,1,10,4,0
3,"\xe9\xa3\x9b\xe7\xa9\xba\xe8\x89\x87\xe8\xa8\xad\xe8\xa8\x88\xe5\x9b\xb3:\xe7\xac\xac5\xe9\x9b\x86",4,12926,12924,0,1,14,4,0
4,"\xe9\xa3\x9b\xe7\xa9\xba\xe8\x89\x87\xe8\xa8\xad\xe8\xa8\x88\xe5\x9b\xb3:\xe7\xac\xac6\xe9\x9b\x86",5,12927,12925,12923,1,14,4,4
5,"\xe5\xae\xb6\xe5\xb1\x8b\xe8\xa8\xad\xe8\xa8\x88\xe5\x9b\xb3:\xe6\x96\x99\xe7\x90\x86\xe5\xb1\x8",1,12920,0,0,2,10,0,0
6,"\xe5\xae\xb6\xe5\xb1\x8b\xe8\xa8\xad\xe8\xa8\x88\xe5\x9b\xb3:\xe9\x98\xb2\xe5\x85\xb7\xe5\xb1\x8",2,12921,0,0,2,10,0,0
7,"\xe5\xae\xb6\xe5\xb1\x8b\xe8\xa8\xad\xe8\xa8\x88\xe5\x9b\xb3:\xe6\xad\xa6\xe5\x99\xa8\xe5\xb1\x8",3,12922,12921,0,2,9,8,0
8,"\xe9\xad\x94\xe5\x99\xa8\xe8\xa8\xad\xe8\xa8\x88\xe5\x9b\xb3:\xe7\xac\xac2\xe9\x9b\x86",1,12928,0,0,0,6,0,0
9,"\xe9\xad\x94\xe5\x99\xa8\xe8\xa8\xad\xe8\xa8\x88\xe5\x9b\xb3:\xe7\xac\xac3\xe9\x9b\x86",2,12928,0,0,0,6,0,0
10,"\xe9\xad\x94\xe5\x99\xa8\xe8\xa8\xad\xe8\xa8\x88\xe5\x9b\xb3:\xe7\xac\xac4\xe9\x9b\x86",3,12928,0,0,0,6,0,0
11,"\xe9\xad\x94\xe5\x99\xa8\xe8\xa8\xad\xe8\xa8\x88\xe5\x9b\xb3:\xe7\xac\xac5\xe9\x9b\x86",4,12929,12922,0,0,4,2,0
12,"\xe9\xad\x94\xe5\x99\xa8\xe8\xa8\xad\xe8\xa8\x88\xe5\x9b\xb3:\xe7\xac\xac6\xe9\x9b\x86",5,12929,12922,0,0,4,2,0
13,"\xe9\xad\x94\xe5\x99\xa8\xe8\xa8\xad\xe8\xa8\x88\xe5\x9b\xb3:\xe7\xac\xac7\xe9\x9b\x86",6,12929,12922,0,0,4,2,0
14,"\xe5\xa4\xa7\xe5\x9e\x8b\xe9\xad\x94\xe5\x99\xa8\xe8\xa8\xad\xe8\xa8\x88\xe5\x9b\xb3:\xe7\xac\xac2\xe9\x9b\x86",7,12929,12922,12920,0,6,3,8
15,,0,0,0,0,0,0,0,0
16,,0,0,0,0,0,0,0,0
17,,0,0,0,0,0,0,0,0
18,,0,0,0,0,0,0,0,0
19,,0,0,0,0,0,0,0,0
20,,0,0,0,0,0,0,0,0
21,,0,0,0,0,0,0,0,0
22,,0,0,0,0,0,0,0,0
23,,0,0,0,0,0,0,0,0
24,,0,0,0,0,0,0,0,0
25,,0,0,0,0,0,0,0,0
26,,0,0,0,0,0,0,0,0
27,,0,0,0,0,0,0,0,0
28,,0,0,0,0,0,0,0,0
29,,0,0,0,0,0,0,0,0
30,,0,0,0,0,0,0,0,0
31,,0,0,0,0,0,0,0,0
