0,,,,,,0,0,0,1,0,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,45,15,10,10,0,100,0,0,0,-1,True
1,"company chocobo","company chocobos","Summon your Grand Company-issued battle chocobo.","Born and bred in the city-state of Ishgard, the majority of company chocobos are geldings of the rouncey variety; however, massive destriers and miniature Belah'dian jennets are also raised to accommodate the builds of Roegadyn and\x02\x10\x01\x03Lalafellin riders respectively.","Chocobos are stout-\x02\x10\x01\x03hearted creatures, but\x02\x10\x01\x03they have their limits.\x02\x10\x01\x03  - Mimigun",0,0,0,1,0,0,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",1.0,1.0499999523162842,0.6000000238418579,0.8999999761581421,1.100000023841858,1.0800000429153442,0.8999999761581421,1.0,0.6000000238418579,0.8500000238418579,1.100000023841858,0.8199999928474426,1,65536,65536,65537,0,2,374,0,62,4401,0,2,45,15,20,20,1,100,0,0,0,0,True
2,,,,,,0,0,0,1,0,0,,,"SE_Bt_Etc_ChocoboBye",1.0,1.0499999523162842,0.6000000238418579,0.8999999761581421,1.100000023841858,1.0800000429153442,0.8999999761581421,1.0,0.6000000238418579,0.8500000238418579,1.100000023841858,0.8199999928474426,1,65537,65537,65537,65537,3,0,0,61,0,0,0,45,15,20,20,0,100,0,0,0,-1,True
3,,,,,,0,0,0,1,0,0,,,"SE_Bt_Etc_ChocoboBye",1.0,1.0499999523162842,0.6000000238418579,0.8999999761581421,1.100000023841858,1.0800000429153442,0.8999999761581421,1.0,0.6000000238418579,0.8500000238418579,1.100000023841858,0.8199999928474426,1,65552,65552,65537,0,3,0,0,61,0,0,0,45,15,2,9,0,100,0,0,0,-1,True
4,"goobbue","goobbues","Use the odd-shaped horn gifted to you by the wandering minstrel to call a massive goobbue to your side.","Traded for a song by the High Satrap of a distant land, the secret to taming these creatures once thought to be unbreakable was introduced to Eorzea by a mysterious wandering minstrel who journeyed through the realm in the final\x02\x10\x01\x03days before the Calamity.","Would that I had the\x02\x10\x01\x03girth of a goobbue!\x02\x10\x01\x03  - Nanamo Ul Namo",0,0,0,1,0,0,"SE_Bt_Etc_GuuBooWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GuuBooBye",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,1,0,0,4,0,0,121,4403,1,0,45,15,15,9,4,100,0,0,0,1,True
5,"legacy chocobo","legacy chocobos","Five years and a realm-shaking Calamity were not enough to break the bonds between you and your loyal steed. A single whistle and he will be at your side once again.","In the five years following your sudden disappearance from the Carteneau Flats, your ever-faithful chocobo spent each waking moment galloping across the realm in search of his lost master. His myriad adventures are nothing less than fantastical\x02\x10\x01\x03and heartbreaking...but that is\x02\x10\x01\x03a story for another day.","Go find the chocobo you\x02\x10\x01\x03rode in on, and ride on out.\x02\x10\x01\x03  - Sevrin",0,0,0,1,0,0,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",1.0,1.0499999523162842,0.6000000238418579,0.8999999761581421,1.100000023841858,1.0800000429153442,0.8999999761581421,1.0,0.6000000238418579,0.8500000238418579,1.100000023841858,0.8199999928474426,1,65545,65545,65545,65545,2,374,0,62,4402,0,2,45,15,20,20,1,100,0,0,0,2,True
6,"magitek armor","suits of magitek armor","Call into battle your suit of Garlond Ironworks-modified magitek armor.","This suit of Garlean-developed reaper-class magitek battle armor has had its original control systems purged and replaced with a new, modified core built by Cid of the Garlond Ironworks.","At last, our very own\x02\x10\x01\x03suit of magitek armor!\x02\x10\x01\x03  - Cid Garlond",0,0,0,1,0,0,"SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0,131073,0,0,2,0,0,262,4406,2,0,45,15,0,10,3,77,0,0,0,3,True
7,,,,,,0,0,0,1,0,0,,,,1.0,1.0499999523162842,0.6000000238418579,0.8999999761581421,1.100000023841858,1.0800000429153442,0.8999999761581421,1.0,0.6000000238418579,0.8500000238418579,1.100000023841858,0.8199999928474426,311,0,1,0,0,5,0,0,121,0,0,0,45,15,0,0,0,100,0,0,0,-1,True
8,"coeurl","coeurls","Summon your fleet-footed battle coeurl, trained from a pup to recognize you as a friend...not food.","Native to the jungles of the Near East, coeurls were only recently introduced to Eorzea, brought over from faraway lands such as Thavnair by Ul'dahn nobles who thought to breed them as pets. Now, but a handful of skilled tamers living in recluse on the Pearl are\x02\x10\x01\x03said to be able to train them.","Hey, good lookin'!\x02\x10\x01\x03Catch my coeurl yet?\x02\x10\x01\x03  - Swygrael",0,0,0,1,0,0,"SE_Bt_Etc_CuahrWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_CuahrBye",1.0,1.0499999523162842,0.6000000238418579,0.8999999761581421,1.100000023841858,1.100000023841858,0.8999999761581421,1.0,0.6000000238418579,0.8500000238418579,1.100000023841858,0.8199999928474426,70,0,1,0,0,2,0,0,121,4405,0,0,45,15,20,10,5,60,0,0,0,4,True
9,"ahriman","ahrimans","Summon forth a riding ahriman, bound to this realm with powerful magicks guaranteed to never fade.","Though little is known of the void and the creatures which call the extra-dimensional realm home, scholars have discovered that there is a strict hierarchy amongst voidsent consisting of twelve distinct tiers. Ahrimans are believed to fall into the fifth, making them formidable foes...\x02\x10\x01\x03when not enthralled by curses.","Ye'd 'ave t' be blinder'n an\x02\x10\x01\x03ahriman wi' an eyepatch t'\x02\x10\x01\x03miss the camp.\x02\x10\x01\x03  - Baderon Tenfingers",0,0,1,1,0,0,"SE_Bt_Etc_AhrimanWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_AhrimanBye",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,167,0,1,0,0,2,0,0,121,4404,0,0,45,15,20,10,6,100,0,0,0,5,True
