0,"aventurier","AVN","aventuri\xc3\xa8re",0,"Adventurer",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,30,0,0,0,0,0,0,0,1,-1,-1,-1,127
1,"gladiateur","GLA","gladiatrice",0,"Gladiator",0,0,0,1601,0,110,50,95,100,90,50,95,80,100,100,100,100,100,100,197,198,199,3359,0,0,30,1,0,1,1,3,3,1,1,1,0,-1,0
2,"pugiliste","PGL","pugiliste",0,"Pugilist",0,0,0,1680,0,105,35,100,95,100,45,85,60,100,100,100,100,100,100,200,201,202,3360,0,0,30,2,0,2,2,3,1,2,1,0,1,-1,1
3,"maraudeur","MRD","maraudeuse",0,"Marauder",0,0,0,1749,0,115,30,100,100,90,30,50,40,100,100,100,100,100,100,197,198,4240,3359,0,0,30,3,0,3,1,1,3,3,1,2,2,-1,2
4,"ma\xc3\xaetre d'hast","HAS","ma\xc3\xaetre d'hast",0,"Lancer",0,0,0,1819,0,110,40,105,100,95,40,60,70,100,100,100,100,100,100,200,201,4242,3360,0,0,30,4,0,4,2,2,1,4,1,4,3,-1,3
5,"archer","ARC","arch\xc3\xa8re",0,"Archer",0,0,0,1889,0,100,70,85,95,105,80,75,80,100,100,100,100,100,100,4238,4239,4244,4249,0,0,30,5,0,5,3,2,2,5,1,3,4,-1,4
6,"\xc3\xa9l\xc3\xa9mentaliste","\xc3\x89LM","\xc3\xa9l\xc3\xa9mentaliste",0,"Conjurer",0,0,0,1995,0,100,115,50,95,100,100,105,110,100,100,100,100,100,100,206,207,208,3362,0,0,31,6,0,6,4,2,5,7,1,6,5,-1,5
7,"occultiste","OCC","occultiste",0,"Thaumaturge",0,0,0,2055,0,100,120,40,95,95,105,70,115,100,100,100,100,100,100,203,204,205,3361,0,0,31,7,0,7,3,3,4,8,1,5,6,-1,6
8,"menuisier","MEN","menuisi\xc3\xa8re",0,"Carpenter",10337,0,0,0,0,100,100,90,105,100,90,90,90,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,8,0,0,0,101,1,7,-1,0,127
9,"forgeron","FRG","forgeronne",0,"Blacksmith",10338,0,0,0,0,100,100,105,90,90,90,100,90,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,9,0,0,0,102,1,8,-1,1,127
10,"armurier","ARM","armuri\xc3\xa8re",0,"Armorer",10339,0,0,0,0,100,100,100,105,90,90,90,90,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,10,0,0,0,103,1,9,-1,2,127
11,"orf\xc3\xa8vre","ORF","orf\xc3\xa8vre",0,"Goldsmith",10340,0,0,0,0,100,100,90,90,105,100,90,90,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,11,0,0,0,104,1,10,-1,3,127
12,"tanneur","TAN","tanneuse",0,"Leatherworker",10341,0,0,0,0,100,100,90,105,90,100,90,90,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,12,0,0,0,105,1,11,-1,4,127
13,"couturier","COU","couturi\xc3\xa8re",0,"Weaver",10342,0,0,0,0,100,100,90,90,105,90,100,90,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,13,0,0,0,106,1,12,-1,5,127
14,"alchimiste","ALC","alchimiste",0,"Alchemist",10343,0,0,0,0,100,100,90,90,90,105,90,100,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,14,0,0,0,107,1,13,-1,6,127
15,"cuisinier","CUI","cuisini\xc3\xa8re",0,"Culinarian",10344,0,0,0,0,100,100,90,90,90,90,105,100,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,15,0,0,0,108,1,14,-1,7,127
16,"mineur","MIN","mineuse",0,"Miner",0,0,0,0,0,100,100,100,90,90,90,100,90,100,100,100,100,100,100,0,0,0,0,0,0,32,0,0,16,0,0,0,201,1,15,-1,-1,127
17,"botaniste","BTN","botaniste",0,"Botanist",0,0,0,0,0,100,100,90,90,100,100,90,90,100,100,100,100,100,100,0,0,0,0,0,0,32,0,0,17,0,0,0,202,1,16,-1,-1,127
18,"p\xc3\xaacheur","P\xc3\x8aC","p\xc3\xaacheuse",0,"Fisher",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,32,0,0,18,0,0,0,203,1,17,-1,-1,127
19,"paladin","PLD","paladin",4299957033,"Paladin",4542,66656,66596,0,0,120,60,100,110,95,60,100,85,100,100,100,100,100,100,197,198,199,3359,0,0,30,8,1,1,1,0,3,51,1,1,-1,-1,0
20,"moine","MOI","moine",4300022569,"Monk",4543,66657,66602,0,0,110,45,110,100,105,50,90,65,100,100,100,100,100,100,200,201,202,3360,0,0,30,9,2,2,2,0,1,52,1,0,-1,-1,1
21,"guerrier","GUE","guerri\xc3\xa8re",4300088105,"Warrior",4544,66655,66590,0,0,125,40,105,110,95,40,55,45,100,100,100,100,100,100,197,198,4240,3359,0,0,30,10,3,3,1,0,3,53,1,2,-1,-1,2
22,"chevalier dragon","DRG","chevalier dragon",4300153641,"Dragoon",4545,66658,66608,0,0,115,50,115,105,100,45,65,75,100,100,100,100,100,100,200,201,4242,3360,0,0,30,11,4,4,2,0,1,54,1,4,-1,-1,3
23,"barde","BRD","barde",4300219177,"Bard",4546,66659,66614,0,0,105,80,90,100,115,85,80,85,100,100,100,100,100,100,4238,4239,4244,4249,0,0,30,12,5,5,3,0,2,55,1,3,-1,-1,4
24,"mage blanc","MBL","mage blanc",4300284713,"White Mage",4547,66660,66620,0,0,105,120,55,100,105,105,115,120,100,100,100,100,100,100,206,207,208,3362,0,0,31,13,6,6,4,0,5,57,1,6,-1,-1,5
25,"mage noir","MNO","mage noir",4300350249,"Black Mage",4548,66661,66626,0,0,105,125,45,100,100,115,75,120,100,100,100,100,100,100,203,204,205,3361,0,0,31,14,7,7,3,0,4,58,1,5,-1,-1,6
26,"arcaniste","ACN","arcaniste",0,"Arcanist",0,0,0,2142,0,100,110,85,95,95,105,75,100,100,100,100,100,100,100,203,204,4246,3361,0,0,31,15,0,26,3,1,4,9,1,18,7,-1,7
27,"invocateur","INV","invocatrice",4300415785,"Summoner",4549,66662,66632,0,0,105,110,90,100,100,115,80,105,100,100,100,100,100,100,203,204,4246,3361,0,0,31,16,8,26,3,0,4,59,1,18,-1,-1,7
28,"\xc3\xa9rudit","\xc3\x89RU","\xc3\xa9rudite",4300481321,"Scholar",4550,66663,66638,0,0,105,115,90,100,100,105,115,120,100,100,100,100,100,100,206,207,4247,3362,0,0,31,17,9,26,4,0,6,60,1,18,-1,-1,7
29,"surineur","SUR","surineuse",0,"Rogue",0,0,0,0,0,103,40,80,95,100,60,70,60,100,100,100,100,100,100,200,201,4243,3360,0,0,30,18,0,29,2,0,2,6,1,19,8,-1,11
30,"ninja","NIN","ninja",4301726505,"Ninja",7886,67115,65770,0,0,108,50,85,100,110,65,75,65,100,100,100,100,100,100,200,201,4243,3360,0,0,30,19,10,29,2,0,2,56,1,19,-1,-1,11
31,"machiniste","MCH","machiniste",4302381865,"Machinist",8574,0,0,0,0,105,80,85,100,115,80,85,85,100,100,100,100,100,100,4238,4239,4245,4249,0,0,30,20,11,31,3,0,2,62,30,20,9,-1,-1
32,"chevalier noir","CHN","chevalier noir",4302512937,"Dark Knight",8839,0,0,0,0,120,80,105,110,95,60,40,85,100,100,100,100,100,100,197,198,4241,3359,0,0,30,21,12,32,1,0,3,61,30,21,10,-1,-1
33,"astromancien","AST","astromancienne",4302447401,"Astrologian",8840,0,0,0,0,105,120,50,100,100,105,115,120,100,100,100,100,100,100,206,207,4248,3362,0,0,31,22,13,33,4,0,6,63,30,22,11,-1,-1
