0,,1,0,0,0,0
1,"Interagieren",61103,80,81,82,2
2,"Interagieren",61103,80,81,82,2
3,"Interagieren",61103,80,81,82,5
4,"Interagieren",61103,80,81,82,10
5,"Interagieren",61103,80,81,82,15
6,"Interagieren",61103,80,81,82,2
7,"Interagieren",61103,80,81,82,5
8,"Interagieren",61103,80,81,82,10
9,"Interagieren",61103,80,81,82,15
10,"Warten",61104,175,176,177,2
11,"Warten",61104,175,176,177,2
12,"Warten",61104,175,176,177,5
13,"Warten",61104,175,176,177,10
14,"Interagieren",61103,80,81,82,2
15,"Interagieren",61103,80,81,82,2
16,"Interagieren",61103,80,81,82,5
17,"Interagieren",61103,80,81,82,10
18,"Interagieren",61103,80,81,82,2
19,"Harmonisieren",61105,169,170,171,5
20,"Interagieren",61103,80,81,82,1
21,"Interagieren",61103,80,81,82,2
22,"Interagieren",61103,80,81,82,5
23,"Interagieren",61103,172,173,174,1
24,"Interagieren",61103,172,173,174,2
25,"Interagieren",61103,172,173,174,5
26,"Helfen",61103,184,185,186,2
27,"Pfeifen",61104,178,179,180,2
28,"Wache stehen",61104,175,176,177,10
29,"Vermerken",61103,172,173,174,1
30,"Pfeifen",61103,178,179,180,2
31,"Interagieren",61103,181,182,183,2
32,"Interagieren",61103,181,182,183,5
33,"Interagieren",61103,181,182,183,10
34,"Helfen",61103,184,185,186,2
35,"Helfen",61103,184,185,186,5
36,"Helfen",61103,184,185,186,10
37,"Interagieren",61103,178,179,180,2
38,"Helfen",61103,172,173,174,2
39,"Helfen",61103,172,173,174,5
40,"Helfen",61103,172,173,174,10
41,"Interagieren",61104,175,176,177,10
42,"Fesseln l\xc3\xb6sen",61103,181,182,183,10
43,"Bes\xc3\xa4nftigen",61103,172,173,174,10
44,"Bes\xc3\xa4nftigen",61103,184,185,186,10
45,"Interagieren",61103,172,173,174,2
46,"Interagieren",61103,172,173,174,5
47,"Interagieren",61103,172,173,174,10
48,"\xc3\x84rgern",61103,181,182,183,5
49,"Ventil schlie\xc3\x9fen",61103,181,182,183,5
50,"Ausschau halten",61104,175,176,177,5
51,"Ventil schlie\xc3\x9fen",61103,181,182,183,5
52,"Interagieren",61103,80,81,82,1
53,"Interagieren",61103,181,182,183,2
54,"Interagieren",61103,181,182,183,5
55,"Interagieren",61103,181,182,183,10
56,"Ausschau halten",61104,175,176,177,5
57,"Erobern",61103,172,173,174,2
58,"Erobern",61103,172,173,174,5
59,"Erobern",61103,172,173,174,10
60,"Harmonisieren",61103,172,173,174,5
61,"Interagieren",61103,0,0,0,2
