70001,"Thaumaturge 01",75,1,0,0,0,3,0,0,0
70002,"Thaumaturge 02",180,207,0,0,0,3,0,0,0
70003,"Thaumaturge 03",360,208,0,0,0,3,0,0,0
70004,"Thaumaturge 04",410,209,0,0,0,3,0,0,0
70005,"Thaumaturge 05",530,215,0,0,0,3,0,0,0
70006,"Thaumaturge 06",980,212,0,0,0,3,0,0,0
70007,"Thaumaturge 07",1100,216,0,0,0,3,0,0,0
70008,"Thaumaturge 08",1300,217,0,0,0,3,0,0,0
70009,"Thaumaturge 09",1600,220,0,0,0,3,0,0,0
70010,"Thaumaturge 10",1700,221,0,0,0,3,0,0,0
70011,"Thaumaturge 11",2300,228,229,0,0,3,2,0,0
70012,"Thaumaturge 12",3200,227,231,0,0,3,2,0,0
70013,"Thaumaturge 13",4000,233,232,0,0,3,2,0,0
70014,"Thaumaturge 14",4500,234,0,0,0,3,0,0,0
70015,"Thaumaturge 15",5000,236,0,0,0,3,0,0,0
70016,"Thaumaturge 16",5300,237,0,0,0,3,0,0,0
70017,"Thaumaturge 17",5500,241,0,0,0,3,0,0,0
70018,"Thaumaturge 18",5700,239,0,0,0,3,0,0,0
70019,"Thaumaturge 19",5900,243,0,0,0,3,0,0,0
70020,"Thaumaturge 20",6100,244,0,0,0,3,0,0,0
70021,"Thaumaturge 21",6300,134,137,0,0,4,2,0,0
70022,"Thaumaturge 22",6500,33,246,0,0,4,2,0,0
70023,"Thaumaturge 23",6700,247,139,0,0,4,2,0,0
70024,"Thaumaturge 24",6900,144,143,0,0,4,2,0,0
70025,"Thaumaturge 25",7100,148,0,0,0,4,0,0,0
70026,"Thaumaturge 26",7600,254,0,0,0,4,0,0,0
70027,"Thaumaturge 27",8600,251,0,0,0,4,0,0,0
70028,"Thaumaturge 28",9400,260,0,0,0,4,0,0,0
70029,"Thaumaturge 29",9700,263,0,0,0,4,0,0,0
70030,"Thaumaturge 30",10000,168,0,0,0,4,0,0,0
70031,"Thaumaturge 31",11000,44,166,0,0,5,2,0,0
70032,"Thaumaturge 32",12000,264,170,0,0,5,2,0,0
70033,"Thaumaturge 33",12500,269,49,0,0,5,2,0,0
70034,"Thaumaturge 34",13000,50,172,0,0,5,2,0,0
70035,"Thaumaturge 35",13500,62,0,0,0,5,0,0,0
70036,"Thaumaturge 36",14000,54,0,0,0,5,0,0,0
70037,"Thaumaturge 37",14500,295,0,0,0,5,0,0,0
70038,"Thaumaturge 38",15000,298,0,0,0,5,0,0,0
70039,"Thaumaturge 39",16000,299,0,0,0,5,0,0,0
70040,"Thaumaturge 40",16500,273,0,0,0,5,0,0,0
70041,"Thaumaturge 41",17000,308,179,0,0,6,2,0,0
70042,"Thaumaturge 42",17500,73,186,0,0,6,1,0,0
70043,"Thaumaturge 43",18000,187,188,0,0,6,2,0,0
70044,"Thaumaturge 44",18500,310,191,0,0,6,2,0,0
70045,"Thaumaturge 45",19000,315,316,0,0,3,2,0,0
70046,"Thaumaturge 46",19500,278,0,0,0,6,0,0,0
70047,"Thaumaturge 47",20000,78,0,0,0,6,0,0,0
70048,"Thaumaturge 48",20500,201,0,0,0,6,0,0,0
70049,"Thaumaturge 49",21000,284,0,0,0,6,0,0,0
70050,"Thaumaturge 50",21500,91,0,0,0,6,0,0,0
