0,,0,0,0,0,0,0,0,0,0,True
1,"battle/battle_start",0,0,0,1,0,0,0,0,2,True
2,"battle/battle_end",0,0,0,1,0,0,0,0,1,True
3,"normal/idle",0,0,0,0,0,0,2,0,2,True
4,"normal/idle_inactive1",0,0,0,0,0,0,2,0,2,True
5,"normal/idle_inactive2",0,0,0,0,0,0,2,0,2,True
6,"normal/idle_inactive3",0,0,0,0,0,0,2,0,2,True
7,"normal/turn_loop_l",0,0,0,0,0,0,2,0,2,True
8,"normal/turn_loop_r",0,0,0,0,0,0,2,0,2,True
9,"normal/turn_l",0,0,0,0,0,0,2,0,2,True
10,"normal/turn_r",0,0,0,0,0,0,2,0,2,True
11,"normal/turn_bl",0,0,0,0,0,0,2,0,2,True
12,"normal/turn_br",0,0,0,0,0,0,2,0,2,True
13,"normal/walk",0,0,0,0,0,0,2,0,2,True
14,"normal/walk_l",0,0,0,0,0,0,2,0,2,True
15,"normal/walk_r",0,0,0,0,0,0,2,0,2,True
16,"normal/walk_",0,0,0,0,0,0,2,0,2,True
17,"normal/walk_start",0,0,0,0,0,0,2,0,2,True
18,"normal/walk_start_br",0,0,0,0,0,0,2,0,2,True
19,"normal/walk_start_bl",0,0,0,0,0,0,2,0,2,True
20,"normal/walk_end_l",0,0,0,0,0,0,2,0,2,True
21,"normal/walk_end_r",0,0,0,0,0,0,2,0,2,True
22,"normal/run",0,0,0,0,0,0,2,0,2,True
23,"normal/run_l",0,0,0,0,0,0,2,0,2,True
24,"normal/run_r",0,0,0,0,0,0,2,0,2,True
25,"normal/run_start",0,0,0,0,0,0,2,0,2,True
26,"normal/run_start_br",0,0,0,0,0,0,2,0,2,True
27,"normal/run_start_bl",0,0,0,0,0,0,2,0,2,True
28,"normal/run_end_l",0,0,0,0,0,0,2,0,2,True
29,"normal/run_end_r",0,0,0,0,0,0,2,0,2,True
30,"normal/sprint",0,0,0,0,0,0,2,0,2,True
31,"normal/jump_start",0,0,0,0,0,0,2,0,2,True
32,"normal/jump_falling",0,0,0,0,0,0,2,0,2,True
33,"normal/jump_landing",0,0,0,0,0,0,2,0,2,True
34,"battle/idle",0,0,0,0,2,0,1,0,1,True
35,"battle/turn_loop_l",0,0,0,0,0,0,1,0,1,True
36,"battle/turn_loop_r",0,0,0,0,0,0,1,0,1,True
37,"event_base/event_base_knee_suffering",0,3,0,0,1,1,2,1,2,True
38,"mount/mount_dead",3,4,0,0,1,0,2,0,2,True
39,,0,0,0,0,0,0,0,0,0,True
40,,0,0,0,0,0,0,0,0,0,True
41,"battle/walk",0,0,0,0,0,0,1,0,1,True
42,"battle/walk_l",0,0,0,0,0,0,1,0,1,True
43,"battle/walk_r",0,0,0,0,0,0,1,0,1,True
44,"battle/walk_",0,0,0,0,0,0,1,0,1,True
45,"battle/walk_start",0,0,0,0,0,0,1,0,1,True
46,"battle/walk_start_br",0,0,0,0,0,0,1,0,1,True
47,"battle/walk_start_bl",0,0,0,0,0,0,1,0,1,True
48,"battle/walk_end_l",0,0,0,0,0,0,1,0,1,True
49,"battle/walk_end_r",0,0,0,0,0,0,1,0,1,True
50,"battle/run",0,0,0,0,0,0,1,0,1,True
51,"battle/run_l",0,0,0,0,0,0,1,0,1,True
52,"battle/run_r",0,0,0,0,0,0,1,0,1,True
53,"battle/run_start",0,0,0,0,0,0,1,0,1,True
54,"battle/run_start_br",0,0,0,0,0,0,1,0,1,True
55,"battle/run_start_bl",0,0,0,0,0,0,1,0,1,True
56,"battle/run_end_l",0,0,0,0,0,0,1,0,1,True
57,"battle/run_end_r",0,0,0,0,0,0,1,0,1,True
58,"battle/sprint",0,0,0,0,0,0,1,0,1,True
59,"battle/jump_start",0,0,0,0,0,0,1,0,1,True
60,"battle/jump_falling",0,0,0,0,0,0,1,0,1,True
61,"battle/jump_landing",0,0,0,0,0,0,1,0,1,True
62,"normal/damage",0,0,0,3,0,0,0,0,0,True
63,"normal/damage_continuous",0,0,0,3,0,0,0,0,0,True
64,"normal/knockback_start",0,0,0,3,1,0,0,0,0,True
65,"normal/knockback_end",0,0,0,3,0,0,0,0,0,True
66,"normal/dead",0,4,0,0,1,0,4,0,2,True
67,"normal/dead_pose",0,4,0,0,1,0,4,0,2,True
68,"battle/damage",0,0,0,3,0,0,0,0,0,True
69,"battle/damage_continuous",0,0,0,3,0,0,0,0,0,True
70,"battle/knockback_start",0,0,0,3,1,0,0,0,0,True
71,"battle/knockback_end",0,0,0,3,0,0,0,0,0,True
72,"battle/dead",0,4,0,0,1,0,3,0,1,True
73,"battle/dead_pose",0,4,0,0,1,0,3,0,1,True
74,"battle/mon_float_dead_start",0,0,0,0,1,0,2,0,2,True
75,"battle/mon_float_dead_loop",0,0,0,0,1,0,2,0,2,True
76,"battle/mon_float_dead_landing",0,0,0,0,1,0,2,0,2,True
77,"normal/revive",0,4,0,0,1,0,2,1,2,True
78,"battle/weapon_guard",0,2,0,0,1,0,1,0,1,True
79,"battle/shield_guard",0,2,0,0,1,0,1,0,1,True
