0,,,0,0,0,0,0
1,"Attaque automatique","Vous portez des coups \xc3\xa0 une cible \xc3\xa0 intervalles r\xc3\xa9guliers. La rapidit\xc3\xa9 d\xc3\xa9pend de l'arme.",101,0,0,0,1
2,"Saut","Vous sautez pour \xc3\xa9viter de petits obstacles ou simplement pour le plaisir de vous d\xc3\xa9penser.",102,0,0,0,2
3,"Transcendance","Vous utilisez l'\xc3\xa9nergie accumul\xc3\xa9e dans la jauge de Transcendance de votre \xc3\xa9quipe afin de lancer une puissante technique de combat, d\xc3\xa9termin\xc3\xa9e par le r\xc3\xb4le de l'\xc3\xa9quipier qui la lance.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Tank\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 diminue les d\xc3\xa9g\xc3\xa2ts re\xc3\xa7us par l'\xc3\xa9quipe.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03DPS de m\xc3\xaal\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 inflige d'importants d\xc3\xa9g\xc3\xa2ts \xc3\xa0 une cible.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03DPS \xc3\xa0 distance\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 inflige d'importants d\xc3\xa9g\xc3\xa2ts aux ennemis en ligne droite devant.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Mage\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 inflige d'importants d\xc3\xa9g\xc3\xa2ts aux ennemis dans l'aire d'effet.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Soigneur\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 soigne les PV des \xc3\xa9quipiers, et ressuscite au niveau 3.",103,0,0,0,3
4,"Sprint","Vous utilisez tous vos PT pour augmenter votre vitesse de d\xc3\xa9placement.\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Dur\xc3\xa9e\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 PT/50s",104,3,0,56,4
5,"Recyclage","Vous d\xc3\xa9sint\xc3\xa9grez un objet pour r\xc3\xa9cup\xc3\xa9rer certains de ses mat\xc3\xa9riaux.",120,0,95,0,21
6,"R\xc3\xa9paration","Vous r\xc3\xa9parez l'\xc3\xa9quipement us\xc3\xa9. L'utilisation de mati\xc3\xa8re sombre de grade ad\xc3\xa9quat est n\xc3\xa9cessaire.",106,0,0,0,5
7,"T\xc3\xa9l\xc3\xa9portation","Vous utilisez des gils pour vous t\xc3\xa9l\xc3\xa9porter \xc3\xa0 une \xc3\xa9th\xc3\xa9rite avec laquelle vous vous \xc3\xaates harmonis\xc3\xa9\x02\x08\x08\xe9\x05\xff\x02e\xff\x01\x03.",111,5,4,0,6
8,"Rapatriement","Vous vous t\xc3\xa9l\xc3\xa9portez \xc3\xa0 votre point de retour.",112,6,1,57,7
9,"Monture al\xc3\xa9atoire","Vous appelez al\xc3\xa9atoirement une de vos montures.",118,0,0,0,17
10,"Mascotte al\xc3\xa9atoire","Vous appelez al\xc3\xa9atoirement une de vos mascottes.",117,0,0,0,18
11,,,0,0,0,0,0
12,"Sertissage de mat\xc3\xa9ria","Vous sertissez une mat\xc3\xa9ria \xc3\xa0 une pi\xc3\xa8ce d'\xc3\xa9quipement en utilisant de la mati\xc3\xa8re carbonique.",107,0,11,0,8
13,"Sertissage avanc\xc3\xa9 de mat\xc3\xa9ria","Vous sertissez une mat\xc3\xa9ria \xc3\xa0 une pi\xc3\xa8ce d'\xc3\xa9quipement en utilisant de la mati\xc3\xa8re carbonique. Vous pouvez sertir des mat\xc3\xa9rias dans un objet qui n'a plus d'emplacements disponibles, mais cette op\xc3\xa9ration est risqu\xc3\xa9e et la r\xc3\xa9ussite n'est pas garantie.",108,0,12,0,9
14,"Mat\xc3\xa9rialisation","Vous r\xc3\xa9duisez un objet en parfaite symbiose avec vous \xc3\xa0 l'\xc3\xa9tat d'\xc3\xa9ther, puis le cristallisez en une mat\xc3\xa9ria.",109,0,13,0,10
15,"Teinture","Vous utilisez une teinture pour teindre une pi\xc3\xa8ce d'\xc3\xa9quipement.",110,0,14,0,11
16,"Ciblage","Vous ciblez les ennemis dans le sens des aiguilles d'une montre en commen\xc3\xa7ant par le plus proche.",113,0,0,0,12
17,"Ciblage contraire","Vous ciblez les ennemis dans le sens contraire des aiguilles d'une montre en commen\xc3\xa7ant par le plus proche.",114,0,0,0,13
18,"D\xc3\xa9poser","Vous posez par terre l'objet que vous avez entre les mains.",61112,0,0,0,0
19,"D\xc3\xa9chiffrage","Vous retirez les vieilles cartes de leur prison de verre et d\xc3\xa9chiffrez leurs myst\xc3\xa9rieux symboles.",115,1694,25,0,15
20,"Excavation","Vous sondez les environs et d\xc3\xa9terrez les coffres indiqu\xc3\xa9s par les cartes au tr\xc3\xa9sor.\x02\x10\x01\x03\x02\x10\x01\x03\x02\x13\x06\xfe\xff\xff\xfff\x03Aire d'effet\x02\x1d\x01\x03:\x02\x13\x02\xec\x03 30m",116,1695,25,67,16
21,"\xc3\x89th\xc3\xa9rolyse","Vous manipulez l'\xc3\xa9ther contenu dans un objet collectionnable pour en affiner les qualit\xc3\xa9s et en obtenir les mat\xc3\xa9riaux.",121,0,256,0,22
22,"Mirage","Vous projetez sur vous l'illusion d'un autre \xc3\xa9quipement gr\xc3\xa2ce \xc3\xa0 un prisme magique.",119,0,15,0,20
23,"Descente","Vous descendez de votre monture et mettez pied \xc3\xa0 terre.",61128,0,0,0,0
24,,,0,0,0,0,0
25,,,0,0,0,0,0
