0,,,0,0,0,0
1,"Initiative","L\xc3\xa4sst den Charakter seine Waffe ziehen oder wegstecken.",16,10,1,-3
2,"Charakter","Zeigt die Spielwerte des Charakters an. Du kannst z. B. neue Ausr\xc3\xbcstung anlegen, Bonuspunkte f\xc3\xbcr Attribute verteilen und Titel \xc3\xa4ndern.",1,13,1,0
3,"Kommandoliste","Zeigt die Kommandos an, die der Charakter ausf\xc3\xbchren kann. Du kannst z. B. Kommandos im Kommandomen\xc3\xbc anlegen und durch Kommandos anderer Klassen erg\xc3\xa4nzen.",4,11,1,-2
4,"Archiv","Zeigt aktive und abgeschlossene Auftr\xc3\xa4ge und Freibriefe an. Du kannst z. B. die Aufgabenliste anpassen und Freibriefe beginnen oder entfernen.",5,32,2,0
5,"Timer","Zeigt die verbleibende Spielzeit oder Wartezeit f\xc3\xbcr verschiedene Inhalte, z. B. Freibriefe oder Dungeons, an.",47,34,2,2
6,"Errungenschaften","Zeigt eine Liste der Errungenschaften an. Du kannst den Fortschritt und die Bedingungen einsehen.",6,21,1,8
7,"Sammler-Notizbuch","Zeigt eine Liste der Gegenst\xc3\xa4nde an, die Sammler durch Abbauen, Herausbrechen, Abholzen und Abernten beschaffen sollen. Au\xc3\x9ferdem wird angezeigt, in welchen Gegenden diese Gegenst\xc3\xa4nde zu finden sind.",23,43,3,1
8,"Bestiarium","Zeigt eine Liste der Monster an, die Krieger und Magier erlegen sollen. Au\xc3\x9ferdem wird angezeigt, in welchen Gegenden die Monster zu finden sind.",21,40,3,-2
9,"Handwerker-Notizbuch","Zeigt eine Liste der Gegenst\xc3\xa4nde an, die Handwerker herstellen sollen sowie deren Syntheserezepte. Hier kannst du den Synthesevorgang starten.",22,42,3,0
10,"Inventar","Zeigt die Gegenst\xc3\xa4nde und Kristalle in deinem Besitz an. Du kannst Ausr\xc3\xbcstung anlegen und Gegenst\xc3\xa4nde benutzen.",2,15,1,2
11,"Schl\xc3\xbcsselgegenst\xc3\xa4nde","Zeigt die Schl\xc3\xbcsselgegenst\xc3\xa4nde in deinem Besitz an. Wenn du einen Auftrag, zu dem ein Schl\xc3\xbcsselgegenstand geh\xc3\xb6rt, entfernst, wird auch der Schl\xc3\xbcsselgegenstand gel\xc3\xb6scht.",3,31,2,-1
12,"Kontakte","Zeigt eine Liste deiner Gruppenmitglieder an. Du kannst z. B. die Gruppe verlassen oder eine Gruppe aufl\xc3\xb6sen.",17,60,5,0
13,"Freunde","Zeigt eine Liste der Charaktere an, die du als Freunde registriert hast. Du kannst z. B. einem Freund etwas zufl\xc3\xbcstern und ihn in deine Gruppe einladen.",18,75,6,4
14,"Schwarze Liste","Zeigt eine Liste der Charaktere an, die du auf die Schwarze Liste gesetzt hast. Sie unterliegen verschiedenen Beschr\xc3\xa4nkungen, z. B. erscheinen sie nicht in deinem Chat-Fenster und k\xc3\xb6nnen nicht mit dir handeln oder dich in ihre Gruppe einladen.",19,76,6,5
15,"Spielersuche","Mit der Spielersuche kannst du unter verschiedenen Kriterien nach anderen Spielercharakteren suchen. Au\xc3\x9ferdem kannst du deinen Online-Status oder Suchkommentar \xc3\xa4ndern.",20,70,6,-1
16,"Karte","Zeigt eine Karte an, auf der du die Position deiner Gruppenmitglieder oder Zielgebiete deiner Auftr\xc3\xa4ge nachsehen kannst. H\xc3\xa4ndler und wichtige Orientierungspunkte sind ebenfalls eingetragen.",7,50,4,0
17,"Emotes","Zeigt eine Liste der Emotes an. Sie helfen dir, mit anderen Spielern zu interagieren und verleihen dem Spiel Atmosph\xc3\xa4re. Du kannst sie auch im Kommandomen\xc3\xbc anlegen.",9,71,6,0
18,"Markierungen","Mit Markierungen kannst du Gegner oder Verb\xc3\xbcndete kennzeichnen, um den Kampfablauf zu dirigieren.",10,62,5,2
19,"Systemkonfiguration","In den Systemeinstellungen kannst du Konfigurationen von Sound und Grafik vornehmen oder die Tastenbelegung \xc3\xa4ndern.",29,83,7,1
20,"Tastenbelegung","Hier kannst du die Tasten mit verschiedensten Funktionen belegen.",28,86,7,4
21,"Makros","Hier kannst du Textmakros erstellen, um wiederkehrende komplexe Aktionen mit einem einzigen Klick ausf\xc3\xbchren zu k\xc3\xb6nnen, und im Kommandomen\xc3\xbc anlegen.",30,85,7,3
22,"Layout","Hier kannst du die Position von Anzeigefenstern und anderen UI-Elementen \xc3\xa4ndern.",31,84,7,2
23,"Ausloggen","Loggt dich aus und bringt dich zum Titelbildschirm zur\xc3\xbcck.",27,87,7,6
24,"Spiel beenden","Loggt dich aus und beendet das Spiel.",26,88,7,7
25,"Arsenal","Hier werden Ausr\xc3\xbcstungsgegenst\xc3\xa4nde beim Erwerb automatisch verstaut. Sie sind nach K\xc3\xb6rperteilen geordnet und k\xc3\xb6nnen jederzeit angelegt werden.",32,14,1,1
26,,,0,0,0,0
27,"Freie Gesellschaft","Zeigt Informationen \xc3\xbcber die Freie Gesellschaft, in der du registriert bist, an. Wenn du nicht registriert bist, kannst du diese Funktion nicht nutzen.",8,72,6,1
28,"Kontaktkreis","Zeigt alle Mitglieder all deiner Kontaktkreise an. Du kannst deinen derzeit aktiven Kontaktkreis einstellen.",11,74,6,3
29,"Fischer-Notizbuch","Hier k\xc3\xb6nnen Fischer ihren Fang und die Angelstellen einer Region einsehen.",24,44,3,2
30,"Tutorial-Hilfstexte","Zeigt eine Liste der bisher gesehenen Hilfe-Texte an.",33,81,7,-1
31,"Empfehlung","Zeigt eine Liste der empfohlenen Auftr\xc3\xa4ge in der Umgebung an.",25,30,2,-2
32,"Kundendienst / Infos","Zeigt Meldungen und Informationen des Kundendienstes an. Au\xc3\x9ferdem kannst du den Kundendienst kontaktieren.",13,80,7,-2
33,"Inhaltssuche","Zeigt f\xc3\xbcr dich geeignete Gruppen-Spielinhalte wie Dungeons und Gildengehei\xc3\x9fe an, f\xc3\xbcr die du automatisch in eine Gruppe eingeteilt wirst. Du siehst eine Beschreibung und die Voraussetzungen und kannst direkt von hier aus am Spielinhalt teilnehmen.",46,33,2,1
34,"Charakterkonfiguration","Hier kannst du Einstellungen, die deinen Charakter betreffen, vornehmen, z. B. Kameraeinstellungen, Zielmodi und Anzeigefilter.",48,82,7,0
35,"Teleport","Zeigt eine Liste der \xc3\x84theryten an, die du bereits besucht hast. Gegen eine Geb\xc3\xbchr kannst du dich und deine Gruppenmitglieder dorthin teleportieren lassen.",0,0,4,1
36,"R\xc3\xbcckf\xc3\xbchrung","Teleportiert dich kostenlos zu dem zuvor festgelegten Heimatpunkt. Einmal benutzt, kannst du diese Funktion 15 Minuten lang (Erdenzeit) nicht ausf\xc3\xbchren.",0,0,4,2
37,"Lizenz","Zeigt die Lizenzvereinbarung von FINAL FANTASY XIV an.",0,0,7,5
38,"Notizb\xc3\xbccher","\xef\xbc\x88\xe3\x83\x98\xe3\x83\xab\xe3\x83\x97\xe7\x84\xa1\xe3\x81\x97\xef\xbc\x89",0,0,0,0
39,"Kontakte","\xef\xbc\x88\xe3\x83\x98\xe3\x83\xab\xe3\x83\x97\xe7\x84\xa1\xe3\x81\x97\xef\xbc\x89",0,0,0,0
40,"System","\xef\xbc\x88\xe3\x83\x98\xe3\x83\xab\xe3\x83\x97\xe7\x84\xa1\xe3\x81\x97\xef\xbc\x89",0,0,0,0
41,"Fischverzeichnis","Zeigt eine informative, sich immer mehr erweiternde \xc3\x9cbersicht \xc3\xbcber angelbare Beutetiere f\xc3\xbcr Fischer.",50,45,3,3
42,"Mitstreiter","Zeigt Informationen \xc3\xbcber deinen Mitstreiter wie die verbleibende Zeit oder Kommandos.",49,16,1,3
43,"Inhalte","\xef\xbc\x88\xe3\x83\x98\xe3\x83\xab\xe3\x83\x97\xe7\x84\xa1\xe3\x81\x97\xef\xbc\x89",0,0,0,0
44,"Private Unterk\xc3\xbcnfte","\xc3\x96ffnet das Men\xc3\xbc f\xc3\xbcr private Unterk\xc3\xbcnfte.",52,73,6,2
45,"Anzeige","Einstellungen f\xc3\xbcr den Bildschirm, z. B. Bildschirmmodus und Gammakorrektur.",35,0,0,0
46,"Sound","Einstellungen f\xc3\xbcr den Sound, z. B. Lautst\xc3\xa4rke.",36,0,0,0
47,"Grafik","Detaillierte Einstellungen f\xc3\xbcr die Grafik, angepasst an die Benutzerumgebung.",37,0,0,0
