0,,,0,0,0,0,True
1,"Kampfroutine-Bonus","Die Routine beim Besiegen von Feinden ist um 5 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",3500,64213,5,1,True
2,"Sammelroutine-Bonus","Die Routine beim Sammeln von Rohstoffen ist um 5 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",3500,64215,5,2,True
3,"Syntheseroutine-Bonus","Die Routine bei der Synthese ist um 5 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",3500,64216,5,3,True
4,"Mitstreiterroutine-Bonus","Die Routine, die dein Mitstreiter erh\xc3\xa4lt, ist um 10 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",2800,64214,5,4,True
5,"Wolfsmarken-Bonus","Der Wolfsmarken-Erwerb ist um 5 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",2800,64217,5,5,True
6,"Staatstaler-Bonus","Der Staatstaler-Erwerb ist um 5 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",2800,64218,5,6,True
7,"Startbonus","F\xc3\xbcr K\xc3\xa4mpferdisziplinen bis Stufe 25 sind alle physischen Attribute um 10 % verbessert\x02\x10\x01\x03(Wirkung: 24 Std. Erdenzeit).",1750,64201,5,8,True
8,"Sammelgeschick-Bonus","F\xc3\xbcr Sammler ist das Sammelgeschick um 5 erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",2800,64202,5,9,True
9,"Wahrnehmungsbonus","F\xc3\xbcr Sammler ist die Wahrnehmung um 5 erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",2800,64203,5,10,True
10,"Kunstfertigkeitsbonus","F\xc3\xbcr Handwerker ist die Kunstfertigkeit um 5 erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",2800,64204,5,11,True
11,"Kontrolle-Bonus","F\xc3\xbcr Handwerker ist die Kontrolle um 5 erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",2800,64205,5,12,True
12,"Bindungsbonus","Das Ansteigen der emotionalen Bindung von Gegenst\xc3\xa4nden durch Benutzung ist beschleunigt (Wirkung: 24 Std. Erdenzeit).",3500,64209,5,13,True
13,"L\xc3\xa4ngere Nahrungseffekte","Die Wirkung von Nahrung ist um 5 Minuten verl\xc3\xa4ngert (Wirkung: 24 Std. Erdenzeit).",2800,64208,5,14,True
14,"Verminderter Verschlei\xc3\x9f","Der Verschlei\xc3\x9f von Gegenst\xc3\xa4nden bei Benutzung ist um 10 % verlangsamt (Wirkung: 24 Std. Erdenzeit).",3500,64210,5,15,True
15,"Verk\xc3\xbcrzte Schw\xc3\xa4che","Die Dauer des Zustands \xe2\x80\x9eSchw\xc3\xa4che\xe2\x80\x9c nach der Wiederbelebung ist um 10 % verk\xc3\xbcrzt (Wirkung: 24 Std. Erdenzeit).",2800,64211,5,16,True
16,"Verg\xc3\xbcnstigter Teleport","Die Gil-Kosten f\xc3\xbcr den Teleport sind um 20 % verringert (Wirkung: 24 Std. Erdenzeit).",3500,64212,5,17,True
17,"MGP-Bonus ","Der Manderville Gold Saucer-Punkte-Erwerb ist um 5 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",2800,64219,5,7,True
18,,,0,0,0,0,True
19,,,0,0,0,0,True
20,,,0,0,0,0,True
21,,,0,0,0,0,True
22,,,0,0,0,0,True
23,,,0,0,0,0,True
24,,,0,0,0,0,True
25,,,0,0,0,0,True
26,,,0,0,0,0,True
27,,,0,0,0,0,True
28,,,0,0,0,0,True
29,,,0,0,0,0,True
30,,,0,0,0,0,True
31,"Kampfroutine-Bonus II","Die Routine beim Besiegen von Feinden ist um 10 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",7000,64238,8,18,True
32,"Sammelroutine-Bonus II","Die Routine beim Sammeln von Rohstoffen ist um\x02\x10\x01\x0310 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",7000,64240,8,19,True
33,"Syntheseroutine-Bonus II","Die Routine bei der Synthese ist um 10 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",7000,64241,8,20,True
34,"Mitstreiterroutine-Bonus II","Die Routine, die dein Mitstreiter erh\xc3\xa4lt, ist um 15 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",7000,64239,8,21,True
35,"Wolfsmarken-Bonus II","Der Wolfsmarken-Erwerb ist um 10 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",7000,64242,8,22,True
36,"Staatstaler-Bonus II","Der Staatstaler-Erwerb ist um 10 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",7000,64243,8,23,True
37,"Startbonus II","F\xc3\xbcr K\xc3\xa4mpferdisziplinen bis Stufe 49 sind alle physischen Attribute um 5 % verbessert\x02\x10\x01\x03(Wirkung: 24 Std. Erdenzeit).",3500,64226,8,25,True
38,"Sammelgeschick-Bonus II","F\xc3\xbcr Sammler ist das Sammelgeschick um 10 erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",7000,64227,8,26,True
39,"Wahrnehmungsbonus II","F\xc3\xbcr Sammler ist die Wahrnehmung um 10 erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",7000,64228,8,27,True
40,"Kunstfertigkeitsbonus II","F\xc3\xbcr Handwerker ist die Kunstfertigkeit um 10 erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",7000,64229,8,28,True
41,"Kontrolle-Bonus II","F\xc3\xbcr Handwerker ist die Kontrolle um 10 erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",7000,64230,8,29,True
42,"Bindungsbonus II","Das Ansteigen der emotionalen Bindung von Gegenst\xc3\xa4nden durch Benutzung ist beschleunigt (Wirkung: 24 Std. Erdenzeit).",7000,64234,8,30,True
43,"L\xc3\xa4ngere Nahrungseffekte II","Die Wirkung von Nahrung ist um 10 Minuten verl\xc3\xa4ngert (Wirkung: 24 Std. Erdenzeit).",7000,64233,8,31,True
44,"Verminderter Verschlei\xc3\x9f II","Der Verschlei\xc3\x9f von Gegenst\xc3\xa4nden bei Benutzung ist um 20 % verlangsamt (Wirkung: 24 Std. Erdenzeit).",7000,64235,8,32,True
45,"Verk\xc3\xbcrzte Schw\xc3\xa4che II","Die Dauer des Zustands \xe2\x80\x9eSchw\xc3\xa4che\xe2\x80\x9c nach der Wiederbelebung ist um 15 % verk\xc3\xbcrzt (Wirkung: 24 Std. Erdenzeit).",5600,64236,8,33,True
46,"Verg\xc3\xbcnstigter Teleport II","Die Gil-Kosten f\xc3\xbcr den Teleport sind um 30 % verringert (Wirkung: 24 Std. Erdenzeit).",7000,64237,8,34,True
47,"MGP-Bonus II","Der Manderville Gold Saucer-Punkte-Erwerb ist um 10 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",7000,64244,8,24,True
48,,,0,0,0,0,True
49,,,0,0,0,0,True
50,,,0,0,0,0,True
51,,,0,0,0,0,True
52,,,0,0,0,0,True
53,,,0,0,0,0,True
54,,,0,0,0,0,True
55,,,0,0,0,0,True
56,,,0,0,0,0,True
57,,,0,0,0,0,True
58,,,0,0,0,0,True
59,,,0,0,0,0,True
60,,,0,0,0,0,True
61,,,0,0,0,0,False
62,"Sammelroutine-Bonus III","Die Routine beim Sammeln von Rohstoffen ist um\x02\x10\x01\x0320 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",10500,64265,8,36,False
63,"Syntheseroutine-Bonus III","Die Routine bei der Synthese ist um 20 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",10500,64266,8,37,False
64,"Mitstreiterroutine-Bonus III","Die Routine, die dein Mitstreiter erh\xc3\xa4lt, ist um 20 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",10500,64264,8,38,False
65,"Wolfsmarken-Bonus III","Der Wolfsmarken-Erwerb ist um 15 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",10500,64267,8,39,False
66,"Staatstaler-Bonus III","Der Staatstaler-Erwerb ist um 15 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",10500,64268,8,40,False
67,,,0,0,0,0,False
68,"Sammelgeschick-Bonus III","F\xc3\xbcr Sammler ist das Sammelgeschick um 15 erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",10500,64252,8,43,False
69,"Wahrnehmungsbonus III","F\xc3\xbcr Sammler ist die Wahrnehmung um 15 erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",10500,64253,8,44,False
70,"Kunstfertigkeitsbonus III","F\xc3\xbcr Handwerker ist die Kunstfertigkeit um 15 erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",10500,64254,8,45,False
71,"Kontrolle-Bonus III","F\xc3\xbcr Handwerker ist die Kontrolle um 15 erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",10500,64255,8,46,False
72,"Bindungsbonus III","Das Ansteigen der emotionalen Bindung von Gegenst\xc3\xa4nden durch Benutzung ist beschleunigt (Wirkung: 24 Std. Erdenzeit).",10500,64259,8,47,False
73,"L\xc3\xa4ngere Nahrungseffekte III","Die Wirkung von Nahrung ist um 15 Minuten verl\xc3\xa4ngert (Wirkung: 24 Std. Erdenzeit).",10500,64258,8,48,False
74,"Verminderter Verschlei\xc3\x9f III","Der Verschlei\xc3\x9f von Gegenst\xc3\xa4nden bei Benutzung ist um 30 % verlangsamt (Wirkung: 24 Std. Erdenzeit).",10500,64260,8,49,False
75,,,0,0,0,0,False
76,"Verg\xc3\xbcnstigter Teleport III","Die Gil-Kosten f\xc3\xbcr den Teleport sind um 40 % verringert (Wirkung: 24 Std. Erdenzeit).",10500,64262,8,51,False
77,"MGP-Bonus III","Der Manderville Gold Saucer-Punkte-Erwerb ist um 15 % erh\xc3\xb6ht (Wirkung: 24 Std. Erdenzeit).",10500,64269,8,41,False
78,,,0,0,0,0,True
79,,,0,0,0,0,True
80,,,0,0,0,0,True
81,,,0,0,0,0,True
82,,,0,0,0,0,True
83,,,0,0,0,0,True
84,,,0,0,0,0,True
85,,,0,0,0,0,True
86,,,0,0,0,0,True
87,,,0,0,0,0,True
88,,,0,0,0,0,True
89,,,0,0,0,0,True
90,,,0,0,0,0,True
91,,,0,0,0,0,True
92,,,0,0,0,0,True
93,,,0,0,0,0,True
94,,,0,0,0,0,True
95,,,0,0,0,0,True
96,,,0,0,0,0,True
97,,,0,0,0,0,True
98,,,0,0,0,0,True
99,,,0,0,0,0,True
100,,,0,0,0,0,True
