2162688,"Quais du barracuda","Avant de d\xc3\xa9jeuner, les gourmets lims\xc3\xa9ens savent d'o\xc3\xb9 regarder les trois navires de guerre aux voiles \xc3\xa9carlates qui sont le fleuron de la marine du Maelstrom.","Ce lieu est celui o\xc3\xb9 sont amarr\xc3\xa9s les navires de guerre du Maelstrom. Son acc\xc3\xa8s est interdit au public pour des raisons de s\xc3\xa9curit\xc3\xa9, mais les curieux savent d'o\xc3\xb9 admirer la puissante armada, notamment son c\xc3\xa9l\xc3\xa8bre vaisseau \xc3\xa9tendard, le Triomphe.",4876856,27,81501,81001,81451,800,1159,22,True
2162689,"L'Astalicia","Le soir, les pirates \xc3\xa9m\xc3\xa9ch\xc3\xa9s aiment se tenir au bout d'un espar pour admirer le port sous un ciel \xc3\xa9toil\xc3\xa9... avant d'attraper un badaud pour s'amuser \xc3\xa0 le pendre.","Cet imposant galion appartient \xc3\xa0 l'\xc3\xa9quipage pirate des Bourreaux. Bien qu'il soit enregistr\xc3\xa9 comme navire marchand \xc3\xa9tranger, tout Limsa Lominsa sait qu'il est la propri\xc3\xa9t\xc3\xa9 de l'illustre Hylfyr et sert de repaire aux corsaires et autres coupe-jarrets.",4876859,27,81502,81002,81451,1800,459,22,True
2162690,"St\xc3\xa8le du chant marin","Les p\xc3\xaacheurs superstitieux ne manquent jamais d'aller prier \xc3\xa0 l'entr\xc3\xa9e d'une grotte pour leurs camarades disparus avant de partir en mer, lorsque la pluie joue un requiem pour leurs \xc3\xa2mes.",bxc3\x89rig\xc3\xa9e \xc3\xa0 la m\xc3\xa9moire des marins disparus, cette st\xc3\xa8le porte l'inscription \xe2\x80\x9cJe suis la vague qui porte, je suis le vent qui guide. Je suis l'\xc3\xa9toile qui brille dans la nuit, je suis le calme blanc du matin. Je suis n\xc3\xa9 dans la mer, et c'est en elle que je mourrai...\xe2\x80\x9d",4876905,30,81503,81003,81451,500,759,58,True
2162691,"Ascenciel","Lorsqu'ils prennent une pause l'apr\xc3\xa8s-midi, les convoyeurs nosc\xc3\xa9ens aiment admirer les ballons qui transportent les marchandises au dessus de la mer.","Cette installation g\xc3\xa9r\xc3\xa9e par les convoyeurs lims\xc3\xa9ens permet de transporter les marchandises \xc3\xa0 l'aide de palans et de ballons le long de la Descente, un pr\xc3\xa9cipice apparu lors du septi\xc3\xa8me fl\xc3\xa9au au beau milieu de la plaine de la Noscea centrale.",4876907,30,81504,81004,81451,1200,1659,22,True
2162692,"Route orientale de la Thagran","Lorsqu'ils se sentent d'humeur gris\xc3\xa2tre, les casaques jaunes n'h\xc3\xa9sitent pas \xc3\xa0 monter sur une palissade pour admirer la Noscea avant le milieu de la journ\xc3\xa9e.","Cet axe de circulation, qui relie la Noscea centrale \xc3\xa0 la Noscea orientale, a re\xc3\xa7u le nom de Guy la Thagran, un navigateur \xc3\xa9l\xc3\xa9zen qui s'est illustr\xc3\xa9 en explorant l'\xc3\xaele de Vylbrand en compagnie de son camarade Jean de Nevelle lorsque le Galadion s'y est \xc3\xa9chou\xc3\xa9.",4876912,30,81505,81005,81451,800,1159,22,True
2162693,"Atolls de sel","L'un des avantages de la vie de gardien de phare, c'est de pouvoir se tenir sur le bord du promontoire pour observer la plage, lorsque la nuit tombe.","Un fragment de Dalamud tomb\xc3\xa9 lors du Fl\xc3\xa9au a lib\xc3\xa9r\xc3\xa9 l'\xc3\xa9ther du sol, provoquant la formation d'un imposant cristal corrompu qui, \xc3\xa0 son tour, a caus\xc3\xa9 l'agglom\xc3\xa9ration des sels de mer projet\xc3\xa9s vers le ciel sous la force de l'impact.",4876920,31,81508,81008,81451,1800,459,22,True
2162694,"M\xc3\xa9tairie du Coq rouge","La vie de m\xc3\xa9tayer requiert de se lever t\xc3\xb4t, mais c'est aussi la chance d'admirer les baraques et les cl\xc3\xb4tures prendre forme dans la brume matinale, debout sur les tuiles.","Outre ses potagers exp\xc3\xa9rimentaux, cette exploitation fait aussi l'\xc3\xa9levage de dodos et de moutons. Son nom viendrait d'un combat de coqs, un rouge et un blanc, qui aurait d\xc3\xa9g\xc3\xa9n\xc3\xa9r\xc3\xa9 en bagarre et fini avec les deux volailles et les spectateurs couverts de sang.",4876921,31,81509,81009,81451,500,759,22,True
2162695,"Phare des brasseurs","L'\xc5\x93il qui veille sur les navires la nuit est celui qui a la meilleure vue sur la baie, lorsque les premiers rayons de soleil font leur apparition.","B\xc3\xa2ti pour remplacer la tour du Martinet d\xc3\xa9truite lors du Fl\xc3\xa9au, ce phare tire son nom du fait qu'il guide les navires passant par Port-aux-Ales. Il permet aussi d'observer les murs qui doivent prot\xc3\xa9ger la c\xc3\xb4te contre les raz-de-mar\xc3\xa9e du Primordial L\xc3\xa9viathan.",4876926,33,81513,81013,81451,500,759,22,True
2162696,"Guilde des tanneurs","Le travail du cuir est une telle fiert\xc3\xa9 \xc3\xa0 Gridania que les enfants grimpent souvent sur les cadres de s\xc3\xa9chage pour admirer les tanneurs \xc3\xa0 l'ouvrage, lorsqu'il fait gris l'apr\xc3\xa8s-midi.","Le m\xc3\xa9tier de la tannerie est une des plus grandes fiert\xc3\xa9s de Gridania. Pratiquant leur artisanat dans le respect des mat\xc3\xa9riaux que leur fournit la for\xc3\xaat, les membres de cette guilde ont cr\xc3\xa9\xc3\xa9 leur propre marque de produits de haute qualit\xc3\xa9, les Atours de Fen-Yll.",4868036,51,81552,81052,81452,1200,1659,22,True
2162697,"Chutes de l'Apkallu","Les garnements gridaniens sont bien agiles. Trompant la vigilance de leurs parents, ils vont se percher sur les lampadaires pour admirer le reflet des \xc3\xa9toiles dans l'eau vive.","Appr\xc3\xa9ci\xc3\xa9es pour le son rass\xc3\xa9r\xc3\xa9nant qu'elles produisent, ces chutes d'eau tirent leur nom d'une tentative \xc3\xa9chou\xc3\xa9e d'\xc3\xa9levage d'apkallus. \xc3\x80 la fin de la 6e \xc3\xa8re astrale, le sage Louisoix s'y rendait souvent pour m\xc3\xa9diter lors de ses visites \xc3\xa0 Gridania.",4876928,51,81553,81053,81452,1800,459,22,True
