720896,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,"Small Talk",,0,False
720897,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,False
720898,"HOWTO_MOGLETTER",22,"DENINED_LETTERS",3902,"LETTER_BOX_USAGE",3903,"CLEAR_QUEST0",67017,"CLEAR_QUEST1",67106,"CLEAR_QUEST2",65898,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,"Small Talk","CmnDefMogLetter_00002",60551,True
720899,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,"RETAINER_SUCCESS_EMPLOY",394,"RETAINER_SUCCESS_ASSIGN_MARKET",396,"GRIDANIA",2,"RETAINER_SUCCESS_DISMISS",395,"REWARD_RETAINER",3,"NPC_OF_GRIDANIA",1000233,,0,,0,,0,,0,"Small Talk","TstPlnTest_00003",0,False
720900,"INSTANCE_CONTENT_ID",1,"TERRITORY_TYPE",169,"SCREENIMAGE0",78,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,"Small Talk","CmnRadEnterTotorak_00004",0,False
720901,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,"Small Talk","RegFstAdvGuild_00005",0,False
720902,"SUCCESS_LOG",485,"HOWTO_LINKSHELL",17,"INFO_ERROR_1",364,"INFO_ERROR_2",364,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,"Small Talk","CmnDefLinkShell_00006",0,False
720903,"QUEST0",65975,"QUEST1",66608,"QUEST2",65964,"QUEST3",66604,"QUEST4",67168,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,"Small Talk","RegFstLncGuild_00007",0,False
720904,"QUEST0",65612,"QUEST1",66626,"QUEST2",65964,"QUEST3",66622,"QUEST4",67168,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,"Small Talk","RegFstArcGuild_00008",0,False
720905,"RETAINER_SUCCESS_EMPLOY",394,"RETAINER_SUCCESS_ASSIGN_MARKET",396,"LIMSA",1,"GRIDANIA",2,"ULDAH",3,"RETAINER_SUCCESS_DISMISS",395,"REWARD_RETAINER",3,"NPC_OF_LIMSA",1003275,"NPC_OF_GRIDANIA",1000233,"NPC_OF_ULDAH",1001963,"REGISTERING_CONTENT_FINDER",22,"OTHER_WORLD",30,"RETAINER_REMAKE_COMPLETE",406,"ISHGARD",4,"NPC_OF_ISHGARD",1011198,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,"Retainer Options","CmnDefRetainerDesk_00009",0,False
