0,,,,0,0,0,0
1,,,,150011,0,0,0
2,,,,150012,0,0,0
3,,,,0,0,0,0
4,,,,0,0,0,0
5,"Non-player characters (NPCs) offering quests can be recognized by the \x02\x13\x06\xfe\xff\xff{\x1a\x03exclamation marks\x02\x13\x02\xec\x03 above their heads. Right-click the mark to bring up the quest window.","Non-player characters (NPCs) offering quests can be recognized by the \x02\x13\x06\xfe\xff\xff{\x1a\x03exclamation marks\x02\x13\x02\xec\x03 above their heads. Right-click the mark to bring up the quest window.","Non-player characters (NPCs) offering quests can be recognized by the \x02\x13\x06\xfe\xff\xff{\x1a\x03exclamation marks\x02\x13\x02\xec\x03 above their heads. Right-click the mark to bring up the quest window.",150021,1,1,1
6,"Non-player characters (NPCs) offering quests can be recognized by the \x02\x13\x06\xfe\xff\xff{\x1a\x03exclamation marks\x02\x13\x02\xec\x03 above their heads. To bring up the quest window, speak with the NPC by first targeting him, then pressing the \x02\x13\x06\xfe\xff\xff{\x1a\x03confirm\x02\x13\x02\xec\x03 button.","Non-player characters (NPCs) offering quests can be recognized by the \x02\x13\x06\xfe\xff\xff{\x1a\x03exclamation marks\x02\x13\x02\xec\x03 above their heads. To bring up the quest window, speak with the NPC by first targeting him, then pressing the \x02\x13\x06\xfe\xff\xff{\x1a\x03confirm\x02\x13\x02\xec\x03 button.","Non-player characters (NPCs) offering quests can be recognized by the \x02\x13\x06\xfe\xff\xff{\x1a\x03exclamation marks\x02\x13\x02\xec\x03 above their heads. To bring up the quest window, speak with the NPC by first targeting him, then pressing the \x02\x13\x06\xfe\xff\xff{\x1a\x03confirm\x02\x13\x02\xec\x03 button.",150022,1,1,1
7,,,,0,0,0,0
8,,,,0,0,0,0
9,,,,0,0,0,0
10,"Once you've initiated a quest, a prompt will appear detailing its objectives and rewards. Click on the \x02\x13\x06\xfe\xff\xff{\x1a\x03Accept\x02\x13\x02\xec\x03 button in the lower left to add the quest to your list of current duties.",,,150121,1,1,0
11,"Once you've initiated a quest, a prompt will appear detailing its objectives and rewards. Press the \x02\x13\x06\xfe\xff\xff{\x1a\x03Accept\x02\x13\x02\xec\x03 button in the lower left to add the quest to your list of current duties.",,,150121,1,1,0
12,,,,0,0,0,0
13,,,,0,0,0,0
14,,,,0,0,0,0
15,"Complete a quest by right-clicking the NPC with a \x02\x13\x06\xfe\xff\xff{\x1a\x03check mark\x02\x13\x02\xec\x03 displayed above his or her head. Completing quests will earn you a variety of rewards, from items and gil to experience points.","Complete a quest by right-clicking the NPC with a \x02\x13\x06\xfe\xff\xff{\x1a\x03check mark\x02\x13\x02\xec\x03 displayed above his or her head. Completing quests will earn you a variety of rewards, from items and gil to experience points.","Complete a quest by right-clicking the NPC with a \x02\x13\x06\xfe\xff\xff{\x1a\x03check mark\x02\x13\x02\xec\x03 displayed above his or her head. Completing quests will earn you a variety of rewards, from items and gil to experience points.",150811,1,1,1
16,"Complete a quest by speaking to the NPC with a \x02\x13\x06\xfe\xff\xff{\x1a\x03check mark\x02\x13\x02\xec\x03 displayed above his or her head. Completing quests will earn you a variety of rewards, from items and gil to experience points.","Complete a quest by speaking to the NPC with a \x02\x13\x06\xfe\xff\xff{\x1a\x03check mark\x02\x13\x02\xec\x03 displayed above his or her head. Completing quests will earn you a variety of rewards, from items and gil to experience points.","Complete a quest by speaking to the NPC with a \x02\x13\x06\xfe\xff\xff{\x1a\x03check mark\x02\x13\x02\xec\x03 displayed above his or her head. Completing quests will earn you a variety of rewards, from items and gil to experience points.",150812,1,1,1
17,,,,0,0,0,0
18,,,,0,0,0,0
19,,,,0,0,0,0
20,"The \x02\x13\x06\xfe\xff\xff{\x1a\x03main menu\x02\x13\x02\xec\x03 grants quick and easy access to most of the game's main features. For example, selecting Character under \x02\x13\x06\xfe\xff\xff{\x1a\x03Character\x02\x13\x02\xec\x03 opens a window containing your character's various attributes and currently equipped gear. Selecting Journal under \x02\x13\x06\xfe\xff\xff{\x1a\x03Duty\x02\x13\x02\xec\x03 displays a list of current and completed quests and levequests.",,,150141,1,0,0
21,"If you wish to customize the game's various settings, including \x02\x13\x06\xfe\xff\xff{\x1a\x03key binding\x02\x13\x02\xec\x03, \x02\x13\x06\xfe\xff\xff{\x1a\x03HUD layout\x02\x13\x02\xec\x03, and \x02\x13\x06\xfe\xff\xff{\x1a\x03system configuration\x02\x13\x02\xec\x03, they all can be accessed via \x02\x13\x06\xfe\xff\xff{\x1a\x03System\x02\x13\x02\xec\x03.\x02\x10\x01\x03\x02\x10\x01\x03Select \x02\x13\x06\xfe\xff\xff{\x1a\x03Active Help\x02\x13\x02\xec\x03 to redisplay these tutorial messages.",,,150142,1,0,0
22,"Game progress is saved automatically, so there are no in-game save or load functions. However, to prevent data from being lost or corrupted, it is strongly recommended that you end each playing session by selecting \x02\x13\x06\xfe\xff\xff{\x1a\x03Log Out\x02\x13\x02\xec\x03 or \x02\x13\x06\xfe\xff\xff{\x1a\x03Exit Game\x02\x13\x02\xec\x03 from the System menu.",,,150143,1,0,0
23,,,,0,0,0,0
24,,,,0,0,0,0
25,"The spell \x02\x13\x06\xfe\xff\xff{\x1a\x03Return\x02\x13\x02\xec\x03 can be used to instantly travel back to the aetheryte set as your \x02\x13\x06\xfe\xff\xff{\x1a\x03home point\x02\x13\x02\xec\x03. Casting the spell does not require any \x02\x13\x06\xfe\xff\xff{\x1a\x03MP\x02\x13\x02\xec\x03 and can be accessed by selecting Return under \x02\x13\x06\xfe\xff\xff{\x1a\x03Travel\x02\x13\x02\xec\x03 from the \x02\x13\x06\xfe\xff\xff{\x1a\x03main menu\x02\x13\x02\xec\x03. The sole limitation of the spell is that it can only be cast once every \x02\x13\x06\xfe\xff\xff{\x1a\x0315 minutes\x02\x13\x02\xec\x03 (Earth time).",,,150131,1,0,0
26,"Only one home point may be set at any time. To make an aetheryte your new home point, right-click on the crystal to bring up the aetheryte menu.",,,150132,1,0,0
