0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
1,"St\xc3\xa4rke","St\xc3\xa4rke: Beeinflusst die St\xc3\xa4rke der Nahkampfattacke mit GLA/MAR/FST/DRU/THM/PIK-Waffen, Grimoires, Zweihandschwertern und Globen.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,100,100,100,70,70,70,100,70,100,100,70,70,0
2,"Geschick","Geschick: Beeinflusst die St\xc3\xa4rke der Nahkampfattacke mit Schurken-Waffen und der Fernattacke mit Waldl\xc3\xa4ufer-Waffen und Feuerwaffen.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,70,70,70,100,70,70,100,70,100,70,100,100,1
3,"Konstitution","Konstitution: Beeinflusst die H\xc3\xb6he der maximalen Lebenspunkte (LP).",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,100,100,100,100,90,90,100,90,100,100,100,100,2
4,"Intelligenz","Intelligenz: Beeinflusst die St\xc3\xa4rke der Offensivmagie.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,70,70,70,70,100,70,70,100,100,70,70,70,3
5,"Willenskraft","Willenskraft: Beeinflusst die St\xc3\xa4rke der Heilmagie.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,70,70,70,70,70,100,70,100,100,70,70,70,4
6,"Fr\xc3\xb6mmigkeit","Fr\xc3\xb6mmigkeit: Beeinflusst die H\xc3\xb6he der maximalen Magiepunkte (MP).",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,70,70,70,70,70,100,70,70,100,70,70,70,5
7,"LP",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,6
8,"MP",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,7
9,"TP",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,8
10,"SP",,2,2,2,2,2,2,2,2,25,25,25,13,2,2,4,8,0,4,10,6,6,100,100,100,100,100,100,100,100,100,100,100,100,100,9
11,"HP",,2,2,2,2,2,2,2,2,25,25,25,13,2,2,4,8,0,4,10,6,6,100,100,100,100,100,100,100,100,100,100,100,100,100,10
12,"Phys. Basiswert",,100,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,0,0,0,100,100,100,100,90,100,100,100,100,50,100,100,100,-1
13,"Mag. Basiswert",,100,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,0,0,0,50,50,50,50,50,100,100,50,100,30,50,50,50,-1
14,"Verz\xc3\xb6gerung",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,11
15,"Zusatzeffekt: ",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
16,"Anzahl der Attacken: ",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
17,"Blockrate",,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,100,50,100,100,100,100,-1
18,"Blockeffekt",,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,100,50,100,100,100,100,-1
19,"Parade","Parade: Je h\xc3\xb6her dieser Wert, desto wahrscheinlicher ist es, dass du einen Angriff parieren kannst.",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,100,100,100,100,100,100,100,100,100,100,100,100,100,12
