#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29,Talk[0],Talk[1],Talk[2],Talk[3],Talk[4],Talk[5],Talk[6],Talk[7]
0,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0
1,0,3,2,0,0,False,0,4,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,やあ。ギルドリーヴを受けるかい？,駆け出しの冒険者さんですね。一人前になってからおいで。,ご苦労様です！　任務の成功を祈っています。,予備,報酬やで！,まだどのグランドカンパニーにも所属してない,グランドカンパニーのランクが一定以上に達していない,賞金首を討伐した
2,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"こちらでギルドリーヴを発行しています。
あなたにぴったりのお仕事をお探ししますよ。","ここでは冒険者ギルドに所属する人たちに、
「ギルドリーヴ」の仕事を発行しているの。

あなたがチャ・モクリさんから
リーヴの仕事を受けられるようになったら、
働き口を紹介してあげるわ。",さあ、リーヴの任務は任せましたよ。,"ここでは冒険者ギルドに所属する人たちに、
「ギルドリーヴ」の仕事を発行しているの。

あなたがチャ・モクリさんから
リーヴの仕事を受けられるようになったら、
働き口を紹介してあげるわ。","無事に任務を達成されたようですね。
あなたにお仕事をお任せしたのは、正解だったようです。
さぁ、遠慮なさらず、こちらの報酬を受け取って下さい。",0,0,"あなたが、賞金首を仕留めたですって？
これは驚いたわね……
えぇ、もちろん報酬は上乗せさせてもらうわ。"
3,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"近隣の住民たちから寄せられた依頼を、
ギルドリーヴとして発行しております。","お仕事をお探しですか？
ここでは実力ある冒険者の方に
「ギルドリーヴ」の仕事を発行しておりますの。
まずはギルドの世話役である
バデロンさんからの紹介があれば、
その時はお仕事を斡旋させていただきますわ。",任務の成功をお祈りしております。,"お仕事をお探しですか？
ここでは実力ある冒険者の方に
「ギルドリーヴ」の仕事を発行しておりますの。
あなたが、この辺りの魔物に
引けを取らぬ実力を身につけたとき、
改めてお仕事を斡旋させていただきますわ。","ギルドリーヴ達成の報告ですね？
お疲れ様でした、約束の報酬はこちらです……。
これで依頼主も満足されることでしょう。",0,0,"あら、賞金首を倒してくださったのですか？
それでは報酬を上乗せさせていただきますわ。"
4,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"やあ。ギルドリーヴに興味はないかな？
いい仕事を斡旋するよ！","僕は冒険者ギルドの一員だよ。
相応の実力がある冒険者に対して、
「ギルドリーヴ」の仕事を発行しているんだ。
君が世話役のバデロンさんに
認められるほどの腕前になったら、
その時は、いい仕事を斡旋してあげるよ！",上手くやってくれよな。帰りを待っているよ。,"僕は冒険者ギルドの一員だよ。
相応の実力がある冒険者に対して、
「ギルドリーヴ」の仕事を発行しているんだ。
この辺りの魔物を退治できるくらい強くなったら、
その時は、いい仕事を斡旋してあげるよ！","やあ、もう戻ったのかい？
いやあ、しっかり任務をこなしてくれて助かったよ。
また都合のいいときに、よろしく頼むね。",0,0,"なんだって、手配中の賞金首を？
それはお手柄だったね。
もちろん報酬は上乗せさせてもらうよ。"
5,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"黒衣森の各地から依頼された様々な仕事、
ギルドリーヴを発行しています。","ここは冒険者に仕事を斡旋する
「ギルドリーヴ」発行カウンターです。

新米冒険者さんのようですね。
バデロンさんからの紹介があれば、
喜んで任務を回しますよ。",0,"ここは冒険者に仕事を斡旋する
「ギルドリーヴ」発行カウンターです。

新米冒険者さんのようですね。
バデロンさんからの紹介があれば、
喜んで任務を回しますよ。","ギルドリーヴ報酬の受け取りですね？
この任務を成し遂げるとは……お見事です。
どうぞ、こちらが規定の報酬ですよ。",0,0,"すばらしいですね。
手配されていた賞金首まで倒してしまうだなんて。
もちろん報酬にも色を付けておきますよ。"
6,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"リムサ・ロミンサ都市民をはじめ、
近隣の住民なんかから届いた依頼を
ギルドリーヴとして発行しているよ。","仕事を探しているんなら、良いところに来たね。
ここでは、実力ある冒険者に「ギルドリーヴ」の
仕事を発行しているのさ。
ただし、まずは冒険者ギルドの世話役、
バデロンさんからの紹介を受けるんだね。
そうすれば、いつでも仕事を回させてもらうよ。",それじゃ、気をつけていってらっしゃい！,"仕事を探しているんなら、良いところに来たね。
ここでは、実力ある冒険者に「ギルドリーヴ」の
仕事を発行しているのさ。
ただし、まずはこの辺りの魔物を、
ちょちょいと片付けられる実力を付けるんだね。
そうすれば、いつでも仕事を回させてもらうよ。","ギルドリーヴの達成報告だね？
お疲れさま、報酬を受け取ってね。
きっと依頼主も満足してると思うよ～。",0,0,"ギルドリーヴの達成報告だね……
って、手配中の賞金首まで仕留めたの？
すごいね、報酬も上乗せしちゃうよ。"
7,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"ウルダハ都市民をはじめ、
さまざまな人々から寄せられた依頼を
ギルドリーヴとして発行しています。","ひょっとして、お仕事をお探しですか？
ここでは、ある程度の経験を持つ冒険者の方に、
「ギルドリーヴ」の仕事を発行しております。
冒険者ギルドの世話役である
バデロン氏からの紹介がありましたら、
是非とも、リーヴを依頼させていただきたく思います。","さあ、頑張ってください。
吉報をお待ちしておりますよ。","ひょっとして、お仕事をお探しですか？
ここでは、ある程度の経験を持つ冒険者の方に、
「ギルドリーヴ」の仕事を発行しております。
あなたに、この近辺の魔物を
容易く倒せるほどの実力が身についたときには、
是非とも、リーヴを依頼させていただきたく思います。","お帰りなさいませ。
どうやら、無事に任務を達成された様子……
ご苦労様でした。報酬をお受け取りください。",0,0,"賞金首まで倒してしまうだなんて、驚きましたよ。
さぞかし苦労なされたことでしょう。
是非とも、この報酬をお受け取りください。"
8,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"こんにちは。
私は、この辺りの住人から寄せられた依頼を、
ギルドリーヴとして発行しています。","こんにちは。
私は、この辺りの住人から寄せられた依頼を、
ギルドリーヴとして発行しています。
ですが、チャ・モクリさんから、
仕事を任されるくらいの力量が必要となります。
そうでなければ、リーヴはお任せできませんよ。",それでは、ひと働き頼みますよ。,"こんにちは。
私は、この辺りの住人から寄せられた依頼を、
ギルドリーヴとして発行しています。
ですが、この辺りの魔物を、
やすやすと倒せるくらいの力量が必要となります。
そうでなければ、リーヴはお任せできませんよ。","任務は達成できたようですね。
これで依頼人も満足なさることでしょう。
さて、お待ちかねの報酬を受け取ってくださいね。",0,0,"賞金首まで倒したですって？　流石ですね！
それでは報酬を上乗せさせてもらいましょう。
おめでとうございます。"
9,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"ドライボーン一帯に関する依頼を、
ギルドリーヴとして発行しています。","冒険者ギルドの同志ですね？
ここでは経験のある方に「ギルドリーヴ」の
仕事を発行させてもらっています。
ですが、まずはギルドの世話役、
バデロンさんからの紹介を受けてください。
そうすれば、仕事を斡旋させていただきますから。","それでは、いってらっしゃい。
くれぐれも気をつけてくださいね。","冒険者ギルドの同志ですね？
ここでは経験のある方に「ギルドリーヴ」の
仕事を発行させてもらっています。
ですが、まずはドライボーンの魔物に
引けを取らない実力を身につけてきてください。
そうすれば、仕事を斡旋させていただきますから。","ギルドリーヴの達成報告ですね？
お疲れ様でした、さっそく報酬をお渡ししましょう。
依頼人もギルドも、大満足の結果ですよ。",0,0,"手配中の賞金首を倒された……と。
これは想像以上の成果です！
報酬も増額しないといけませんね！"
