#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17
0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,8,False
1,0,0,0,0,0,18,588,0,0,50,100,0,0,0,0,1,8,False
2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,8,False
3,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,8,False
4,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,8,False
5,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,8,False
6,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,8,False
7,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,8,False
8,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,8,False
9,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,8,False
10,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,8,False
