#,Unknown0,Unknown1,Unknown5,Unknown2,Unknown3,Unknown4,Unknown6
0,0,0,0,0,0,False,False
1,0,0,0,0,0,False,False
2,0,0,0,0,0,False,False
3,0,0,0,0,0,False,False
4,0,0,0,0,0,False,False
5,0,0,0,0,0,False,False
6,0,0,0,0,0,False,False
7,0,0,0,0,0,False,False
8,0,0,0,0,0,False,False
9,0,0,0,0,0,False,False
10,0,0,0,0,0,False,False
11,0,0,0,0,0,False,False
12,0,0,0,0,0,False,False
13,0,0,0,0,0,False,False
14,0,0,0,0,0,False,False
15,0,0,0,0,0,False,False
16,0,0,0,0,0,False,False
17,0,0,0,0,0,False,False
18,0,0,0,0,0,False,False
19,0,0,0,0,0,False,False
20,0,0,0,0,0,False,False
21,0,0,0,0,0,False,False
22,0,0,0,0,0,False,False
23,0,0,0,0,0,False,False
24,0,0,0,0,0,False,False
25,0,0,0,0,0,False,False
26,0,0,0,0,0,False,False
27,0,0,0,0,0,False,False
28,0,0,0,0,0,False,False
29,0,0,0,0,0,False,False
30,0,0,0,0,0,False,False
31,0,0,0,0,0,False,False
32,0,0,0,0,0,False,False
33,0,0,0,0,0,False,False
34,0,0,0,0,0,False,False
35,0,0,0,0,0,False,False
36,0,0,0,0,0,False,False
37,0,0,0,0,0,False,False
38,0,0,0,0,0,False,False
39,0,0,0,0,0,False,False
40,0,0,0,0,0,False,False
41,0,0,0,0,0,False,False
42,0,0,0,0,0,False,False
43,0,0,0,0,0,False,False
44,0,0,0,0,0,False,False
45,0,0,0,0,0,False,False
46,0,0,0,0,0,False,False
47,0,0,0,0,0,False,False
48,0,0,0,0,0,False,False
49,0,0,0,0,0,False,False
50,0,0,0,0,0,False,False
51,0,0,0,0,0,False,False
52,0,0,0,0,0,False,False
53,0,0,0,0,0,False,False
54,0,0,0,0,0,False,False
55,0,0,0,0,0,False,False
56,0,0,0,0,0,False,False
57,0,0,0,0,0,False,False
58,0,0,0,0,0,False,False
59,0,0,0,0,0,False,False
60,0,0,1000,0,255,False,False
61,11654880,39426,1000,1,255,False,False
62,11654880,39526,1000,1,255,False,False
63,11654880,39527,1000,1,255,False,False
64,11654880,39528,1000,1,255,False,False
65,11654880,39529,1000,1,255,False,False
66,11654880,39530,1000,1,255,False,False
67,11654881,39427,1000,1,255,False,False
68,11654881,39531,1000,1,255,False,False
69,11654881,39532,1000,1,255,False,False
70,11654881,39533,1000,1,255,False,False
71,11654881,39534,1000,1,255,False,False
72,11654882,39428,1000,1,255,False,False
73,11654882,39535,1000,1,255,False,False
74,11654882,39536,1000,1,255,False,False
75,11654882,39537,1000,1,255,False,False
76,11654883,39429,1000,1,255,False,False
77,11654883,39538,1000,1,255,False,False
78,11654883,39539,1000,1,255,False,False
79,11654884,39430,1000,1,255,False,False
80,11654884,39540,1000,1,255,False,False
81,11654885,39431,1000,1,255,False,False
82,11654885,39541,1000,1,255,False,False
83,11654886,39432,1000,1,255,False,False
84,11654886,39542,1000,1,255,False,False
85,11654912,39443,1000,1,255,False,False
86,11654912,39585,1000,1,255,False,False
87,11654912,39586,1000,1,255,False,False
88,11654912,39587,1000,1,255,False,False
89,11654912,39588,1000,1,0,False,False
90,11654913,39444,1000,1,0,False,False
91,11654913,39589,1000,1,0,False,False
92,11654913,39590,1000,1,0,False,False
93,11654913,39591,1000,1,0,False,False
94,11654913,39592,1000,1,0,False,False
95,11654852,39343,1000,1,255,False,False
96,11654852,39543,1000,1,255,False,False
97,11654852,39581,1000,1,255,False,False
98,11654853,39348,1000,1,255,False,False
99,11654853,39544,1000,1,255,False,False
100,11654854,39349,1000,1,255,False,False
101,11654854,39545,1000,1,255,False,False
102,11654854,39583,1000,1,255,False,False
103,11654855,39350,1000,1,255,False,False
104,11654855,39546,1000,1,255,False,False
105,11654856,39351,1000,1,255,False,False
106,11654856,39547,1000,1,255,False,False
107,11654857,39352,1000,1,255,False,False
108,11654857,39548,1000,1,255,False,False
109,11654857,39582,1000,1,255,False,False
110,11654858,39353,1000,1,255,False,False
111,11654858,39549,1000,1,255,False,False
112,11654859,39354,1000,1,255,False,False
113,11654859,39550,1000,1,255,False,False
114,11654860,39355,1000,1,255,False,False
115,11654860,39551,1000,1,255,False,False
116,11654861,39356,1000,1,255,False,False
117,11654861,39552,1000,1,255,False,False
118,11654862,39433,1000,1,255,False,False
119,11654862,39553,1000,1,255,False,False
120,11654863,39434,1000,1,255,False,False
121,11654863,39554,1000,1,255,False,False
122,11654864,39435,1000,1,255,False,False
123,11654864,39555,1000,1,255,False,False
124,11654865,39436,1000,1,255,False,False
125,11654865,39557,1000,1,255,False,False
126,11654866,39437,1000,1,255,False,False
127,11654866,39558,1000,1,255,False,False
128,11654867,39438,1000,1,255,False,False
129,11654867,39559,1000,1,255,False,False
130,11654868,39439,1000,1,255,False,False
131,11654868,39560,1000,1,255,False,False
132,11654869,39440,1000,1,255,False,False
133,11654869,39562,1000,1,255,False,False
134,11654870,39441,1000,1,255,False,False
135,11654870,39563,1000,1,255,False,False
136,11654871,39442,1000,1,255,False,False
137,11654871,39564,1000,1,255,False,False
138,11654871,39584,1000,1,255,False,False
139,11654872,39597,1000,1,255,False,False
140,11654872,39605,1000,1,255,False,False
141,11654873,39598,1000,1,255,False,False
142,11654873,39606,1000,1,255,False,False
143,11654874,39599,1000,1,255,False,False
144,11654874,39607,1000,1,255,False,False
145,11654875,39600,1000,1,255,False,False
146,11654875,39608,1000,1,255,False,False
147,11654876,39601,1000,1,255,False,False
148,11654876,39609,1000,1,255,False,False
149,11654877,39602,1000,1,255,False,False
150,11654877,39610,1000,1,255,False,False
151,11654878,39603,1000,1,255,False,False
152,11654878,39611,1000,1,255,False,False
153,11654879,39604,1000,1,255,False,False
154,11654879,39612,1000,1,255,False,False
155,11654914,39445,1000,1,255,False,False
156,11654914,39475,1000,1,255,False,False
157,11654915,39446,1000,1,255,False,False
158,11654915,39476,1000,1,255,False,False
159,11654916,39447,1000,1,255,False,False
160,11654916,39477,1000,1,255,False,False
161,11654917,39448,1000,1,255,False,False
162,11654917,39478,1000,1,255,False,False
163,11654918,39449,1000,1,255,False,False
164,11654918,39479,1000,1,255,False,False
165,11654919,39450,1000,1,255,False,False
166,11654919,39480,1000,1,255,False,False
167,11654920,39451,1000,1,255,False,False
168,11654920,39481,1000,1,255,False,False
169,11654921,39452,1000,1,255,False,False
170,11654921,39482,1000,1,255,False,False
171,11654922,39453,1000,1,255,False,False
172,11654922,39483,1000,1,255,False,False
173,11654923,39454,1000,1,255,False,False
174,11654923,39484,1000,1,255,False,False
175,11654924,39455,1000,1,255,False,False
176,11654924,39485,1000,1,255,False,False
177,11654925,39456,1000,1,255,False,False
178,11654925,39486,1000,1,255,False,False
179,11654926,39457,1000,1,255,False,False
180,11654926,39487,1000,1,255,False,False
181,11654927,39458,1000,1,255,False,False
182,11654927,39488,1000,1,255,False,False
183,11654928,39459,1000,1,255,False,False
184,11654928,39489,1000,1,255,False,False
185,11654929,39460,1000,1,255,False,False
186,11654929,39490,1000,1,255,False,False
187,11654930,39461,1000,1,255,False,False
188,11654930,39491,1000,1,255,False,False
189,11654931,39462,1000,1,255,False,False
190,11654931,39494,1000,1,255,False,False
191,11654932,39463,1000,1,255,False,False
192,11654932,39492,1000,1,255,False,False
193,11654933,39464,1000,1,255,False,False
194,11654933,39493,1000,1,255,False,False
195,11654934,39465,1000,1,255,False,False
196,11654934,39614,1000,1,255,False,False
197,11654935,39466,1000,1,255,False,False
198,11654935,39615,1000,1,255,False,False
199,11654936,39467,1000,1,255,False,False
200,11654936,39616,1000,1,255,False,False
201,11654937,39468,1000,1,255,False,False
202,11654937,39617,1000,1,255,False,False
203,11654938,39469,1000,1,255,False,False
204,11654938,39618,1000,1,255,False,False
205,11654939,39470,1000,1,255,False,False
206,11654939,39620,1000,1,255,False,False
207,11654940,39471,1000,1,255,False,False
208,11654940,39621,1000,1,255,False,False
209,11654941,39472,1000,1,255,False,False
210,11654941,39622,1000,1,255,False,False
211,11654942,39473,1000,1,255,False,False
212,11654942,39623,1000,1,255,False,False
213,11654943,39474,1000,1,255,False,False
214,11654943,39624,1000,1,255,False,False
215,0,0,0,0,0,False,False
216,0,0,0,0,0,False,False
217,0,0,0,0,0,False,False
218,0,0,0,0,0,False,False
219,0,0,0,0,0,False,False
220,0,0,0,0,0,False,False
221,0,0,0,0,0,False,False
222,0,0,0,0,0,False,False
223,0,0,0,0,0,False,False
224,0,0,0,0,0,False,False
225,0,0,0,0,0,False,False
226,0,0,0,0,0,False,False
227,0,0,0,0,0,False,False
228,0,0,0,0,0,False,False
229,0,0,0,0,0,False,False
230,0,0,0,0,0,False,False
231,0,0,0,0,0,False,False
232,11654887,39846,1000,1,255,False,False
233,11654887,39847,1000,1,255,False,False
234,11654888,39893,1000,1,2,False,False
235,11654888,39800,1000,1,2,False,False
236,11654888,39916,1000,1,2,False,False
237,11654888,39917,1000,1,2,False,False
238,11654888,39918,1000,1,2,False,False
239,11654889,39894,1000,1,2,False,False
240,11654889,39801,1000,1,2,False,False
241,11654890,39895,1000,1,2,False,False
242,11654890,39802,1000,1,2,False,False
243,11654891,39896,1000,1,2,False,False
244,11654891,39803,1000,1,2,False,False
245,11654892,39897,1000,1,2,False,False
246,11654892,39804,1000,1,2,False,False
247,11654893,39898,1000,1,2,False,False
248,11654893,39805,1000,1,2,False,False
249,11654894,39899,1000,1,2,False,False
250,11654894,39806,1000,1,2,False,False
251,11654895,39900,1000,1,2,False,False
252,11654895,39807,1000,1,2,False,False
253,11654896,39901,1000,1,2,False,False
254,11654896,39808,1000,1,2,False,False
255,11654897,39902,1000,1,2,False,False
256,11654897,39809,1000,1,2,False,False
257,11654898,39903,1000,1,2,False,False
258,11654898,39810,1000,1,2,False,False
259,11654899,39904,1000,1,2,False,False
260,11654899,39811,1000,1,2,False,False
261,11654900,39905,1000,1,2,False,False
262,11654900,39812,1000,1,2,False,False
263,11654901,39906,1000,1,2,False,False
264,11654901,39813,1000,1,2,False,False
265,11654901,39919,1000,1,2,False,False
266,11654902,39907,1000,1,2,False,False
267,11654902,39814,1000,1,2,False,False
268,11654903,39908,1000,1,2,False,False
269,11654903,39815,1000,1,2,False,False
270,11654903,39920,1000,1,2,False,False
271,11654904,39909,1000,1,2,False,False
272,11654904,39816,1000,1,2,False,False
273,11654905,39910,1000,1,2,False,False
274,11654905,39817,1000,1,2,False,False
275,11654906,39911,1000,1,2,False,False
276,11654906,39818,1000,1,2,False,False
277,11654907,39912,1000,1,2,False,False
278,11654907,39819,1000,1,2,False,False
279,11654908,39913,1000,1,2,False,False
280,11654908,39820,1000,1,2,False,False
281,11654909,39835,1000,1,2,False,False
282,11654909,39836,1000,1,2,False,False
283,11654910,39914,1000,1,2,False,False
284,11654910,39837,1000,1,2,False,False
285,11654911,39915,1000,1,2,False,False
286,11654911,39838,1000,1,2,False,False
287,0,0,0,0,0,False,False
288,0,0,0,0,0,False,False
289,0,0,0,0,0,False,False
290,0,0,0,0,0,False,False
291,0,0,0,0,0,False,False
292,0,0,0,0,0,False,False
293,11702095,40301,1000,1,2,False,False
294,11702095,40301,1000,2,0,False,False
295,11702095,40301,1000,2,1,False,False
296,11702095,40301,1000,2,2,False,False
297,11702095,40301,1000,2,3,False,False
298,11702102,40301,1000,1,2,False,False
299,11702102,40301,1000,2,0,False,False
300,11702102,40301,1000,2,1,False,False
301,11702102,40301,1000,2,2,False,False
302,11702102,40301,1000,2,3,False,False
303,11702105,40301,1000,1,2,False,False
304,11702105,40301,1000,2,0,False,False
305,11702105,40301,1000,2,1,False,False
306,11702105,40301,1000,2,2,False,False
307,11702105,40301,1000,2,3,False,False
308,11702106,40301,1000,1,2,False,False
309,11702106,40301,1000,2,0,False,False
310,11702106,40301,1000,2,1,False,False
311,11702106,40301,1000,2,2,False,False
312,11702106,40301,1000,2,3,False,False
313,11702109,40301,1000,1,2,False,False
314,11702109,40301,1000,2,0,False,False
315,11702109,40301,1000,2,1,False,False
316,11702109,40301,1000,2,2,False,False
317,11702109,40301,1000,2,3,False,False
318,11702111,40301,1000,1,2,False,False
319,11702111,40301,1000,2,0,False,False
320,11702111,40301,1000,2,1,False,False
321,11702111,40301,1000,2,2,False,False
322,11702111,40301,1000,2,3,False,False
323,11702113,40301,1000,1,2,False,False
324,11702113,40301,1000,2,0,False,False
325,11702113,40301,1000,2,1,False,False
326,11702113,40301,1000,2,2,False,False
327,11702113,40301,1000,2,3,False,False
328,11654888,39800,1000,2,0,False,False
329,11654888,39916,1000,2,0,False,False
330,11654888,39917,1000,2,0,False,False
331,11654888,39918,1000,2,0,False,False
332,11654889,39801,1000,2,0,False,False
333,11654890,39802,1000,2,0,False,False
334,11654891,39803,1000,2,0,False,False
335,11654892,39804,1000,2,0,False,False
336,11654893,39805,1000,2,0,False,False
337,11654894,39806,1000,2,0,False,False
338,11654895,39807,1000,2,0,False,False
339,11654896,39808,1000,2,0,False,False
340,11654897,39809,1000,2,0,False,False
341,11654898,39810,1000,2,0,False,False
342,11654899,39811,1000,2,0,False,False
343,11654900,39812,1000,2,0,False,False
344,11654901,39813,1000,2,0,False,False
345,11654901,39919,1000,2,0,False,False
346,11654902,39814,1000,2,0,False,False
347,11654903,39815,1000,2,0,False,False
348,11654903,39920,1000,2,0,False,False
349,11654904,39816,1000,2,0,False,False
350,11654905,39817,1000,2,0,False,False
351,11654906,39818,1000,2,0,False,False
352,11654907,39819,1000,2,0,False,False
353,11654908,39820,1000,2,0,False,False
354,11654909,39836,1000,2,0,False,False
355,11654910,39837,1000,2,0,False,False
356,11654911,39838,1000,2,0,False,False
357,11654913,39592,1000,2,2,False,False
358,11654913,39592,1000,2,0,False,False
359,11654888,39800,1000,2,2,False,False
360,11654888,39916,1000,2,2,False,False
361,11654888,39917,1000,2,2,False,False
362,11654888,39918,1000,2,2,False,False
363,11654889,39801,1000,2,2,False,False
364,11654890,39802,1000,2,2,False,False
365,11654891,39803,1000,2,2,False,False
