#,ShopName,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17
3473408,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3473409,特殊品納品窓口,1,0,4,235,4,210,2,0,3,0,0,0,0,0,0,0,True,False
3473410,証書の交換,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
3473411,獣人貨幣証書の交換,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
3473412,獣人貨幣証書の交換,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
3473413,獣人貨幣証書の交換,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
3473414,獣人貨幣証書の交換,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
3473415,獣人貨幣証書の交換,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
3473416,獣人貨幣証書の交換,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
3473417,獣人貨幣証書の交換,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
3473418,獣人貨幣証書の交換,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
3473419,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
3473420,戦果記録の交換（ロックボックス）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
3473421,戦果記録の交換（その他）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
3473422,戦果記録の交換（その他）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
3473423,不用品の交換,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
3473424,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3473425,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3473426,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3473427,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3473428,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3473429,解放軍の手形との交換（武器）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473430,解放軍の手形との交換（防具）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473431,解放軍の手形との交換（アクセサリー）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473432,羅刹の手形との交換（武器）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473433,羅刹の手形との交換（防具）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473434,羅刹の手形との交換（アクセサリー）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473435,ユールモアの手形G1との交換（武器）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473436,ユールモアの手形G1との交換（防具）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473437,ユールモアの手形G1との交換（アクセサリー）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473438,ユールモアの手形G2との交換（武器）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473439,ユールモアの手形G2との交換（防具）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473440,ユールモアの手形G2との交換（アクセサリー）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473441,ユールモアの手形G3との交換（武器）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473442,ユールモアの手形G3との交換（防具）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473443,ユールモアの手形G3との交換（アクセサリー）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473444,ラザハンの手形G1との交換（武器）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473445,ラザハンの手形G1との交換（防具）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473446,ラザハンの手形G1との交換（アクセサリー）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473447,ラザハンの手形G2との交換（武器）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473448,ラザハンの手形G2との交換（防具）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473449,ラザハンの手形G2との交換（アクセサリー）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473450,ラザハンの手形G3との交換（武器）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473451,ラザハンの手形G3との交換（防具）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473452,ラザハンの手形G3との交換（アクセサリー）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473453,エバーキープの手形G1との交換（武器）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473454,エバーキープの手形G1との交換（防具）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473455,エバーキープの手形G1との交換（アクセサリー）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473456,エバーキープの手形G2との交換（武器）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473457,エバーキープの手形G2との交換（防具）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473458,エバーキープの手形G2との交換（アクセサリー）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473459,エバーキープの手形G3との交換（武器）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473460,エバーキープの手形G3との交換（防具）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473461,エバーキープの手形G3との交換（アクセサリー）,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,True,True
3473462,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
