#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article
2000000,,,0,0,0,1,0,0
2000001,透明君※α未使用,,0,0,0,1,0,0
2000002,草むらテスト※α未使用,,0,0,0,1,0,0
2000003,クエストツールテスト※α未使用,,0,0,0,1,0,0
2000004,クエストツールテスト２※α未使用,,0,0,0,1,0,0
2000005,,,0,0,0,0,0,0
2000006,草むら※α未使用,,0,0,0,1,0,0
2000007,草むら※α未使用,,0,0,0,1,0,0
2000008,境樹,,0,0,0,1,0,0
2000009,指定地点,,0,0,0,1,0,0
2000010,アノールの卵,,0,0,0,1,0,0
2000011,アノールの卵,,0,0,0,1,0,0
2000012,アノールの卵,,0,0,0,1,0,0
2000013,アノールの卵,,0,0,0,1,0,0
2000014,アノールの卵,,0,0,0,1,0,0
2000015,,,0,0,0,1,0,0
2000016,蝕まれた木,,0,0,0,1,0,0
2000017,蝕まれた木,,0,0,0,1,0,0
2000018,蝕まれた木,,0,0,0,1,0,0
2000019,,,0,0,0,1,0,0
2000020,森の地野菜,,0,0,0,1,0,0
2000021,森の地野菜,,0,0,0,1,0,0
2000022,森の地野菜,,0,0,0,1,0,0
2000023,森の地野菜,,0,0,0,1,0,0
2000024,森の地野菜,,0,0,0,1,0,0
2000025,森の地野菜,,0,0,0,1,0,0
2000026,アーゼマローズの実,,0,0,0,1,0,0
2000027,アーゼマローズの実,,0,0,0,1,0,0
2000028,アーゼマローズの実,,0,0,0,1,0,0
2000029,アーゼマローズの実,,0,0,0,1,0,0
2000030,アーゼマローズの実,,0,0,0,1,0,0
2000031,アーゼマローズの実,,0,0,0,1,0,0
2000032,,,0,0,0,1,0,0
2000033,埋門,,0,0,0,1,0,0
2000034,,,0,0,0,1,0,0
2000035,,,0,0,0,1,0,0
2000036,,,0,0,0,0,0,0
2000037,,,0,0,0,1,0,0
2000038,,,0,0,0,1,0,0
2000039,魔導フォトセル,,0,0,0,1,0,0
2000040,,,0,0,0,1,0,0
2000041,,,0,0,0,1,0,0
2000042,指定地点,,0,0,0,1,0,0
2000043,湿った窪み,,0,0,0,1,0,0
2000044,湿った窪み,,0,0,0,1,0,0
2000045,湿った窪み,,0,0,0,1,0,0
2000046,脱出地点,,0,0,0,1,0,0
2000047,,,0,0,0,1,0,0
2000048,オメガの転移装置,,0,0,0,1,0,0
2000049,,,0,0,0,0,0,0
2000050,,,0,0,0,0,0,0
2000051,,,0,0,0,1,0,0
2000052,,,0,0,0,1,0,0
2000053,レイアの卵,,0,0,0,1,0,0
2000054,,,0,0,0,1,0,0
2000055,邪教の念珠,,0,0,0,1,0,0
2000056,邪教の念珠,,0,0,0,1,0,0
2000057,邪教の念珠,,0,0,0,1,0,0
2000058,封印結界,,0,0,0,1,0,0
2000059,封印結界,,0,0,0,1,0,0
2000060,封印結界,,0,0,0,1,0,0
2000061,邪教の宝珠,,0,0,0,1,0,0
2000062,邪教の宝珠,,0,0,0,1,0,0
2000063,邪教の宝珠,,0,0,0,1,0,0
2000064,,,0,0,0,1,0,0
2000065,,,0,0,0,1,0,0
2000066,大手門,,0,0,0,1,0,0
2000067,邪教の宝珠,,0,0,0,1,0,0
2000068,,,0,0,0,1,0,0
2000069,,,0,0,0,1,0,0
2000070,香台,,0,0,0,1,0,0
2000071,香台,,0,0,0,1,0,0
2000072,リテイナー呼び鈴※α未使用,,0,0,0,1,0,0
2000073,マーケットボード※α未使用,,0,0,0,1,0,0
2000074,,,0,0,0,0,0,0
2000075,指定地点,,0,0,0,1,0,0
2000076,指定地点,,0,0,0,1,0,0
2000077,指定地点,,0,0,0,1,0,0
2000078,指定地点,,0,0,0,1,0,0
2000079,,,0,0,0,0,0,0
2000080,,,0,0,0,0,0,0
2000081,,,0,0,0,0,0,0
2000082,,,0,0,0,0,0,0
2000083,,,0,0,0,0,0,0
2000084,,,0,0,0,0,0,0
2000085,,,0,0,0,0,0,0
2000086,,,0,0,0,0,0,0
2000087,客室の扉,,0,0,0,1,0,0
2000088,整えられた寝台,,0,0,0,1,0,0
2000089,踏み荒らされた露地,,0,0,0,1,0,0
2000090,,,0,0,0,0,0,0
2000091,,,0,0,0,0,0,0
2000092,,,0,0,0,0,0,0
2000093,湿気を帯びた貼紙,,0,0,0,1,0,0
2000094,湿気を帯びた貼紙,,0,0,0,1,0,0
2000095,湿気を帯びた貼紙,,0,0,0,1,0,0
2000096,湿気を帯びた貼紙,,0,0,0,1,0,0
2000097,湿気を帯びた貼紙,,0,0,0,1,0,0
2000098,湿気を帯びた貼紙,,0,0,0,1,0,0
2000099,湿気を帯びた貼紙,,0,0,0,1,0,0
2000100,魔導フォトセル,,0,0,0,1,0,0
2000101,魔導フォトセル,,0,0,0,1,0,0
2000102,魔導フォトセル,,0,0,0,1,0,0
2000103,魔導フォトセル,,0,0,0,1,0,0
2000104,魔導フォトセル,,0,0,0,1,0,0
2000105,魔導フォトセル,,0,0,0,1,0,0
2000106,魔導フォトセル,,0,0,0,1,0,0
2000107,魔導フォトセル,,0,0,0,1,0,0
2000108,魔導フォトセル,,0,0,0,1,0,0
2000109,魔導フォトセル,,0,0,0,1,0,0
2000110,魔導フォトセル,,0,0,0,1,0,0
2000111,,,0,0,0,1,0,0
2000112,,,0,0,0,1,0,0
2000113,,,0,0,0,1,0,0
2000114,,,0,0,0,1,0,0
2000115,,,0,0,0,1,0,0
2000116,魔導ターミナル,,0,0,0,1,0,0
2000117,,,0,0,0,1,0,0
2000118,魔導ターミナル,,0,0,0,1,0,0
2000119,魔導ターミナル,,0,0,0,1,0,0
2000120,,,0,0,0,1,0,0
2000121,,,0,0,0,1,0,0
2000122,魔導ターミナル,,0,0,0,1,0,0
2000123,魔導ターミナル,,0,0,0,1,0,0
2000124,,,0,0,0,1,0,0
2000125,魔導トランスポーター,,0,0,0,1,0,0
2000126,魔導トランスポーター,,0,0,0,1,0,0
2000127,魔導トランスポーター,,0,0,0,1,0,0
2000128,花粉塊,,0,0,0,1,0,0
2000129,花粉塊,,0,0,0,1,0,0
2000130,花粉塊,,0,0,0,1,0,0
2000131,,,0,0,0,1,0,0
2000132,,,0,0,0,1,0,0
2000133,,,0,0,0,1,0,0
2000134,,,0,0,0,1,0,0
2000135,,,0,0,0,1,0,0
2000136,かすかな足跡,,0,0,0,1,0,0
2000137,,,0,0,0,1,0,0
2000138,,,0,0,0,1,0,0
2000139,脱出地点,,0,0,0,1,0,0
2000140,森の茂み,,0,0,0,1,0,0
2000141,測量記録書,,0,0,0,1,0,0
2000142,森の茂み,,0,0,0,1,0,0
2000143,汚れた道しるべ,,0,0,0,1,0,0
2000144,汚れた道しるべ,,0,0,0,1,0,0
2000145,トモシビタケ,,0,0,0,1,0,0
2000146,生温かい麻袋,,0,0,0,1,0,0
2000147,測量道具箱,,0,0,0,1,0,0
2000148,測量道具箱,,0,0,0,1,0,0
2000149,測量用の荒縄,,0,0,0,1,0,0
2000150,アノールの卵,,0,0,0,1,0,0
2000151,都市内エーテライト,,0,0,0,1,0,0
2000152,小さな鍵,,0,0,0,1,0,0
2000153,都市内エーテライト,,0,0,0,1,0,0
2000154,都市内エーテライト,,0,0,0,1,0,0
2000155,都市内エーテライト,,0,0,0,1,0,0
2000156,都市内エーテライト,,0,0,0,1,0,0
2000157,都市内エーテライト,,0,0,0,1,0,0
2000158,,,0,0,0,1,0,0
2000159,小さな鍵,,0,0,0,1,0,0
2000160,閉ざされた扉,,0,0,0,1,0,0
2000161,,,0,0,0,1,0,0
2000162,昇降機のレバー,,0,0,0,1,0,0
2000163,昇降機のレバー,,0,0,0,1,0,0
2000164,,,0,0,0,1,0,0
2000165,昇降機のレバー,,0,0,0,1,0,0
2000166,昇降機のレバー,,0,0,0,1,0,0
2000167,,,0,0,0,1,0,0
2000168,,,0,0,0,1,0,0
2000169,6オンズ爆薬,,0,0,0,1,0,0
2000170,発破装置,,0,0,0,1,0,0
