#,TextOutput
0,
1,"「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「よろしくお願いします！」"
2,"「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「お疲れ様でした！」"
3,"「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「ありがとう！」"
4,"「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「ナイス！」"
5,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
PvPアディショナルアクション1の使用可能状況を報告する発言がパーティチャットに表示されます。
**「“アクション名” - 使用可能！」
「“アクション名” - 再使用可能まで“残り時間”秒」"
6,"「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。
状況に応じた発言がパーティチャットに表示されます。
**「“ジョブ名” - リミットブレイク - 使用可能！」
「“ジョブ名” - リミットブレイク - “現在の値”%」"
7,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「オフェンスボックスを狙います！」"
8,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「ディフェンスボックスを狙います！」"
9,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「アドレナリンボックスを狙います！」"
10,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「ウルフハートボックスを狙います！」"
11,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「タンクを攻撃します！」"
12,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「ヒーラーを攻撃します！」"
13,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「メレーを攻撃します！」"
14,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「レンジを攻撃します！」"
15,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「タンクを足止めします。」"
16,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「ヒーラーを足止めします。」"
17,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「メレーを足止めします。」"
18,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「レンジを足止めします。」"
19,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「メダルを拾います！」"
20,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「メダルを拾ってください。」"
21,"「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「攻めましょう！」"
22,"「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「立て直しましょう！」"
23,"「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。
状況に応じた発言がパーティチャットに表示されます。
**「MP - “現在の値”%」"
24,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
状況に応じた発言がパーティチャットに表示されます。
**「TP - “現在の値”%」"
25,"「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。
対戦相手をターゲットして使用すると、その対象を用いた戦術指示がパーティチャットに表示されます。
**「“ジョブ名”を攻撃します！」"
26,"「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。
対戦相手をターゲットして使用すると、その対象を用いた戦術指示がパーティチャットに表示されます。
**「“ジョブ名”を妨害します。」"
27,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
PvPアディショナルアクション2の使用可能状況を報告する発言がパーティチャットに表示されます。
**「“アクション名” - 使用可能！」
「“アクション名” - 再使用可能まで“残り時間”秒」"
28,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
対戦相手をターゲットして使用すると、カウントダウンマーカーが対象の頭上に、その対象を用いた戦術指示がパーティチャットに表示されます。
**「“ジョブ名”を集中攻撃しましょう！」
"
29,"「ザ・フィースト」でのみ使用可能な指示コマンドです。
「号令：集中攻撃開始」を中断して、戦術指示がパーティチャットに表示されます。
**「集中攻撃を中止します！」"
30,"「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「ごめんなさい！」"
31,"「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「前に出ます！」"
32,"「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「下がります！」"
33,"「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。
状況に応じた発言がパーティチャットに表示されます。
**「“ジョブ名” - タクティカルクリスタルを運びます！」"
34,"「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。
固有の発言がパーティチャットに表示されます。
**「タクティカルクリスタルを運んでください！」"
35,"「クリスタルコンフリクト」でのみ使用可能な指示コマンドです。
パーティメンバーをターゲットして使用すると、その対象を用いた戦術指示がパーティチャットに表示されます。
**「“ジョブ名”を援護します。」"
