#,Name,Unknown0,Description,Unknown1,Unknown2,StartsWithVowel,Unknown3,Unknown4,Unknown5
0,0,0,,0,0,0,1,0,0
1,ドードー,0,マズラヤ島を原産地とする飛翔力のない大型鳥。丸々としており胸肉は特に美味。採卵のためにキキルン族が大陸に持ち込み、今ではエオルゼアの諸都市でも広く飼養されている。防衛のため口から催眠性の分泌物を噴出する。,0,0,0,1,0,0
2,トンベリ,0,第五星暦時代に栄えた「ニーム」文明の遺跡内に棲む謎多き民。人のように衣服を着用し、道具も器用に扱うことから知性は高いと思われる。ニーム時代の石板には、「病魔の運び手」などの不吉な記述が見られるという。,0,0,0,1,0,0
3,サボテンダー,0,乾燥地帯に生息する移動性のサボテン。体内に水分を溜め込むことで、長期間の乾燥に耐えることで知られる。また、過酷な環境を生き残るため、捕食者と認めた相手には幹内に潜む針を発射。積極的な防衛行動をとる。,0,0,0,1,0,0
4,スプリガン,0,岩場や鉱山に出没する漆黒の魔物。常に貴石を大切に持ち歩いているため｢財宝の守護者｣と呼ばれ、採掘師に敬われている。呪具綱とされる理由は｢彼らは石に操られているに過ぎない｣とする古典『百石大鑑』の分類による。,0,0,0,1,0,0
5,プリン,0,異界ヴォイドの汚水がたまる沼地で生まれた異形の魔物。獲物をおびき寄せるために人の声色をまねることがあるが、知性は低い。妖異学者たちの分類でも、妖異十二階位の第十位とされており、下級の妖異といえるだろう。,0,0,0,1,0,0
6,ボム,0,妖異十二階位の第十一位にあたる火球状のガス生命体。人間を含む油脂分を有する動植物を見つけると、自身の燃料とするために見境なく襲いかかる。より高温の者は「グレネード」と呼ばれ、階位も第十位に位置付けられる。,0,0,0,1,0,0
7,マンドラゴラ,0,第七霊災後に、忽然と姿を現した植物状生物。どこからやって来たのか、さっぱり解らない。どうやら知性らしきものがあるらしく、言語によらないコミュニケーション手段を持つらしいが、まだ研究の途上で詳細は不明である。,0,0,0,1,0,0
8,コブラン,0,自らの殻を形成する鉱石を求めて這い回る奇妙な魔物。身を守るため背に鉱石を植え付けた動物とするグリダニアの学者と、増殖のために動物の器官を取り込んだ鉱石とするウルダハの学者とで、その解釈は分かれている。,0,0,0,1,0,0
9,モルボル,0,巻きひげを使って這い回る移動性の大型食獣植物。獲物を誘引するため、また気絶させるために強烈な甘い香りを捕食器官から放つ。多数の牙状の棘は、獲物を噛み砕くためではなく消化しきるまで捕らえておくためにある。,0,0,0,1,0,0
10,クァール,0,類を見ない獰猛さで恐れられる四脚肉食獣。自在に動かすことができる二本の触角から、電撃を放ち獲物を麻痺させて捕食する。原産は近東地域。エオルゼアに生息するものは、戦闘用に持ち込まれた個体が野生化したもの。,0,0,0,1,0,0
11,アーリマン,0,動物の眼球を依代にして、物質界に顕現する異界ヴォイド由来の魔物。高い魔力を有しており、空中のエーテルを掻いて浮遊。石化の術にも長けている。なお、妖異学の分類によれば、第四～五位程度の中級の存在とされる。,0,0,0,1,0,0
12,グゥーブー,0,小山のように巨大な二足獣。頭部に生える苔とは共生関係にあり、カモフラージュとする代わりに、乾期には長い手を使って保水を欠かさない。普段は動きが緩慢だが、空腹時には動くものを片っ端からその大口に放り込む。,0,0,0,1,0,0
13,チョコボ,0,逞しい脚で大地を駆ける陸生の大型鳥。エオルゼアでは、古来より駄獣や輓獣、騎乗用途に用いられてきた。クルザスが一大生産地として知られるほか、アバラシア山脈の秘境「チョコボの森」には野生種も多いという。,0,0,0,1,0,0
14,アマルジャ,0,パガルザン草原で羊やトカゲを追いながら暮らす遊牧の民であり、ウルダハの宿敵。幼少より軍事調練を施され、老若男女すべてが優れた兵士である。また炎を操る冶金術に長け、彼らの作り出す武具は高値で取引される。,0,0,0,1,0,0
15,イクサル,0,風の吹き荒ぶ大渓谷に住まう、好戦的な山岳の民。手に残る翼の痕跡は、大空を舞っていた証であり彼らの誇り。嵐神に木々を献じるため、かつて領していた黒衣森を取り戻さんと、グリダニアと激しく対立する。,0,0,0,1,0,0
16,悪い子シルフ,0,黒衣森深くに住まう幽谷の民と呼ばれる小さな獣人。木の葉をまとった人形のような愛らしい姿をしている。優れた幻術の使い手が多いが、その術を用いて旅人を遭難させるなど、度を過ぎた悪戯が深刻な事態を招くことも。,0,0,0,1,0,0
17,コボルド,0,バイルブランド島の山岳地帯に張り巡らせた坑道に住まう、地底の民と呼ばれる獣人。鉱物を地神の賜物とし、その神の法則を見出さんと高度な錬金術を発達させてきた。リムサ・ロミンサと不可侵条約を結んでいたが……。,0,0,0,1,0,0
18,サハギン,0,蒼茫洋を根拠地とする水棲の民。水中でも呼吸することができ、しなやかな四肢を使って優雅に泳ぐ。女王的な立場にある一匹の雌の個体を筆頭とした、ピラミッド状の階級社会を築いている。リムサ・ロミンサの敵性民族。,0,0,0,1,0,0
19,タタル・タル,0,"「フンフ　フンフ　フーン。
すーなの　こーやに　おーはなーが　さーいたー」
暁の血盟受付：タタル・タル",0,0,0,1,0,0
20,モーグリ,0,黒衣森に生息する謎めいた種族。魔力に優れ、普段は魔法によって姿を隠して生活している。そのため、魔法の素養に恵まれた者でなければ、見つけることは難しい。歌と踊りをこよなく愛する民としても知られている。,0,0,0,1,0,0
21,セイレーン,0,美しい歌声で船乗りたちを惑わし、船を難破させる海の魔物。その昔、海賊王「霧髭」によって全滅させられたと言われているが、近年、目撃情報が……。なお、難破船の船員たちは精気を吸い取られ、アンデッドにされるという。,0,0,0,1,0,0
22,オルトロス＆テュポーン,0,呪術士ギルドが行った妖異召喚実験によって、顕現した謎の存在。おそらく異界「ヴォイド」の妖異であろうと考えられているが詳細は不明。オルトロスはコロセウム財団に、テュポーンはゴールドソーサーに就職したらしい。,0,0,0,1,0,0
23,デモンズウォール,0,壁に血で紋様を刻み、命を吹き込んで建造物の守護者と成す、という古代魔法の産物。主を失った今でも、忠実に遺跡を守り続けていることがあり、しばしばそれと知らずに近づいた冒険者が、悲惨な末路を辿ることに……。,0,0,0,1,0,0
24,サキュバス,0,女性の身体を依代にして物質界に顕現する妖異。それゆえ美しく、妖しい女性の容姿を持つ。場合によっては、生前の思考を受け継ぐ場合もあるらしい。なお、妖異十二階位では第三～四位とされる高位の存在だ。,0,0,0,1,0,0
25,キマイラ,0,獅子と山羊、ドラゴンの頭を有す異形の魔物。背にはコウモリの如き翼が生え、尾は蠍のそれを思わせるなど、複数の獣の特徴を併せ持つことから、神々が戯れに創りだしたとも、邪悪な魔道士の研究結果とも言われるが……。,0,0,0,1,0,0
26,ブルードラゴン,0,幻龍ミドガルズオルムと、その子「七大天竜」に連なる種族。優に千年を超える寿命を持つとされ、その長い成長過程で各々が「進化」していく。それゆえ、同じ種族でありながら、まったく異なる形状の個体が無数に存在する。,0,0,0,1,0,0
27,美男のブガージャ,0,"「お、お……おお、お……高まってき、た！！」
傭兵：美男のブガージャ",0,0,0,1,0,0
28,モモディ・モディ,0,"「……でも、人生相談はお断り。
恋愛相談なら考えてあげてもいいわ。ウフフ」
ラウンジ「クイックサンド」女将：モモディ・モディ",0,0,0,1,0,0
29,十指のバデロン,0,"「海豚だって溺れるんだ。いっぱしの冒険者を
目指すんなら　初心だけは忘れねぇこったな」
「溺れた海豚亭」オーナー：十指のバデロン",0,0,0,1,0,0
30,ミューヌ,0,"「おいしいお茶とひとときの安らぎ。
カーラインカフェにようこそ」
茶房「カーラインカフェ」マスター：ミューヌ",0,0,0,1,0,0
31,リウィア・サス・ユニウス,0,"「グズグズしてると……。殺すわよ」
第XIV軍団分遣隊長：リウィア・サス・ユニウス",0,0,0,1,0,0
32,リットアティン・サス・アルヴィナ,0,"「我が名は、リットアティン・サス・アルヴィナ！
ガイウス閣下の盾にして矛なり！」
第XIV軍団陣営隊長：リットアティン・サス・アルヴィナ",0,0,0,1,0,0
33,ビッグス＆ウェッジ,0,"「礼は！？」
「助けてくれて、ありがとうッス！！」
ガーロンド・アイアンワークス社：ビッグス／ウェッジ",0,0,0,1,0,0
34,ゲロルト・ブラックソーン,0,"「チッ、いいか？
今じゃ、酒場のヤカンを作っちゃいるが……
腐ってもオレは一流の武具職人だ」
放浪の武具職人：ゲロルト・ブラックソーン",0,0,0,1,0,0
35,フリクシオ,0,"「息苦しすぎて、ギサールの野菜に
なりそうだったのでぶっち！」
仮宿の長：フリクシオ",0,0,0,1,0,0
36,ミュタミクス,0,"「シュコォ……シュコォ……モノにやどりし
ヒトがココロ　マテリア　ひろいて
かがやきはなつ～」
大窯を運ぶ者：ミュタミクス",0,0,0,1,0,0
37,メメルン,0,"「メメルン、ちゃりちゃり、大好きっちゃ。
メメルン、みせみせ、広げるっちゃ！」
メメルン交易商店：メメルン",0,0,0,1,0,0
38,ベヒーモス,0,異常に発達した筋肉を有す肉食獣。第七霊災を境に、クルザスの山岳部で目撃情報が相次ぐようになったため、蛮神バハムートの落とし子として「ベヒーモス」と名付けられた。生態については謎も多く、研究が待たれている。,0,0,0,1,0,0
39,ギルガメッシュ＆エンキドゥ,0,"「オレは旅の剣豪……その名も、ギルガメッシュ！」
ギルガメッシュ／エンキドゥ",0,0,0,1,0,0
40,イフリート,0,アマルジャ族が呼び降ろした焔の神。非常に獰猛で猛々しい神として知られる存在で、その息は燃え盛り、その爪は鉄を溶かし、その角は天を焦がす。挑みかかる者は、必ずや「地獄の火炎」で焼かれることになるだろう。,0,0,0,1,0,0
41,タイタン,0,コボルド族が呼び降ろした岩の神。温厚な神として知られ、信徒であるコボルド族を我が子のように慈しむ。しかし、ひとたび戦いとなれば様相は一変。大山の如き巨躯を振わせ、「大地の怒り」で地を揺るがす。,0,0,0,1,0,0
42,ガルーダ,0,イクサル族が呼び降ろした嵐の神。軽々と宙を舞う姿は優雅だが、血を好む残忍な性質を持ち、信徒からも「無慈悲な女王」として恐れられている。気性が荒く、怒り狂うと「エリアルブラスト」と呼ばれる爆風を放つ。,0,0,0,1,0,0
43,善王モグル・モグXII世,0,モーグリ族が呼び降ろした伝説の王。「天界から地上へと一族を導いた」というおとぎ話が残る「モーグリ族、最後の王」らしいのだが、どういう理屈か降臨してしまった。「善王」らしく、部下への面倒見がいい。,0,0,0,1,0,0
44,ラヤ・オ・センナ＆ア・ルン・センナ,0,"「カヌ・エ・センナは、あたしの姉さまなの。
弟のア・ルン・センナと合わせて、あたしたちは
三重の幻術皇なんて呼ばれてるわ」
三重の幻術皇：ラヤ・オ・センナ／ア・ルン・センナ",0,0,0,1,0,0
