#,Name,Description,Cost,Icon,FCRank,Order,Purchasable
0,,,0,0,0,0,True
1,討伐経験値アップ,24時間（地球時間）、敵討伐時の獲得経験値が5％増加する,3500,64213,5,1,True
2,採集経験値アップ,24時間（地球時間）、採集時の獲得経験値が5％増加する,3500,64215,5,2,True
3,製作経験値アップ,24時間（地球時間）、製作時の獲得経験値が5％増加する,3500,64216,5,3,True
4,バディ経験値アップ,24時間（地球時間）、バディの獲得経験値が10％増加する,2800,64214,5,4,True
5,対人戦績アップ,24時間（地球時間）、対人戦績の獲得量が5％上昇する,2800,64217,5,5,True
6,軍票アップ,24時間（地球時間）、軍票の獲得量が5％上昇する,2800,64218,5,6,True
7,ビギナーボーナス,24時間（地球時間）、Lv25以下のバトルクラスの全フィジカルパラメータが10％上昇する,1750,64201,5,8,True
8,獲得力アップ,24時間（地球時間）、ギャザラーの獲得力が5上昇する,2800,64202,5,9,True
9,技術力アップ,24時間（地球時間）、ギャザラーの技術力が5上昇する,2800,64203,5,10,True
10,作業精度アップ,24時間（地球時間）、クラフターの作業精度が5上昇する,2800,64204,5,11,True
11,加工精度アップ,24時間（地球時間）、クラフターの加工精度が5上昇する,2800,64205,5,12,True
12,錬精度上昇量アップ,24時間（地球時間）、錬精度が上昇しやすくなる,3500,64209,5,13,True
13,食事効果時間延長,24時間（地球時間）、食事の効果時間を5分延長する,2800,64208,5,14,True
14,装備品劣化低減,24時間（地球時間）、装備品の耐久度の減少を10％低減する,3500,64210,5,15,True
15,都市内スプリント効果時間延長,24時間（地球時間）、都市内でのスプリントの効果時間を25％延長する,2800,64220,5,16,True
16,テレポ割引,24時間（地球時間）、テレポに必要なギルが20％割引される,3500,64212,5,17,True
17,MGPアップ,24時間（地球時間）、マンダヴィル・ゴールドソーサーポイントの獲得量が5％上昇する,2800,64219,5,7,True
18,,,0,0,0,0,False
19,,,0,0,0,0,False
20,,,0,0,0,0,False
21,,,0,0,0,0,False
22,,,0,0,0,0,False
23,,,0,0,0,0,False
24,,,0,0,0,0,False
25,,,0,0,0,0,False
26,,,0,0,0,0,False
27,,,0,0,0,0,False
28,,,0,0,0,0,False
29,,,0,0,0,0,False
30,,,0,0,0,0,False
31,討伐経験値アップII,24時間（地球時間）、敵討伐時の獲得経験値が10％増加する,7000,64238,8,18,True
32,採集経験値アップII,24時間（地球時間）、採集時の獲得経験値が10％増加する,7000,64240,8,19,True
33,製作経験値アップII,24時間（地球時間）、製作時の獲得経験値が10％増加する,7000,64241,8,20,True
34,バディ経験値アップII,24時間（地球時間）、バディの獲得経験値が15％増加する,7000,64239,8,21,True
35,対人戦績アップII,24時間（地球時間）、対人戦績の獲得量が10％上昇する,7000,64242,8,22,True
36,軍票アップII,24時間（地球時間）、軍票の獲得量が10％上昇する,7000,64243,8,23,True
37,ビギナーボーナスII,24時間（地球時間）、Lv49以下のバトルクラスの全フィジカルパラメータが5％上昇する,3500,64226,8,25,True
38,獲得力アップII,24時間（地球時間）、ギャザラーの獲得力が10上昇する,7000,64227,8,26,True
39,技術力アップII,24時間（地球時間）、ギャザラーの技術力が10上昇する,7000,64228,8,27,True
40,作業精度アップII,24時間（地球時間）、クラフターの作業精度が10上昇する,7000,64229,8,28,True
41,加工精度アップII,24時間（地球時間）、クラフターの加工精度が10上昇する,7000,64230,8,29,True
42,錬精度上昇量アップII,24時間（地球時間）、錬精度が上昇しやすくなる,7000,64234,8,30,True
43,食事効果時間延長II,24時間（地球時間）、食事の効果時間を10分延長する,7000,64233,8,31,True
44,装備品劣化低減II,24時間（地球時間）、装備品の耐久度の減少を20％低減する,7000,64235,8,32,True
45,都市内スプリント効果時間延長II,24時間（地球時間）、都市内でのスプリントの効果時間を50％延長する,5600,64245,8,33,True
46,テレポ割引II,24時間（地球時間）、テレポに必要なギルが30％割引される,7000,64237,8,34,True
47,MGPアップII,24時間（地球時間）、マンダヴィル・ゴールドソーサーポイントの獲得量が10％上昇する,7000,64244,8,24,True
48,,,0,0,0,0,False
49,,,0,0,0,0,False
50,,,0,0,0,0,False
51,,,0,0,0,0,False
52,,,0,0,0,0,False
53,,,0,0,0,0,False
54,,,0,0,0,0,False
55,,,0,0,0,0,False
56,,,0,0,0,0,False
57,,,0,0,0,0,False
58,,,0,0,0,0,False
59,,,0,0,0,0,False
60,,,0,0,0,0,False
61,討伐経験値アップIII,24時間（地球時間）、敵討伐時の獲得経験値が15％増加する,10500,64263,8,35,False
62,採集経験値アップIII,24時間（地球時間）、採集時の獲得経験値が20％増加する,10500,64265,8,36,False
63,製作経験値アップIII,24時間（地球時間）、製作時の獲得経験値が20％増加する,10500,64266,8,37,False
64,バディ経験値アップIII,24時間（地球時間）、バディの獲得経験値が20％増加する,10500,64264,8,38,False
