#,Description,Image
0,,0
1,"**「南方ボズヤ戦線」は、独自ルールや専用システムが多数盛り込まれたコンテンツです！
特徴を理解し、ガレマール帝国第IV軍団との戦いに勝利しましょう！！**

**※次ページより、「南方ボズヤ戦線」の特殊ルールの解説が行われます。
ぜひご一読の上、新たな大規模コンテンツをお楽しみください。",86801
2,"**■コンテンツ参加ジョブはレベル80に特殊レベルシンク！**

「南方ボズヤ戦線」は、いずれのジョブであってもレベル71から突入可能です。
ただし、コンテンツに突入したあとは、いずれのジョブもレベル80へと特殊レベルシンクされます。
また、どんな装備をしていても、アイテムレベルが最適な状態に調整されますので、
装備を整える必要はありません。

**※コンテンツに突入したジョブは、レベル80までのすべてのアクションが使用可能になります。",86801
3,"**■戦果をあげてレジスタンスランクを上昇させよう！**

「南方ボズヤ戦線」では、コンテンツ内でのみ適用される「レジスタンスランク」が存在します。
戦果は、”スカーミッシュ”や”クリティカルエンゲージメント”と呼ばれる、
大規模な作戦行動に参加し、一定以上の評価を得ることで高まります。

**※戦果は、魔獣や帝国兵などを倒すだけでは得られません。
作戦行動のクリア時に得られますので、ご注意ください！",86802
4,"ある程度の戦果を稼いだ場合には、拠点に駐在している、
「レジスタンスの司令部付き将校（RANK UP）」に報告しましょう。
一定数以上の戦果があれば、レジスタンスランクが上昇します。

レジスタンスランクが上昇することで、行動範囲が広がり、クエストが進行します。
活動を有利にするためにも、積極的にレジスタンスランクを上昇させましょう。

**※レジスタンスランクを上昇させるには、必ず戦果報告が必要になります。
戦果をある程度稼いだら、将校への報告を忘れないようにしましょう！",86802
5,"**■ジョブのレベリングにも活用しよう！**

大規模な作戦行動である“スカーミッシュ”や“クリティカルエンゲージメント”では、
これらのクリア時にジョブレベルアップ用の経験値も得られます。

こちらは戦果と異なり、報告を行わなくても通常時と同じように、
規定経験値に達すると、自動的にレベルアップします。

レベル80に達していないジョブがあるのなら、積極的にレベリングにも活用しましょう！",86802
6,"**■わからなくなった！　そんな時は……**

その他のルールやシステムは、
ガンゴッシュのセロウシュや、コンテンツ内のNPCたちが説明してくれます。
わからないことがあれば、積極的にNPCと話してみましょう！",86803
7,"**新たな冒険として、ダンジョンの攻略が発生しました！**

ダンジョンでは、**他のプレイヤーや**NPCと**協力して、モンスターを討伐したり、
ギミックを解きながら、**ダンジョンの奥にいるボスを倒して報酬を得ることができます。
また、**ストーリーを進めるためには、ダンジョンの攻略が必須となる場合があります。
攻略には時間制限があり、攻略中はクラス・ジョブの変更ができません。

次ページより、ダンジョンへの突入方法について説明します。",86804
8,"**いざダンジョンへ！① ふたつの突入方法について**

ダンジョンへ突入するには、**サポートNPCと協力して単独突入する方法と、
**マッチング機能を利用して**他のプレイヤーと共に突入する方法があります。

もちろん、事前にプレイヤー同士でパーティを編成して突入することも可能で、
**いずれの方法で突入しても、**同じようにダンジョンを攻略可能です。",86805
9,"**いざダンジョンへ！② サポートNPCを利用しての攻略**

プレイヤーであるあなたは、**サポートNPCの助けを借りることで、
**単独でのダンジョン攻略に挑むことが可能です。
このシステムのことを**「コンテンツサポーター」と呼びます。

コンテンツサポーターに対応しているダンジョンの入り口には、
**「進入地点とサポーター対応アイコン」が設置されています。",86806
